mpid,asr_breaking,eps_electronic,eps_total,last phdos peak,structure,formula
mp-569677,2.0642765038270463,5.72789030846279,15.845430762503135,375.58574923274034,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[3.92534024, 0.0132569, 7.1568753], [1.84408854, 3.46522873, 7.1568753], [0.02198795, 0.0132569, 8.16263925]], 'a': 8.16267945008935, 'b': 8.162679508245246, 'c': 8.16267962993669, 'alpha': 28.58912465069221, 'beta': 28.5891238783475, 'gamma': 28.58912223688332, 'volume': 110.08963032774477}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.2230703, 0.2230703, 0.2230703], 'xyz': [1.291893067386119, 0.778904053689859, 5.013815026756455], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.7769297, 0.7769297, 0.7769297], 'xyz': [4.499523662613881, 2.7128384763101407, 17.462574823243543], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'I', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.895708365, 1.7458712650000001, 11.238194925], 'label': 'N', 'properties': {'magmom': 0.0}}]}",Sr2IN
mp-569779,2.7503813971240496,17.769395811580697,20.72473803232924,240.5857599519823,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[3.90483086, 0.0, 2.2544553], [1.30160995, 3.6815097, 2.2544553], [0.0, 0.0, 4.50891059]], 'a': 4.508910372241439, 'b': 4.508910160208472, 'c': 4.50891059, 'alpha': 59.999996773458264, 'beta': 59.99999832904359, 'gamma': 60.00000160854603, 'volume': 64.81862282106856}, 'sites': [{'species': [{'element': 'Sc', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.603220405, 1.84075485, 4.508910595], 'label': 'Sc', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Sb', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sb', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Pd', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'xyz': [1.3016102025, 0.920377425, 2.2544552975], 'label': 'Pd', 'properties': {'magmom': 0.0}}]}",ScSbPd
mp-569812,2.997130741987301,3.348469452501686,7.949536990428188,2181.5856058331024,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.58402554, 0.0, 0.0], [0.0, 5.53357108, -1.15233041], [0.0, 0.01985653, 7.96430769]], 'a': 4.58402554, 'b': 5.6522804487412985, 'c': 7.964332443009695, 'alpha': 101.62050891779664, 'beta': 90.0, 'gamma': 90.0, 'volume': 202.12776540472981}, 'sites': [{'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.25, 0.31735483, 0.23610651], 'xyz': [1.146006385, 1.7607937653853265, 1.5147272718826814], 'label': 'Ba', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.75, 0.68264517, 0.76389349], 'xyz': [3.438019155, 3.7926338446146732, 5.297250008117318], 'label': 'Ba', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.75, 0.64087318, 0.37928593], 'xyz': [3.438019155, 3.553848597243257, 2.2822521947403978], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.25, 0.94816907, 0.64583902], 'xyz': [1.146006385, 5.259585066578295, 4.051056620305646], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.75, 0.84728586, 0.36580218], 'xyz': [3.438019155, 4.695780093350164, 1.9370078527517613], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.75, 0.05183093, 0.35416098], 'xyz': [3.438019155, 0.2938425434217038, 2.760920659694355], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.25, 0.15271414, 0.63419782], 'xyz': [1.146006385, 0.8576475166498357, 4.874969427248239], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.25, 0.35912682, 0.62071407], 'xyz': [1.146006385, 1.9995790127567428, 4.529725085259603], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.25, 0.76253936, 0.05169218], 'xyz': [1.146006385, 4.220592177180644, -0.46700486666307345], 'label': 'Cl', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.75, 0.23746064, 0.94830782], 'xyz': [3.438019155, 1.3328354328193557, 7.278982146663074], 'label': 'Cl', 'properties': {'magmom': 0.0}}]}",BaN3Cl
mp-570008,1.862378008709127,10.991900869740439,32.646402292393326,365.5857500267583,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.26115676, 0.0, 0.0], [0.0, 5.26115676, 0.0], [0.0, 0.0, 5.26115676]], 'a': 5.26115676, 'b': 5.26115676, 'c': 5.26115676, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 145.62761143559445}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [2.63057838, 2.63057838, 0.0], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.5, 0.5], 'xyz': [0.0, 2.63057838, 2.63057838], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.5, 0.0, 0.5], 'xyz': [2.63057838, 0.0, 2.63057838], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Bi', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Bi', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.63057838, 2.63057838, 2.63057838], 'label': 'N', 'properties': {'magmom': 0.0}}]}",Sr3BiN
mp-570097,1.2599315925783914,8.01260872499945,16.842159071238488,473.5857414513646,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.15024003, 0.00265763, 7.11444615], [1.92547686, 3.67655193, 7.11444615], [0.00438872, 0.00265763, 8.23649256]], 'a': 8.236494605768977, 'b': 8.236494354616653, 'c': 8.23649415800168, 'alpha': 30.226783113978648, 'beta': 30.226786094264565, 'gamma': 30.226785103593578, 'volume': 125.47819910171299}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.42941165, 0.42941165, 0.42941165], 'xyz': [2.6108681821643565, 1.5810366651387635, 9.64689798061762], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.1377256, 0.1377256, 0.1377256], 'xyz': [0.837386193200616, 0.507087367863064, 3.094058609074416], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.57058835, 0.57058835, 0.57058835], 'xyz': [3.4692374278356435, 2.100830524861236, 12.81848687938238], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.8622744, 0.8622744, 0.8622744], 'xyz': [5.2427194167993845, 3.1747798221369363, 19.371326250925584], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.75386173, 0.75386173, 0.75386173], 'xyz': [4.583558933737305, 2.7756187694836387, 16.93579389567541], 'label': 'P', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.24613827, 0.24613827, 0.24613827], 'xyz': [1.4965466762626944, 0.9062484205163612, 5.529590964324592], 'label': 'P', 'properties': {'magmom': 0.0}}]}",Sr(Li2P)2
mp-570213,19.637769220054697,23.234135695839466,28.092119298142023,287.5857562200981,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.19439794, 1e-08, 2.42163707], [1.39813299, 3.95451672, 2.42163707], [0.0, 0.0, 4.84327414]], 'a': 4.843273704621124, 'b': 4.843274145171227, 'c': 4.84327414, 'alpha': 60.00000003531967, 'beta': 59.99999702634657, 'gamma': 59.99999685338089, 'volume': 80.33450072745758}, 'sites': [{'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.796265465, 1.977258365, 4.84327414], 'label': 'Mg', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Bi', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'xyz': [1.3981327325, 0.9886291825, 2.42163707], 'label': 'Bi', 'properties': {'magmom': 0.0}}]}",LiMgBi
mp-570256,2.6546386032324376,5.9824566492209375,8.983101436542896,123.58576924199207,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[6.5663899, 0.0, 0.0], [0.0, 6.5663899, 0.0], [0.0, 0.0, 6.50007177]], 'a': 6.5663899, 'b': 6.5663899, 'c': 6.50007177, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 280.26669061361844}, 'sites': [{'species': [{'element': 'Ag', 'occu': 1}], 'abc': [0.0, 0.5, 0.5], 'xyz': [0.0, 3.28319495, 3.250035885], 'label': 'Ag', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ag', 'occu': 1}], 'abc': [0.5, 0.0, 0.5], 'xyz': [3.28319495, 0.0, 3.250035885], 'label': 'Ag', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Hg', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.73936519, 0.73936519, 0.24039672], 'xyz': [4.854960116027581, 4.854960116027581, 1.5625959332725945], 'label': 'I', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.26063481, 0.73936519, 0.75960328], 'xyz': [1.7114297839724188, 4.854960116027581, 4.937475836727406], 'label': 'I', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.26063481, 0.26063481, 0.24039672], 'xyz': [1.7114297839724188, 1.7114297839724188, 1.5625959332725945], 'label': 'I', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.73936519, 0.26063481, 0.75960328], 'xyz': [4.854960116027581, 1.7114297839724188, 4.937475836727406], 'label': 'I', 'properties': {'magmom': 0.0}}]}",Ag2HgI4
mp-570324,0.8616939619895669,4.213171736720623,9.181362677620301,215.5857619370272,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[6.79418321, 1.1e-07, -3.88993084], [-2.22713509, 6.41878408, -3.8899307], [0.00323701, 0.0045493, 7.88400518]], 'a': 7.828951873081672, 'b': 7.828951438447759, 'c': 7.884007157063663, 'alpha': 119.76926659333688, 'beta': 119.76926475266048, 'gamma': 90.00000162038948, 'volume': 344.06505131666694}, 'sites': [{'species': [{'element': 'Rb', 'occu': 1}], 'abc': [0.25, 0.75, 0.5], 'xyz': [0.02981298999999999, 4.8163627374999995, 0.05207185500000033], 'label': 'Rb', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Rb', 'occu': 1}], 'abc': [0.75, 0.25, 0.5], 'xyz': [4.540472139999999, 1.6069707524999999, 0.052071785000000315], 'label': 'Rb', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Te', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.26722436, 0.77469498, 1.0], 'xyz': [0.09345789601014722, 4.977149133874598, 3.8310111149988515], 'label': 'Br', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.75629317, 0.75629317, 0.51258635], 'xyz': [3.4556865473581535, 4.856814551683037, -1.8426227076503885], 'label': 'Br', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.77469498, 0.73277564, 1.0], 'xyz': [3.634666295046078, 4.708077997460259, 2.0200488274566686], 'label': 'Br', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.22530502, 0.26722436, 0.0], 'xyz': [0.9356188349539217, 1.715255492539741, -1.9159051874566688], 'label': 'Br', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.24370683, 0.24370683, 0.48741365], 'xyz': [1.114598582641846, 1.5665189383169629, 1.9467663476503887], 'label': 'Br', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.73277564, 0.22530502, 0.0], 'xyz': [4.4768272339898525, 1.446184356125402, -3.7268674749988513], 'label': 'Br', 'properties': {'magmom': 0.0}}]}",Rb2TeBr6
mp-570354,3.130196555011812,8.95556958273895,46.64152764953536,136.21973948250783,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[3.28569977, -2e-08, 1.89699907], [1.09523289, 3.09778758, 1.89699907], [-2e-08, -2e-08, 3.79399921]], 'a': 3.79399900502872, 'b': 3.793999004443843, 'c': 3.79399921, 'alpha': 60.00000792249084, 'beta': 60.00000784418608, 'gamma': 60.00001084504633, 'volume': 38.61684161180835}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Cu', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.19046632, 1.54889377, 3.793998675], 'label': 'Br', 'properties': {'magmom': 0.0}}]}",CuBr
mp-570485,1.0588740902288198,14.424242793102374,19.97518020822625,1205.5856833292526,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.22939098, 0.0, 0.0], [-2.11469549, 3.66275962, 0.0], [0.0, 0.0, 4.96478378]], 'a': 4.22939098, 'b': 4.229390623875842, 'c': 4.96478378, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000278538768, 'volume': 76.91066948977229}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.99981527], 'xyz': [0.0, 0.0, 4.963866635492321], 'label': 'Sr', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Al', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.53957378], 'xyz': [2.1146976046954897, 1.22091865241346, 2.678867151057289], 'label': 'Al', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.4452647], 'xyz': [-2.1146954900519432e-06, 2.4418409675865402, 2.2106429603665663], 'label': 'Si', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'H', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.89234625], 'xyz': [2.1146976046954897, 1.22091865241346, 4.430306188143826], 'label': 'H', 'properties': {'magmom': 0.0}}]}",SrAlSiH
mp-570538,48.61849353423519,2.3725852336729667,5.039276030751047,2118.585610835415,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.53545997, -0.00069231, 0.99857281], [1.57810099, 3.16371164, 0.9985728], [0.06845086, 0.04234063, 5.40800505]], 'a': 3.6737753518195464, 'b': 3.6737748587264174, 'c': 5.408603966829984, 'alpha': 73.50336922566902, 'beta': 73.50337119405559, 'gamma': 60.84953380081439, 'volume': 60.19634140556393}, 'sites': [{'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Na', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.59245411, 0.59245411, 0.27043551], 'xyz': [3.048061750721584, 1.8853942119357174, 2.6457337286922824], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.40754589, 0.40754589, 0.72956449], 'xyz': [2.1339500692784155, 1.3199657480642824, 4.759416931307717], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.59100591, 1.60267998, 3.70257533], 'label': 'N', 'properties': {'magmom': 0.0}}]}",NaN3
mp-5707,3.1860662301989424,2.2570432927058595,6.556538077347208,620.585729779301,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.90811709, 0.0, 0.0], [0.0, 6.25296699, -2.58301345], [0.0, -0.05190189, 8.77796057]], 'a': 4.90811709, 'b': 6.765467807987158, 'c': 8.77811401011973, 'alpha': 112.78360884288738, 'beta': 90.0, 'gamma': 90.0, 'volume': 268.7401936270643}, 'sites': [{'species': [{'element': 'F', 'occu': 1}], 'abc': [0.20026406, 0.84276612, 0.83264434], 'xyz': [0.9829194553987854, 5.226572913706576, 5.1320429621893595], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.70026406, 0.15723388, 0.16735566], 'xyz': [3.4369780003987853, 0.9744921862934237, 1.06290415781064], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.55802682, 0.5434843, 0.70646386], 'xyz': [2.7388609719203543, 3.361722577932562, 4.797484650446165], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.05802682, 0.4565157, 0.29353614], 'xyz': [0.2848024269203538, 2.8393425220674384, 1.3974624695538347], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.72018671, 0.77289482, 0.41413095], 'xyz': [3.534760699341874, 4.811391617189496, 1.6388274344213118], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.22018671, 0.22710518, 0.58586905], 'xyz': [1.080702154341874, 1.3896734828105037, 4.556119685578688], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.6336128, 0.50710794, 0.12152363], 'xyz': [3.109845812122752, 3.1646219031102403, -0.24313699715852422], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.1336128, 0.49289206, 0.87847637], 'xyz': [0.655787267122752, 3.0364431968897603, 6.438084117158524], 'label': 'F'}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.18987816, 0.53710902, 0.69159021], 'xyz': [0.9319442421137544, 3.3226301330867534, 4.6833917712017], 'label': 'As'}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.68987816, 0.46289098, 0.30840979], 'xyz': [3.3860027871137546, 2.878434966913247, 1.5115553487982991], 'label': 'As'}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.69523145, 0.09691765, 0.78371918], 'xyz': [3.4122773612504806, 0.5653463595271232, 6.6291164665003395], 'label': 'Cs'}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.19523145, 0.90308235, 0.21628082], 'xyz': [0.9582188162504806, 5.6357187404728775, -0.43416934650034045], 'label': 'Cs'}]}",CsAsF4
mp-570844,1.2616696539062937,17.470300515712527,31.76447910918121,313.58575415565144,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[6.55376175, 0.0, 0.0], [0.0, 6.55376175, 0.0], [0.0, 0.0, 6.83667047]], 'a': 6.55376175, 'b': 6.55376175, 'c': 6.83667047, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 293.64725535461974}, 'sites': [{'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.15461481, 0.34538519, 0.98511088], 'xyz': [1.0133086277615173, 2.2635722472384825, 6.7348784629717136], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.15461481, 0.34538519, 0.51488912], 'xyz': [1.0133086277615173, 2.2635722472384825, 3.520127242028286], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.34538519, 0.84538519, 0.01488912], 'xyz': [2.2635722472384825, 5.540453122238482, 0.10179200702828639], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.65461481, 0.15461481, 0.01488912], 'xyz': [4.290189502761518, 1.0133086277615173, 0.10179200702828639], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.5, 0.5, 0.25], 'xyz': [3.276880875, 3.276880875, 1.7091676175], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.0, 0.0, 0.75], 'xyz': [0.0, 0.0, 5.127502852499999], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.34538519, 0.84538519, 0.48511088], 'xyz': [2.2635722472384825, 5.540453122238482, 3.3165432279717137], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.84538519, 0.65461481, 0.98511088], 'xyz': [5.540453122238482, 4.290189502761518, 6.7348784629717136], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.65461481, 0.15461481, 0.48511088], 'xyz': [4.290189502761518, 1.0133086277615173, 3.3165432279717137], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.0, 0.0, 0.25], 'xyz': [0.0, 0.0, 1.7091676175], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.84538519, 0.65461481, 0.51488912], 'xyz': [5.540453122238482, 4.290189502761518, 3.520127242028286], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.5, 0.5, 0.75], 'xyz': [3.276880875, 3.276880875, 5.127502852499999], 'label': 'Ga', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Os', 'occu': 1}], 'abc': [0.3396905, 0.1603095, 0.25], 'xyz': [2.226250605738375, 1.050630269261625, 1.7091676175], 'label': 'Os', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Os', 'occu': 1}], 'abc': [0.1603095, 0.6603095, 0.75], 'xyz': [1.050630269261625, 4.327511144261624, 5.127502852499999], 'label': 'Os', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Os', 'occu': 1}], 'abc': [0.6603095, 0.8396905, 0.25], 'xyz': [4.327511144261624, 5.503131480738375, 1.7091676175], 'label': 'Os', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Os', 'occu': 1}], 'abc': [0.8396905, 0.3396905, 0.75], 'xyz': [5.503131480738375, 2.226250605738375, 5.127502852499999], 'label': 'Os', 'properties': {'magmom': 0.0}}]}",Ga3Os
mp-570891,5.218733560117373,2.975249497314106,8.573931652560132,108.58577043301895,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.04349852, 0.0, 0.0], [0.0, 4.04349852, 0.0], [0.0, 0.0, 4.04349852]], 'a': 4.04349852, 'b': 4.04349852, 'c': 4.04349852, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 66.11071671937998}, 'sites': [{'species': [{'element': 'K', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'K', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.02174926, 2.02174926, 2.02174926], 'label': 'Br', 'properties': {'magmom': 0.0}}]}",KBr
mp-570935,2.8974766816495205,3.2867537625304597,5.02796334930651,321.5857535204372,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.56607297, 0.0, 0.0], [-2.28303648, 3.95433552, 0.0], [0.0, 0.0, 7.42356468]], 'a': 4.56607297, 'b': 4.566073255407151, 'c': 7.42356468, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999785987013, 'volume': 134.03828432280324}, 'sites': [{'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.99954127], 'xyz': [-2.2797031500321197e-06, 2.6362249981118397, 7.420159268174344], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.49954127], 'xyz': [2.2830387697031496, 1.31811052188816, 3.7083769281743435], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.37545873], 'xyz': [-2.2797031500321197e-06, 2.6362249981118397, 2.7872421668256564], 'label': 'I', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.87545873], 'xyz': [2.2830387697031496, 1.31811052188816, 6.4990245068256565], 'label': 'I', 'properties': {'magmom': 0.0}}]}",LiI
mp-571093,1.0100787191976712,15.356261431894062,20.125822040703166,1241.5856804707878,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.33422711, 0.0, 0.0], [-2.16711356, 3.75355089, 0.0], [0.0, 0.0, 5.26255206]], 'a': 4.33422711, 'b': 4.334227205137689, 'c': 5.26255206, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999935021127, 'volume': 85.61510186360121}, 'sites': [{'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.0, 0.0, 0.99956438], 'xyz': [0.0, 0.0, 5.260259587071623], 'label': 'Ba', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Al', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.53475218], 'xyz': [2.1671157204468896, 1.25118237881637, 2.814161186448491], 'label': 'Al', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.45769335], 'xyz': [-2.1704468904371055e-06, 2.5023685111836302, 2.408635081890801], 'label': 'Si', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'H', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.86509009], 'xyz': [2.1671157204468896, 1.25118237881637, 4.552581635215086], 'label': 'H', 'properties': {'magmom': 0.0}}]}",BaAlSiH
