formula,system,processing,phase,gfa
Co60.700000V20.700000Zr18.600000,CoVZr,sputtering,CR,0
Co60.300000V20.200000Zr19.500000,CoVZr,sputtering,CR,0
Co59.900000V19.700000Zr20.500000,CoVZr,sputtering,CR,0
Co59.400000V19.200000Zr21.400000,CoVZr,sputtering,CR,0
Co58.800000V18.700000Zr22.500000,CoVZr,sputtering,AM,1
Co58.200000V18.200000Zr23.600000,CoVZr,sputtering,AM,1
Co57.600000V17.700000Zr24.700000,CoVZr,sputtering,AM,1
Co56.900000V17.200000Zr25.900000,CoVZr,sputtering,AM,1
Co56.100000V16.800000Zr27.100000,CoVZr,sputtering,AM,1
Co55.300000V16.300000Zr28.400000,CoVZr,sputtering,AM,1
Co54.500000V15.800000Zr29.700000,CoVZr,sputtering,AM,1
Co53.600000V15.400000Zr31.100000,CoVZr,sputtering,AM,1
Co52.600000V14.900000Zr32.500000,CoVZr,sputtering,AM,1
Co51.600000V14.500000Zr33.900000,CoVZr,sputtering,AM,1
Co65.300000V23.400000Zr11.300000,CoVZr,sputtering,CR,0
Co65.300000V22.900000Zr11.900000,CoVZr,sputtering,CR,0
Co65.200000V22.300000Zr12.400000,CoVZr,sputtering,CR,0
Co65.100000V21.800000Zr13.000000,CoVZr,sputtering,CR,0
Co65.000000V21.300000Zr13.600000,CoVZr,sputtering,CR,0
Co64.800000V20.900000Zr14.300000,CoVZr,sputtering,CR,0
Co64.600000V20.400000Zr15.000000,CoVZr,sputtering,CR,0
Co64.400000V19.900000Zr15.700000,CoVZr,sputtering,CR,0
Co64.100000V19.500000Zr16.500000,CoVZr,sputtering,CR,0
Co63.700000V19.000000Zr17.300000,CoVZr,sputtering,CR,0
Co63.300000V18.600000Zr18.100000,CoVZr,sputtering,CR,0
Co62.900000V18.100000Zr19.000000,CoVZr,sputtering,CR,0
Co62.400000V17.700000Zr19.900000,CoVZr,sputtering,CR,0
Co61.800000V17.300000Zr20.900000,CoVZr,sputtering,CR,0
Co61.200000V16.800000Zr21.900000,CoVZr,sputtering,CR,0
Co60.600000V16.400000Zr23.000000,CoVZr,sputtering,AM,1
Co59.900000V16.000000Zr24.100000,CoVZr,sputtering,AM,1
Co59.200000V15.600000Zr25.300000,CoVZr,sputtering,AM,1
Co58.400000V15.200000Zr26.500000,CoVZr,sputtering,AM,1
Co57.500000V14.800000Zr27.700000,CoVZr,sputtering,AM,1
Co56.600000V14.400000Zr29.000000,CoVZr,sputtering,AM,1
Co55.700000V14.000000Zr30.400000,CoVZr,sputtering,AM,1
Co54.700000V13.600000Zr31.800000,CoVZr,sputtering,AM,1
Co68.200000V20.800000Zr11.000000,CoVZr,sputtering,CR,0
Co68.100000V20.400000Zr11.500000,CoVZr,sputtering,CR,0
Co68.000000V19.900000Zr12.100000,CoVZr,sputtering,CR,0
Co67.900000V19.500000Zr12.600000,CoVZr,sputtering,CR,0
Co67.700000V19.000000Zr13.200000,CoVZr,sputtering,CR,0
Co67.500000V18.600000Zr13.900000,CoVZr,sputtering,CR,0
Co67.200000V18.200000Zr14.500000,CoVZr,sputtering,CR,0
Co66.900000V17.800000Zr15.300000,CoVZr,sputtering,CR,0
Co66.600000V17.400000Zr16.000000,CoVZr,sputtering,CR,0
Co66.200000V17.000000Zr16.800000,CoVZr,sputtering,CR,0
Co65.800000V16.600000Zr17.600000,CoVZr,sputtering,CR,0
Co65.300000V16.200000Zr18.500000,CoVZr,sputtering,CR,0
Co64.800000V15.900000Zr19.400000,CoVZr,sputtering,CR,0
Co64.200000V15.500000Zr20.300000,CoVZr,sputtering,CR,0
Co63.600000V15.100000Zr21.300000,CoVZr,sputtering,CR,0
Co62.900000V14.800000Zr22.400000,CoVZr,sputtering,AM,1
Co62.100000V14.400000Zr23.400000,CoVZr,sputtering,AM,1
Co61.400000V14.100000Zr24.600000,CoVZr,sputtering,AM,1
Co60.500000V13.700000Zr25.800000,CoVZr,sputtering,AM,1
Co59.600000V13.400000Zr27.000000,CoVZr,sputtering,AM,1
Co58.700000V13.000000Zr28.300000,CoVZr,sputtering,AM,1
Co70.900000V18.900000Zr10.200000,CoVZr,sputtering,CR,0
Co70.900000V18.500000Zr10.600000,CoVZr,sputtering,CR,0
Co70.800000V18.100000Zr11.100000,CoVZr,sputtering,CR,0
Co70.600000V17.700000Zr11.700000,CoVZr,sputtering,CR,0
Co70.500000V17.300000Zr12.200000,CoVZr,sputtering,CR,0
Co70.300000V16.900000Zr12.800000,CoVZr,sputtering,CR,0
Co70.000000V16.600000Zr13.400000,CoVZr,sputtering,CR,0
Co69.700000V16.200000Zr14.100000,CoVZr,sputtering,CR,0
Co69.400000V15.900000Zr14.700000,CoVZr,sputtering,CR,0
Co69.000000V15.500000Zr15.500000,CoVZr,sputtering,CR,0
Co68.600000V15.200000Zr16.200000,CoVZr,sputtering,CR,0
Co68.100000V14.900000Zr17.000000,CoVZr,sputtering,CR,0
Co67.600000V14.500000Zr17.900000,CoVZr,sputtering,CR,0
Co67.000000V14.200000Zr18.700000,CoVZr,sputtering,CR,0
Co66.400000V13.900000Zr19.700000,CoVZr,sputtering,CR,0
Co65.800000V13.600000Zr20.600000,CoVZr,sputtering,CR,0
Co65.000000V13.300000Zr21.700000,CoVZr,sputtering,CR,0
Co64.300000V13.000000Zr22.700000,CoVZr,sputtering,AM,1
Co63.500000V12.700000Zr23.800000,CoVZr,sputtering,AM,1
Co62.600000V12.400000Zr25.000000,CoVZr,sputtering,AM,1
Co61.700000V12.100000Zr26.200000,CoVZr,sputtering,AM,1
Co73.500000V16.700000Zr9.800000,CoVZr,sputtering,CR,0
Co73.400000V16.300000Zr10.200000,CoVZr,sputtering,CR,0
Co73.300000V16.000000Zr10.700000,CoVZr,sputtering,CR,0
Co73.100000V15.700000Zr11.200000,CoVZr,sputtering,CR,0
Co72.900000V15.400000Zr11.800000,CoVZr,sputtering,CR,0
Co72.600000V15.000000Zr12.300000,CoVZr,sputtering,CR,0
Co72.400000V14.700000Zr12.900000,CoVZr,sputtering,CR,0
Co72.000000V14.400000Zr13.500000,CoVZr,sputtering,CR,0
Co71.700000V14.100000Zr14.200000,CoVZr,sputtering,CR,0
Co71.300000V13.800000Zr14.900000,CoVZr,sputtering,CR,0
Co70.800000V13.600000Zr15.600000,CoVZr,sputtering,CR,0
Co70.300000V13.300000Zr16.400000,CoVZr,sputtering,CR,0
Co69.800000V13.000000Zr17.200000,CoVZr,sputtering,CR,0
Co69.200000V12.700000Zr18.100000,CoVZr,sputtering,CR,0
Co68.500000V12.500000Zr19.000000,CoVZr,sputtering,CR,0
Co67.900000V12.200000Zr19.900000,CoVZr,sputtering,CR,0
Co67.100000V11.900000Zr20.900000,CoVZr,sputtering,CR,0
Co66.300000V11.700000Zr22.000000,CoVZr,sputtering,CR,0
Co65.500000V11.400000Zr23.100000,CoVZr,sputtering,CR,0
Co75.900000V14.700000Zr9.380000,CoVZr,sputtering,CR,0
Co75.700000V14.400000Zr9.820000,CoVZr,sputtering,CR,0
Co75.600000V14.100000Zr10.300000,CoVZr,sputtering,CR,0
Co75.400000V13.900000Zr10.800000,CoVZr,sputtering,CR,0
Co75.100000V13.600000Zr11.300000,CoVZr,sputtering,CR,0
Co74.900000V13.300000Zr11.800000,CoVZr,sputtering,CR,0
Co74.500000V13.100000Zr12.400000,CoVZr,sputtering,CR,0
Co74.200000V12.800000Zr13.000000,CoVZr,sputtering,CR,0
Co73.800000V12.600000Zr13.600000,CoVZr,sputtering,CR,0
Co73.400000V12.300000Zr14.300000,CoVZr,sputtering,CR,0
Co72.900000V12.100000Zr15.000000,CoVZr,sputtering,CR,0
Co72.400000V11.800000Zr15.800000,CoVZr,sputtering,CR,0
Co71.800000V11.600000Zr16.600000,CoVZr,sputtering,CR,0
Co71.200000V11.400000Zr17.400000,CoVZr,sputtering,CR,0
Co70.600000V11.200000Zr18.300000,CoVZr,sputtering,CR,0
Co69.900000V10.900000Zr19.200000,CoVZr,sputtering,CR,0
Co69.100000V10.700000Zr20.200000,CoVZr,sputtering,CR,0
Co78.100000V13.000000Zr8.960000,CoVZr,sputtering,CR,0
Co77.900000V12.700000Zr9.370000,CoVZr,sputtering,CR,0
Co77.700000V12.500000Zr9.810000,CoVZr,sputtering,CR,0
Co77.500000V12.300000Zr10.300000,CoVZr,sputtering,CR,0
Co77.200000V12.000000Zr10.800000,CoVZr,sputtering,CR,0
Co76.900000V11.800000Zr11.300000,CoVZr,sputtering,CR,0
Co76.600000V11.600000Zr11.800000,CoVZr,sputtering,CR,0
Co76.200000V11.400000Zr12.400000,CoVZr,sputtering,CR,0
Co75.800000V11.200000Zr13.000000,CoVZr,sputtering,CR,0
Co75.300000V11.000000Zr13.700000,CoVZr,sputtering,CR,0
Co74.900000V10.800000Zr14.400000,CoVZr,sputtering,CR,0
Co74.300000V10.600000Zr15.100000,CoVZr,sputtering,CR,0
Co73.700000V10.400000Zr15.900000,CoVZr,sputtering,CR,0
Co73.100000V10.200000Zr16.700000,CoVZr,sputtering,CR,0
Co72.500000V10.000000Zr17.500000,CoVZr,sputtering,CR,0
Co80.100000V11.400000Zr8.520000,CoVZr,sputtering,CR,0
Co79.900000V11.200000Zr8.920000,CoVZr,sputtering,CR,0
Co79.700000V11.000000Zr9.340000,CoVZr,sputtering,CR,0
Co79.400000V10.800000Zr9.780000,CoVZr,sputtering,CR,0
Co79.100000V10.600000Zr10.300000,CoVZr,sputtering,CR,0
Co78.800000V10.400000Zr10.800000,CoVZr,sputtering,CR,0
Co78.500000V10.300000Zr11.300000,CoVZr,sputtering,CR,0
Co78.100000V10.100000Zr11.800000,CoVZr,sputtering,CR,0
Co77.600000V9.910000Zr12.400000,CoVZr,sputtering,CR,0
Co77.200000V9.740000Zr13.100000,CoVZr,sputtering,CR,0
Co76.700000V9.580000Zr13.700000,CoVZr,sputtering,CR,0
Co76.100000V9.420000Zr14.400000,CoVZr,sputtering,CR,0
Co75.600000V9.260000Zr15.200000,CoVZr,sputtering,CR,0
Co81.700000V9.860000Zr8.460000,CoVZr,sputtering,CR,0
Co81.400000V9.700000Zr8.860000,CoVZr,sputtering,CR,0
Co81.200000V9.530000Zr9.290000,CoVZr,sputtering,CR,0
Co80.900000V9.380000Zr9.740000,CoVZr,sputtering,CR,0
Co80.600000V9.220000Zr10.200000,CoVZr,sputtering,CR,0
Co80.200000V9.080000Zr10.700000,CoVZr,sputtering,CR,0
Co79.800000V8.930000Zr11.300000,CoVZr,sputtering,CR,0
Co79.400000V8.790000Zr11.800000,CoVZr,sputtering,CR,0
Co78.900000V8.650000Zr12.500000,CoVZr,sputtering,CR,0
Co8.330000V25.353000Zr66.317000,CoVZr,sputtering,CR,0
Co8.540000V32.246000Zr59.215000,CoVZr,sputtering,CR,0
Co8.733000V30.527000Zr60.740000,CoVZr,sputtering,CR,0
Co8.920000V28.866000Zr62.214000,CoVZr,sputtering,CR,0
Co9.100000V27.262000Zr63.638000,CoVZr,sputtering,CR,0
Co9.273000V25.723000Zr65.004000,CoVZr,sputtering,CR,0
Co9.439000V24.248000Zr66.314000,CoVZr,sputtering,CR,0
Co9.597000V22.835000Zr67.567000,CoVZr,sputtering,CR,0
Co9.748000V21.491000Zr68.761000,CoVZr,sputtering,CR,0
Co9.891000V20.211000Zr69.898000,CoVZr,sputtering,CR,0
Co9.008000V36.178000Zr54.814000,CoVZr,sputtering,CR,0
Co9.241000V34.361000Zr56.397000,CoVZr,sputtering,CR,0
Co9.469000V32.591000Zr57.940000,CoVZr,sputtering,CR,0
Co9.691000V30.869000Zr59.440000,CoVZr,sputtering,CR,0
Co9.906000V29.205000Zr60.889000,CoVZr,sputtering,CR,0
Co10.114000V27.598000Zr62.288000,CoVZr,sputtering,CR,0
Co10.313000V26.055000Zr63.632000,CoVZr,sputtering,CR,0
Co10.505000V24.576000Zr64.919000,CoVZr,sputtering,CR,0
Co10.689000V23.159000Zr66.152000,CoVZr,sputtering,CR,0
Co10.863000V21.811000Zr67.326000,CoVZr,sputtering,CR,0
Co11.030000V20.526000Zr68.444000,CoVZr,sputtering,CR,0
Co11.188000V19.309000Zr69.503000,CoVZr,sputtering,CR,0
Co11.337000V18.156000Zr70.507000,CoVZr,sputtering,CR,0
Co9.689000V38.338000Zr51.972000,CoVZr,sputtering,CR,0
Co9.963000V36.475000Zr53.562000,CoVZr,sputtering,CR,0
Co10.230000V34.657000Zr55.113000,CoVZr,sputtering,CR,0
Co10.490000V32.885000Zr56.625000,CoVZr,sputtering,CR,0
Co10.745000V31.161000Zr58.094000,CoVZr,sputtering,CR,0
Co10.991000V29.496000Zr59.513000,CoVZr,sputtering,CR,0
Co11.229000V27.888000Zr60.883000,CoVZr,sputtering,CR,0
Co11.458000V26.343000Zr62.198000,CoVZr,sputtering,CR,0
Co11.679000V24.862000Zr63.459000,CoVZr,sputtering,CR,0
Co11.891000V23.444000Zr64.665000,CoVZr,sputtering,CR,0
Co12.093000V22.093000Zr65.814000,CoVZr,sputtering,CR,0
Co12.287000V20.805000Zr66.908000,CoVZr,sputtering,CR,0
Co12.470000V19.585000Zr67.945000,CoVZr,sputtering,CR,0
Co12.645000V18.429000Zr68.927000,CoVZr,sputtering,CR,0
Co12.810000V17.333000Zr69.857000,CoVZr,sputtering,CR,0
Co10.382000V40.474000Zr49.145000,CoVZr,sputtering,CR,0
Co10.698000V38.576000Zr50.726000,CoVZr,sputtering,CR,0
Co11.008000V36.712000Zr52.280000,CoVZr,sputtering,CR,0
Co11.313000V34.893000Zr53.795000,CoVZr,sputtering,CR,0
Co11.610000V33.121000Zr55.269000,CoVZr,sputtering,CR,0
Co11.899000V31.398000Zr56.703000,CoVZr,sputtering,CR,0
Co12.180000V29.734000Zr58.086000,CoVZr,sputtering,CR,0
Co12.453000V28.126000Zr59.422000,CoVZr,sputtering,CR,0
Co12.715000V26.582000Zr60.703000,CoVZr,sputtering,CR,0
Co12.969000V25.101000Zr61.931000,CoVZr,sputtering,CR,0
Co13.212000V23.682000Zr63.106000,CoVZr,sputtering,CR,0
Co13.445000V22.331000Zr64.224000,CoVZr,sputtering,CR,0
Co13.668000V21.043000Zr65.289000,CoVZr,sputtering,CR,0
Co13.881000V19.821000Zr66.298000,CoVZr,sputtering,CR,0
Co14.083000V18.664000Zr67.253000,CoVZr,sputtering,CR,0
Co14.276000V17.567000Zr68.157000,CoVZr,sputtering,CR,0
Co14.459000V16.532000Zr69.009000,CoVZr,sputtering,CR,0
Co11.078000V42.577000Zr46.345000,CoVZr,sputtering,CR,0
Co11.441000V40.643000Zr47.915000,CoVZr,sputtering,CR,0
Co11.799000V38.745000Zr49.456000,CoVZr,sputtering,CR,0
Co12.151000V36.881000Zr50.968000,CoVZr,sputtering,CR,0
Co12.496000V35.063000Zr52.441000,CoVZr,sputtering,CR,0
Co12.833000V33.293000Zr53.874000,CoVZr,sputtering,CR,0
Co13.162000V31.573000Zr55.265000,CoVZr,sputtering,CR,0
Co13.481000V29.911000Zr56.608000,CoVZr,sputtering,CR,0
Co13.791000V28.305000Zr57.903000,CoVZr,sputtering,CR,0
Co14.091000V26.764000Zr59.145000,CoVZr,sputtering,CR,0
Co14.380000V25.286000Zr60.335000,CoVZr,sputtering,CR,0
Co14.658000V23.869000Zr61.473000,CoVZr,sputtering,CR,0
Co14.925000V22.520000Zr62.555000,CoVZr,sputtering,CR,0
Co15.182000V21.233000Zr63.586000,CoVZr,sputtering,CR,0
Co15.426000V20.013000Zr64.561000,CoVZr,sputtering,CR,0
Co15.660000V18.856000Zr65.484000,CoVZr,sputtering,CR,0
Co15.883000V17.759000Zr66.358000,CoVZr,sputtering,CR,0
Co16.096000V16.725000Zr67.180000,CoVZr,sputtering,CR,0
Co16.298000V15.747000Zr67.955000,CoVZr,sputtering,CR,0
Co11.774000V44.629000Zr43.597000,CoVZr,sputtering,CR,0
Co12.187000V42.670000Zr45.142000,CoVZr,sputtering,CR,0
Co12.597000V40.736000Zr46.667000,CoVZr,sputtering,CR,0
Co13.000000V38.839000Zr48.161000,CoVZr,sputtering,CR,0
Co13.397000V36.977000Zr49.626000,CoVZr,sputtering,CR,0
Co13.786000V35.162000Zr51.052000,CoVZr,sputtering,CR,0
Co14.167000V33.396000Zr52.437000,CoVZr,sputtering,CR,0
Co14.539000V31.679000Zr53.782000,CoVZr,sputtering,CR,0
Co14.900000V30.022000Zr55.078000,CoVZr,sputtering,CR,0
Co15.251000V28.421000Zr56.328000,CoVZr,sputtering,CR,0
Co15.590000V26.885000Zr57.525000,CoVZr,sputtering,CR,0
Co15.918000V25.411000Zr58.671000,CoVZr,sputtering,CR,0
Co16.235000V23.998000Zr59.766000,CoVZr,sputtering,CR,0
Co16.539000V22.653000Zr60.808000,CoVZr,sputtering,CR,0
Co16.832000V21.370000Zr61.798000,CoVZr,sputtering,CR,0
Co17.112000V20.153000Zr62.735000,CoVZr,sputtering,CR,0
Co17.380000V18.999000Zr63.621000,CoVZr,sputtering,CR,0
Co17.637000V17.904000Zr64.458000,CoVZr,sputtering,CR,0
Co17.882000V16.872000Zr65.246000,CoVZr,sputtering,CR,0
Co18.116000V15.896000Zr65.988000,CoVZr,sputtering,CR,0
Co18.339000V14.979000Zr66.683000,CoVZr,sputtering,CR,0
Co12.931000V44.639000Zr42.430000,CoVZr,sputtering,CR,0
Co13.395000V42.680000Zr43.925000,CoVZr,sputtering,CR,0
Co13.854000V40.747000Zr45.399000,CoVZr,sputtering,CR,0
Co14.307000V38.852000Zr46.842000,CoVZr,sputtering,CR,0
Co14.753000V36.994000Zr48.254000,CoVZr,sputtering,CR,0
Co15.190000V35.183000Zr49.627000,CoVZr,sputtering,CR,0
Co15.617000V33.423000Zr50.960000,CoVZr,sputtering,CR,0
Co16.035000V31.713000Zr52.252000,CoVZr,sputtering,CR,0
Co16.442000V30.062000Zr53.496000,CoVZr,sputtering,CR,0
Co16.837000V28.468000Zr54.695000,CoVZr,sputtering,CR,0
Co17.220000V26.938000Zr55.842000,CoVZr,sputtering,CR,0
Co17.591000V25.471000Zr56.939000,CoVZr,sputtering,CR,0
Co17.949000V24.065000Zr57.986000,CoVZr,sputtering,CR,0
Co18.293000V22.726000Zr58.981000,CoVZr,sputtering,CR,0
Co18.625000V21.449000Zr59.926000,CoVZr,sputtering,CR,0
Co18.944000V20.237000Zr60.819000,CoVZr,sputtering,CR,0
Co19.249000V19.088000Zr61.663000,CoVZr,sputtering,CR,0
Co19.543000V17.998000Zr62.459000,CoVZr,sputtering,CR,0
Co19.823000V16.970000Zr63.207000,CoVZr,sputtering,CR,0
Co20.092000V15.998000Zr63.911000,CoVZr,sputtering,CR,0
Co20.348000V15.083000Zr64.569000,CoVZr,sputtering,CR,0
Co14.188000V44.559000Zr41.254000,CoVZr,sputtering,AM,1
Co14.705000V42.600000Zr42.694000,CoVZr,sputtering,CR,0
Co15.219000V40.669000Zr44.112000,CoVZr,sputtering,CR,0
Co15.724000V38.778000Zr45.498000,CoVZr,sputtering,CR,0
Co16.222000V36.926000Zr46.852000,CoVZr,sputtering,CR,0
Co16.711000V35.122000Zr48.167000,CoVZr,sputtering,CR,0
Co17.189000V33.369000Zr49.442000,CoVZr,sputtering,CR,0
Co17.657000V31.667000Zr50.677000,CoVZr,sputtering,CR,0
Co18.112000V30.025000Zr51.864000,CoVZr,sputtering,CR,0
Co18.555000V28.439000Zr53.006000,CoVZr,sputtering,CR,0
Co18.984000V26.918000Zr54.098000,CoVZr,sputtering,CR,0
Co19.400000V25.460000Zr55.140000,CoVZr,sputtering,CR,0
Co19.802000V24.063000Zr56.135000,CoVZr,sputtering,CR,0
Co20.190000V22.733000Zr57.078000,CoVZr,sputtering,CR,0
Co20.564000V21.463000Zr57.973000,CoVZr,sputtering,CR,0
Co20.923000V20.260000Zr58.817000,CoVZr,sputtering,CR,0
Co21.269000V19.118000Zr59.613000,CoVZr,sputtering,CR,0
Co21.601000V18.035000Zr60.364000,CoVZr,sputtering,CR,0
Co21.920000V17.013000Zr61.068000,CoVZr,sputtering,CR,0
Co22.225000V16.047000Zr61.728000,CoVZr,sputtering,CR,0
Co22.518000V15.137000Zr62.345000,CoVZr,sputtering,CR,0
Co15.550000V44.382000Zr40.068000,CoVZr,sputtering,AM,1
Co16.126000V42.426000Zr41.448000,CoVZr,sputtering,AM,1
Co16.696000V40.499000Zr42.805000,CoVZr,sputtering,CR,0
Co17.257000V38.614000Zr44.129000,CoVZr,sputtering,CR,0
Co17.811000V36.768000Zr45.420000,CoVZr,sputtering,CR,0
Co18.354000V34.973000Zr46.673000,CoVZr,sputtering,CR,0
Co18.886000V33.229000Zr47.885000,CoVZr,sputtering,CR,0
Co19.406000V31.537000Zr49.057000,CoVZr,sputtering,CR,0
Co19.913000V29.906000Zr50.182000,CoVZr,sputtering,CR,0
Co20.406000V28.332000Zr51.262000,CoVZr,sputtering,CR,0
Co20.885000V26.822000Zr52.294000,CoVZr,sputtering,CR,0
Co21.348000V25.375000Zr53.277000,CoVZr,sputtering,CR,0
Co21.797000V23.989000Zr54.214000,CoVZr,sputtering,CR,0
Co22.231000V22.669000Zr55.100000,CoVZr,sputtering,CR,0
Co22.649000V21.411000Zr55.940000,CoVZr,sputtering,CR,0
Co23.052000V20.217000Zr56.731000,CoVZr,sputtering,CR,0
Co23.440000V19.085000Zr57.476000,CoVZr,sputtering,CR,0
Co23.813000V18.011000Zr58.176000,CoVZr,sputtering,CR,0
Co24.172000V16.997000Zr58.831000,CoVZr,sputtering,CR,0
Co24.517000V16.039000Zr59.444000,CoVZr,sputtering,CR,0
Co24.848000V15.137000Zr60.016000,CoVZr,sputtering,CR,0
Co17.024000V44.105000Zr38.871000,CoVZr,sputtering,AM,1
Co17.660000V42.153000Zr40.187000,CoVZr,sputtering,AM,1
Co18.290000V40.232000Zr41.478000,CoVZr,sputtering,AM,1
Co18.911000V38.354000Zr42.735000,CoVZr,sputtering,CR,0
Co19.523000V36.517000Zr43.960000,CoVZr,sputtering,CR,0
Co20.123000V34.733000Zr45.144000,CoVZr,sputtering,CR,0
Co20.711000V33.000000Zr46.289000,CoVZr,sputtering,CR,0
Co21.286000V31.320000Zr47.393000,CoVZr,sputtering,CR,0
Co21.847000V29.702000Zr48.452000,CoVZr,sputtering,CR,0
Co22.393000V28.141000Zr49.466000,CoVZr,sputtering,CR,0
Co22.923000V26.644000Zr50.433000,CoVZr,sputtering,CR,0
Co23.436000V25.211000Zr51.353000,CoVZr,sputtering,CR,0
Co23.934000V23.839000Zr52.227000,CoVZr,sputtering,CR,0
Co24.415000V22.532000Zr53.053000,CoVZr,sputtering,CR,0
Co24.880000V21.286000Zr53.834000,CoVZr,sputtering,CR,0
Co25.328000V20.105000Zr54.567000,CoVZr,sputtering,CR,0
Co25.759000V18.985000Zr55.256000,CoVZr,sputtering,CR,0
Co26.176000V17.922000Zr55.902000,CoVZr,sputtering,CR,0
Co26.576000V16.919000Zr56.505000,CoVZr,sputtering,CR,0
Co26.961000V15.971000Zr57.068000,CoVZr,sputtering,CR,0
Co27.332000V15.078000Zr57.590000,CoVZr,sputtering,CR,0
Co18.613000V43.725000Zr37.663000,CoVZr,sputtering,AM,1
Co19.312000V41.778000Zr38.910000,CoVZr,sputtering,AM,1
Co20.005000V39.864000Zr40.131000,CoVZr,sputtering,AM,1
Co20.688000V37.995000Zr41.317000,CoVZr,sputtering,AM,1
Co21.361000V36.170000Zr42.470000,CoVZr,sputtering,AM,1
Co22.020000V34.397000Zr43.583000,CoVZr,sputtering,CR,0
Co22.666000V32.678000Zr44.656000,CoVZr,sputtering,CR,0
Co23.299000V31.012000Zr45.689000,CoVZr,sputtering,CR,0
Co23.915000V29.409000Zr46.676000,CoVZr,sputtering,CR,0
Co24.515000V27.864000Zr47.621000,CoVZr,sputtering,CR,0
Co25.098000V26.383000Zr48.519000,CoVZr,sputtering,CR,0
Co25.663000V24.966000Zr49.372000,CoVZr,sputtering,CR,0
Co26.211000V23.609000Zr50.180000,CoVZr,sputtering,CR,0
Co26.740000V22.318000Zr50.942000,CoVZr,sputtering,CR,0
Co27.253000V21.088000Zr51.659000,CoVZr,sputtering,CR,0
Co27.746000V19.921000Zr52.332000,CoVZr,sputtering,CR,0
Co28.223000V18.815000Zr52.962000,CoVZr,sputtering,CR,0
Co28.683000V17.767000Zr53.551000,CoVZr,sputtering,CR,0
Co29.126000V16.777000Zr54.098000,CoVZr,sputtering,CR,0
Co29.553000V15.841000Zr54.606000,CoVZr,sputtering,CR,0
Co29.964000V14.960000Zr55.076000,CoVZr,sputtering,CR,0
Co20.321000V43.237000Zr36.442000,CoVZr,sputtering,AM,1
Co21.086000V41.297000Zr37.617000,CoVZr,sputtering,AM,1
Co21.844000V39.393000Zr38.763000,CoVZr,sputtering,AM,1
Co22.590000V37.535000Zr39.875000,CoVZr,sputtering,AM,1
Co23.325000V35.722000Zr40.952000,CoVZr,sputtering,AM,1
Co24.046000V33.964000Zr41.990000,CoVZr,sputtering,AM,1
Co24.752000V32.261000Zr42.988000,CoVZr,sputtering,AM,1
Co25.442000V30.612000Zr43.946000,CoVZr,sputtering,AM,1
Co26.115000V29.026000Zr44.859000,CoVZr,sputtering,AM,1
Co26.770000V27.499000Zr45.731000,CoVZr,sputtering,AM,1
Co27.406000V26.037000Zr46.557000,CoVZr,sputtering,AM,1
Co28.023000V24.638000Zr47.339000,CoVZr,sputtering,CR,0
Co28.622000V23.300000Zr48.079000,CoVZr,sputtering,CR,0
Co29.200000V22.027000Zr48.773000,CoVZr,sputtering,CR,0
Co29.760000V20.814000Zr49.425000,CoVZr,sputtering,CR,0
Co30.300000V19.665000Zr50.035000,CoVZr,sputtering,CR,0
Co30.822000V18.576000Zr50.602000,CoVZr,sputtering,CR,0
Co31.326000V17.543000Zr51.131000,CoVZr,sputtering,CR,0
Co31.811000V16.569000Zr51.620000,CoVZr,sputtering,CR,0
Co32.280000V15.647000Zr52.073000,CoVZr,sputtering,CR,0
Co32.731000V14.780000Zr52.489000,CoVZr,sputtering,CR,0
Co22.150000V42.641000Zr35.208000,CoVZr,sputtering,AM,1
Co22.983000V40.710000Zr36.307000,CoVZr,sputtering,AM,1
Co23.807000V38.817000Zr37.376000,CoVZr,sputtering,AM,1
Co24.618000V36.972000Zr38.410000,CoVZr,sputtering,AM,1
Co25.417000V35.175000Zr39.409000,CoVZr,sputtering,AM,1
Co26.199000V33.433000Zr40.368000,CoVZr,sputtering,AM,1
Co26.965000V31.748000Zr41.288000,CoVZr,sputtering,AM,1
Co27.714000V30.118000Zr42.168000,CoVZr,sputtering,AM,1
Co28.443000V28.552000Zr43.005000,CoVZr,sputtering,AM,1
Co29.153000V27.045000Zr43.801000,CoVZr,sputtering,AM,1
Co29.842000V25.604000Zr44.553000,CoVZr,sputtering,AM,1
Co30.511000V24.226000Zr45.263000,CoVZr,sputtering,AM,1
Co31.160000V22.909000Zr45.931000,CoVZr,sputtering,AM,1
Co31.786000V21.657000Zr46.556000,CoVZr,sputtering,AM,1
Co32.394000V20.465000Zr47.141000,CoVZr,sputtering,AM,1
Co32.979000V19.336000Zr47.685000,CoVZr,sputtering,AM,1
Co33.545000V18.266000Zr48.190000,CoVZr,sputtering,AM,1
Co34.091000V17.252000Zr48.657000,CoVZr,sputtering,AM,1
Co34.618000V16.295000Zr49.087000,CoVZr,sputtering,CR,0
Co35.128000V15.391000Zr49.482000,CoVZr,sputtering,CR,0
Co35.619000V14.540000Zr49.842000,CoVZr,sputtering,CR,0
Co24.103000V41.936000Zr33.961000,CoVZr,sputtering,AM,1
Co25.004000V40.016000Zr34.981000,CoVZr,sputtering,AM,1
Co25.894000V38.136000Zr35.970000,CoVZr,sputtering,AM,1
Co26.770000V36.307000Zr36.923000,CoVZr,sputtering,AM,1
Co27.632000V34.526000Zr37.841000,CoVZr,sputtering,AM,1
