formula,phase,processing
Al10La50Ni40,AM,meltspin
Al10La55Ni35,AM,meltspin
Al10La60Ni30,AM,meltspin
Al10La65Ni25,AM,meltspin
Al10La70Ni20,AM,meltspin
Al10La75Ni15,AM,meltspin
Al10La80Ni10,AM,meltspin
Al15La30Ni55,AM,meltspin
Al15La40Ni45,AM,meltspin
Al15La50Ni35,AM,meltspin
Al15La55Ni30,AM,meltspin
Al15La60Ni25,AM,meltspin
Al15La65Ni20,AM,meltspin
Al15La70Ni15,AM,meltspin
Al15La75Ni10,AM,meltspin
Al15La80Ni5,AM,meltspin
Al20La30Ni50,AM,meltspin
Al20La35Ni45,AM,meltspin
Al20La40Ni40,AM,meltspin
Al20La45Ni35,AM,meltspin
Al20La50Ni30,AM,meltspin
Al20La55Ni25,AM,meltspin
Al20La60Ni20,AM,meltspin
Al20La65Ni15,AM,meltspin
Al20La70Ni10,AM,meltspin
Al20La75Ni5,AM,meltspin
Al20La80Ni0,AM,meltspin
Al25La20Ni55,AM,meltspin
Al25La30Ni45,AM,meltspin
Al25La40Ni35,AM,meltspin
Al25La45Ni30,AM,meltspin
Al25La50Ni25,AM,meltspin
Al25La55Ni20,AM,meltspin
Al25La60Ni15,AM,meltspin
Al25La65Ni10,AM,meltspin
Al25La70Ni5,AM,meltspin
Al30La20Ni50,AM,meltspin
Al30La25Ni45,AM,meltspin
Al30La30Ni40,AM,meltspin
Al30La35Ni35,AM,meltspin
Al30La40Ni30,AM,meltspin
Al30La45Ni25,AM,meltspin
Al30La50Ni20,AM,meltspin
Al30La55Ni15,AM,meltspin
Al30La60Ni10,AM,meltspin
Al30La65Ni5,AM,meltspin
Al30La70Ni0,AM,meltspin
Al35La25Ni40,AM,meltspin
Al35La30Ni35,AM,meltspin
Al35La35Ni30,AM,meltspin
Al35La40Ni25,AM,meltspin
Al35La45Ni20,AM,meltspin
Al35La50Ni15,AM,meltspin
Al35La55Ni10,AM,meltspin
Al35La60Ni5,AM,meltspin
Al40La20Ni40,AM,meltspin
Al40La25Ni35,AM,meltspin
Al40La30Ni30,AM,meltspin
Al40La35Ni25,AM,meltspin
Al40La40Ni20,AM,meltspin
Al40La45Ni15,AM,meltspin
Al40La50Ni10,AM,meltspin
Al40La55Ni5,AM,meltspin
Al40La60Ni0,AM,meltspin
Al45La25Ni30,AM,meltspin
Al45La30Ni25,AM,meltspin
Al45La35Ni20,AM,meltspin
Al45La40Ni15,AM,meltspin
Al45La45Ni10,AM,meltspin
Al50La20Ni30,AM,meltspin
Al50La25Ni25,AM,meltspin
Al50La30Ni20,AM,meltspin
Al50La35Ni15,AM,meltspin
Al50La40Ni10,AM,meltspin
Al50La45Ni5,AM,meltspin
Al50La50Ni0,AM,meltspin
Al55La20Ni25,AM,meltspin
Al55La40Ni5,AM,meltspin
Al55La45Ni0,AM,meltspin
Al60La20Ni20,AM,meltspin
Al65La15Ni20,AM,meltspin
Al70La5Ni25,AM,meltspin
Al75La5Ni20,AM,meltspin
Al75La10Ni15,AM,meltspin
Al80La10Ni10,AM,meltspin
Al84La10Ni6,AM,meltspin
Al85La5Ni10,AM,meltspin
Al85La10Ni5,AM,meltspin
Al88La10Ni2,AM,meltspin
Al90La10Ni0,AM,meltspin
Al91La7Ni2,AM,meltspin
Al10La25Ni65,AC,meltspin
Al15La25Ni60,AC,meltspin
Al20La20Ni60,AC,meltspin
Al40La15Ni45,AC,meltspin
Al50La15Ni35,AC,meltspin
Al55La30Ni15,AC,meltspin
Al90La5Ni5,AC,meltspin
Al0La30Ni70,CR,meltspin
Al0La40Ni60,CR,meltspin
Al0La50Ni50,CR,meltspin
Al0La80Ni20,CR,meltspin
Al0La90Ni10,CR,meltspin
Al10La10Ni80,CR,meltspin
Al10La20Ni70,CR,meltspin
Al10La90Ni0,CR,meltspin
Al20La10Ni70,CR,meltspin
Al30La10Ni60,CR,meltspin
Al30La15Ni55,CR,meltspin
Al40La10Ni50,CR,meltspin
Al50La10Ni40,CR,meltspin
Al55La35Ni10,CR,meltspin
Al60La10Ni30,CR,meltspin
Al60La30Ni10,CR,meltspin
Al60La40Ni0,CR,meltspin
Al65La25Ni10,CR,meltspin
Al65La30Ni5,CR,meltspin
Al70La15Ni15,CR,meltspin
Al70La20Ni10,CR,meltspin
Al70La25Ni5,CR,meltspin
Al70La30Ni0,CR,meltspin
Al75La15Ni10,CR,meltspin
Al80La15Ni5,CR,meltspin
Al80La20Ni0,CR,meltspin
Al85La6Ni9,AM,meltspin
Al88La7Ni5,AM,meltspin
Al0La48Ni52,AM,meltspin
Al0La80Ni20,AM,meltspin
Al1La49Ni50,AM,meltspin
Al1La81Ni18,AM,meltspin
Al2La39Ni59,AM,meltspin
Al2La40Ni58,AM,meltspin
Al2La42Ni56,AM,meltspin
Al2La44Ni54,AM,meltspin
Al2La82Ni16,AM,meltspin
Al3La83Ni14,AM,meltspin
Al4La36Ni60,AM,meltspin
Al5La83Ni12,AM,meltspin
Al5La85Ni10,AM,meltspin
Al6La30Ni64,AM,meltspin
Al6La32Ni62,AM,meltspin
Al6La86Ni8,AM,meltspin
Al8La86Ni6,AM,meltspin
Al9La27Ni64,AM,meltspin
Al10La86Ni4,AM,meltspin
Al11La27Ni62,AM,meltspin
Al11La87Ni2,AM,meltspin
Al13La87Ni0,AM,meltspin
Al15La26Ni59,AM,meltspin
Al17La24Ni59,AM,meltspin
Al19La22Ni59,AM,meltspin
Al21La20Ni59,AM,meltspin
Al24La18Ni58,AM,meltspin
Al26La18Ni56,AM,meltspin
Al28La18Ni54,AM,meltspin
Al30La18Ni52,AM,meltspin
Al32La18Ni50,AM,meltspin
Al34La18Ni48,AM,meltspin
Al36La18Ni46,AM,meltspin
Al38La18Ni44,AM,meltspin
Al40La18Ni42,AM,meltspin
Al42La18Ni40,AM,meltspin
Al44La18Ni38,AM,meltspin
Al46La18Ni36,AM,meltspin
Al48La18Ni34,AM,meltspin
Al50La18Ni32,AM,meltspin
Al53La30Ni17,AM,meltspin
Al53La32Ni15,AM,meltspin
Al53La34Ni13,AM,meltspin
Al53La36Ni11,AM,meltspin
Al53La37Ni10,AM,meltspin
Al54La16Ni30,AM,meltspin
Al55La28Ni17,AM,meltspin
Al55La37Ni8,AM,meltspin
Al56La16Ni28,AM,meltspin
Al56La40Ni4,AM,meltspin
Al56La42Ni2,AM,meltspin
Al57La26Ni17,AM,meltspin
Al57La37Ni6,AM,meltspin
Al57La43Ni0,AM,meltspin
Al58La14Ni28,AM,meltspin
Al59La24Ni17,AM,meltspin
Al60La12Ni28,AM,meltspin
Al61La22Ni17,AM,meltspin
Al62La10Ni28,AM,meltspin
Al63La20Ni17,AM,meltspin
Al64La8Ni28,AM,meltspin
Al65La18Ni17,AM,meltspin
Al66La6Ni28,AM,meltspin
Al67La16Ni17,AM,meltspin
Al68La4Ni28,AM,meltspin
Al69La14Ni17,AM,meltspin
Al71La13Ni16,AM,meltspin
Al72La2Ni26,AM,meltspin
Al73La13Ni14,AM,meltspin
Al74La2Ni24,AM,meltspin
Al75La13Ni12,AM,meltspin
Al76La2Ni22,AM,meltspin
Al77La13Ni10,AM,meltspin
Al78La2Ni20,AM,meltspin
Al79La13Ni8,AM,meltspin
Al80La2Ni18,AM,meltspin
Al81La13Ni6,AM,meltspin
Al82La2Ni16,AM,meltspin
Al83La13Ni4,AM,meltspin
Al84La2Ni14,AM,meltspin
Al85La13Ni2,AM,meltspin
Al86La2Ni12,AM,meltspin
Al86La14Ni0,AM,meltspin
Al87La5Ni8,AM,meltspin
Al88La2Ni10,AM,meltspin
Al88La6Ni6,AM,meltspin
Al89La7Ni4,AM,meltspin
Al90La8Ni2,AM,meltspin
Al92La8Ni0,AM,meltspin
Al25La55Ni20,AM,meltspin
Al0La70Ni30,AM,meltspin
Al10La60Ni30,AM,meltspin
Al20La50Ni30,AM,meltspin
Al30La40Ni30,AM,meltspin
Al40La30Ni30,AM,meltspin
Al25La55Ni20,AM,meltspin
Al91La5Ni4,AM,meltspin
Al91La5Ni4,AM,meltspin
Al30La50Ni20,AM,meltspin
Al25La55Pt20,AM,meltspin
Al25La55Zn20,AM,meltspin
Al85La7.5Zr7.5,AM,meltspin
Al42Mg44Pd14,CR,meltspin
Al46Mg40Pd14,CR,meltspin
Al48Mg22Pd30,CR,meltspin
Al50Mg36Pd14,CR,meltspin
Al52Mg18Pd30,CR,meltspin
Al54Mg32Pd14,CR,meltspin
Al53Mg21Pd26,AM,meltspin
Al71Mg17Pd12,AM,meltspin
Al50Mg25Pd25,AC,meltspin
Al43Mg44Pd13,CR,meltspin
Al52Mg17Pd31,CR,meltspin
Al55Mg15Pd30,CR,meltspin
Al74Mg5Pd21,CR,meltspin
Al0Mg60Zn40,AM,meltspin
Al0Mg65Zn35,AM,meltspin
Al0Mg70Zn30,AM,meltspin
Al0Mg75Zn25,AM,meltspin
Al5Mg50Zn45,AM,meltspin
Al5Mg60Zn35,AM,meltspin
Al5Mg65Zn30,AM,meltspin
Al5Mg70Zn25,AM,meltspin
Al5Mg75Zn20,AM,meltspin
Al10Mg65Zn25,AM,meltspin
Al10Mg70Zn20,AM,meltspin
Al10Mg75Zn15,AM,meltspin
Al0Mg55Zn45,AC,meltspin
Al0Mg80Zn20,AC,meltspin
Al0Mg85Zn15,AC,meltspin
Al5Mg80Zn15,AC,meltspin
Al10Mg80Zn10,AC,meltspin
Al15Mg70Zn15,AC,meltspin
Al15Mg75Zn10,AC,meltspin
Al15Mg80Zn5,AC,meltspin
Al20Mg70Zn10,AC,meltspin
Al10Mg40Zn50,CR,meltspin
Al10Mg50Zn40,CR,meltspin
Al10Mg60Zn30,CR,meltspin
Al20Mg40Zn40,CR,meltspin
Al20Mg50Zn30,CR,meltspin
Al20Mg60Zn20,CR,meltspin
Al30Mg40Zn30,CR,meltspin
Al30Mg50Zn20,CR,meltspin
Al40Mg40Zn20,CR,meltspin
Al50Mg40Zn10,CR,meltspin
Al0Mg90Zn10,CR,meltspin
Al0Mg95Zn5,CR,meltspin
Al5Mg85Zn10,CR,meltspin
Al5Mg90Zn5,CR,meltspin
Al10Mg85Zn5,CR,meltspin
Al30Mg60Zn10,CR,meltspin
Al40Mg50Zn10,CR,meltspin
Al10Mg80Zn10,CR,meltspin
Al86.5Mn1Ni12.5,AM,meltspin
Al86.5Mn2Ni11.5,AM,meltspin
Al87Mn1Ni12,AM,meltspin
Al87Mn2Ni11,AM,meltspin
Al87Mn2.5Ni10.5,AM,meltspin
Al87.5Mn0.5Ni12,AM,meltspin
Al88Mn1Ni11,AM,meltspin
Al88Mn2Ni10,AM,meltspin
Al82Mn6Ni12,AC,meltspin
Al83Mn4Ni13,AC,meltspin
Al84Mn4Ni12,AC,meltspin
Al84Mn4Ni12,AC,meltspin
Al84Mn6Ni10,AC,meltspin
Al84Mn6Ni10,AC,meltspin
Al85Mn2Ni13,AC,meltspin
Al85Mn7Ni8,AC,meltspin
Al86Mn0Ni14,AC,meltspin
Al86Mn0Ni14,AC,meltspin
Al86Mn4Ni10,AC,meltspin
Al86Mn4Ni10,AC,meltspin
Al86Mn6Ni8,AC,meltspin
Al86Mn6Ni8,AC,meltspin
Al86Mn8Ni6,AC,meltspin
Al88Mn0Ni12,AC,meltspin
Al88Mn0Ni12,AC,meltspin
Al88Mn2Ni10,AC,meltspin
Al88Mn2Ni10,AC,meltspin
Al88Mn4Ni8,AC,meltspin
Al88Mn4Ni8,AC,meltspin
Al88Mn6Ni6,AC,meltspin
Al88Mn6Ni6,AC,meltspin
Al89Mn2Ni9,AC,meltspin
Al90Mn0Ni10,AC,meltspin
Al90Mn0Ni10,AC,meltspin
Al90Mn2Ni8,AC,meltspin
Al90Mn2Ni8,AC,meltspin
Al90Mn4Ni6,AC,meltspin
Al90Mn4Ni6,AC,meltspin
Al90Mn6Ni4,AC,meltspin
Al90Mn6Ni4,AC,meltspin
Al92Mn0Ni8,AC,meltspin
Al92Mn0Ni8,AC,meltspin
Al92Mn2Ni6,AC,meltspin
Al92Mn2Ni6,AC,meltspin
Al92Mn4Ni4,AC,meltspin
Al92Mn4Ni4,AC,meltspin
Al92Mn6Ni2,AC,meltspin
Al92Mn6Ni2,AC,meltspin
Al94Mn2Ni4,AC,meltspin
Al94Mn2Ni4,AC,meltspin
Al94Mn4Ni2,AC,meltspin
Al94Mn4Ni2,AC,meltspin
Al94Mn0Ni6,CR,meltspin
Al94Mn0Ni6,CR,meltspin
Al94Mn6Ni0,CR,meltspin
Al96Mn0Ni4,CR,meltspin
Al96Mn0Ni4,CR,meltspin
Al96Mn2Ni2,CR,meltspin
Al96Mn2Ni2,CR,meltspin
Al96Mn4Ni0,CR,meltspin
Al96Mn4Ni0,CR,meltspin
Al98Mn0Ni2,CR,meltspin
Al98Mn0Ni2,CR,meltspin
Al98Mn2Ni0,CR,meltspin
Al98Mn2Ni0,CR,meltspin
Al100Mn0Ni0,CR,meltspin
Al80Mn6Ni14,CR,meltspin
Al80Mn8Ni12,CR,meltspin
Al82Mn4Ni14,CR,meltspin
Al82Mn6Ni12,CR,meltspin
Al82Mn8Ni10,CR,meltspin
Al84Mn2Ni14,CR,meltspin
Al84Mn8Ni8,CR,meltspin
Al86Mn8Ni6,CR,meltspin
Al88Mn8Ni4,CR,meltspin
Al90Mn8Ni2,CR,meltspin
Al92Mn8Ni0,CR,meltspin
Al80Mn15Ni5,CR,meltspin
Al45Mn20Si35,AM,meltspin
Al50Mn15Si35,AM,meltspin
Al50Mn20Si30,AM,meltspin
Al55Mn10Si35,AM,meltspin
Al55Mn15Si30,AM,meltspin
Al55Mn20Si25,AM,meltspin
Al60Mn10Si30,AM,meltspin
Al60Mn15Si25,AM,meltspin
Al65Mn10Si25,AM,meltspin
Al65Mn15Si20,AM,meltspin
Al40Mn25Si35,AC,meltspin
Al45Mn15Si40,AC,meltspin
Al50Mn25Si25,AC,meltspin
Al60Mn5Si35,AC,meltspin
Al70Mn5Si25,AC,meltspin
Al60Mn20Si20,CR,meltspin
Al65Mn20Si15,CR,meltspin
Al60Mn10Si30,AM,meltspin
Al66Mn14Si20,AM,meltspin
Al60Mn20Si20,CR,meltspin
Al76.6Mn17.4Si6,CR,meltspin
Al78.6Mn17.4Si4,CR,meltspin
Al66.6Mn17.4Si16,CR,meltspin
Al68.6Mn17.4Si14,CR,meltspin
Al70.6Mn17.4Si12,CR,meltspin
Al72.5Mn17.4Si10.1,CR,meltspin
Al74.6Mn17.4Si8,CR,meltspin
Al53Mn20Si27,AM,meltspin
Al15Mn15Zr70,AM,meltspin
Al65Mo5Ni30,AM,meltspin
Al70Mo5Ni25,AM,meltspin
Al70Mo10Ni20,AM,meltspin
Al75Mo5Ni20,AM,meltspin
Al75Mo10Ni15,AM,meltspin
Al80Mo5Ni15,AM,meltspin
Al85Mo3Ni12,AM,meltspin
Al85Mo5Ni10,AM,meltspin
Al65Nd15Ni20,AM,meltspin
Al70Nd10Ni20,AM,meltspin
Al70Nd15Ni15,AM,meltspin
Al74Nd10Ni16,AM,meltspin
Al75Nd10Ni15,AM,meltspin
Al75Nd15Ni10,AM,meltspin
Al79Nd10Ni11,AM,meltspin
Al80Nd5Ni15,AM,meltspin
Al80Nd10Ni10,AM,meltspin
Al81Nd9Ni10,AM,meltspin
Al83Nd7Ni10,AM,meltspin
Al83Nd9Ni8,AM,meltspin
Al84Nd10Ni6,AM,meltspin
Al85Nd5Ni10,AM,meltspin
Al85Nd7Ni8,AM,meltspin
Al85Nd9Ni6,AM,meltspin
Al85Nd10Ni5,AM,meltspin
Al86Nd14Ni0,AM,meltspin
Al87Nd5Ni8,AM,meltspin
Al87Nd7Ni6,AM,meltspin
Al88Nd10Ni2,AM,meltspin
Al88Nd12Ni0,AM,meltspin
Al90Nd5Ni5,AM,meltspin
Al90Nd10Ni0,AM,meltspin
Al92Nd8Ni0,AM,meltspin
Al80Nd15Ni5,AC,meltspin
Al65Nd20Ni15,CR,meltspin
Al70Nd20Ni10,CR,meltspin
Al75Nd5Ni20,CR,meltspin
Al75Nd20Ni5,CR,meltspin
Al94Nd6Ni0,CR,meltspin
Al25Nd55Ni20,AM,meltspin
Al80Nd2Ni18,AM,meltspin
Al80Nd4Ni16,AM,meltspin
Al80Nd8Ni12,AM,meltspin
Al80Nd10Ni10,AM,meltspin
Al80Nd12Ni8,AM,meltspin
Al82Nd2Ni16,AM,meltspin
Al82Nd4Ni14,AM,meltspin
Al82Nd6Ni12,AM,meltspin
Al82Nd8Ni10,AM,meltspin
Al82Nd10Ni8,AM,meltspin
Al84Nd1Ni15,AM,meltspin
Al84Nd2Ni14,AM,meltspin
Al84Nd4Ni12,AM,meltspin
Al84Nd6Ni10,AM,meltspin
Al84Nd8Ni8,AM,meltspin
Al84Nd10Ni6,AM,meltspin
Al84Nd12Ni4,AM,meltspin
Al85Nd2Ni13,AM,meltspin
Al86Nd1Ni13,AM,meltspin
Al86Nd2Ni12,AM,meltspin
Al86Nd4Ni10,AM,meltspin
Al86Nd6Ni8,AM,meltspin
Al86Nd8Ni6,AM,meltspin
Al86Nd10Ni4,AM,meltspin
Al88Nd1Ni11,AM,meltspin
Al88Nd2Ni10,AM,meltspin
Al88Nd4Ni8,AM,meltspin
Al88Nd6Ni6,AM,meltspin
Al88Nd8Ni4,AM,meltspin
Al88Nd10Ni2,AM,meltspin
Al88Nd12Ni0,AM,meltspin
Al90Nd2Ni8,AM,meltspin
Al90Nd3Ni7,AM,meltspin
Al90Nd4Ni6,AM,meltspin
Al90Nd6Ni4,AM,meltspin
Al90Nd8Ni2,AM,meltspin
Al90Nd10Ni0,AM,meltspin
Al92Nd8Ni0,AM,meltspin
Al86Nd14Ni0,AC,meltspin
Al90Nd1Ni9,AC,meltspin
Al92Nd2Ni6,AC,meltspin
Al92Nd4Ni4,AC,meltspin
Al92Nd6Ni2,AC,meltspin
Al94Nd4Ni2,AC,meltspin
Al94Nd6Ni0,AC,meltspin
Al96Nd4Ni0,AC,meltspin
Al98Nd2Ni0,AC,meltspin
Al94Nd2Ni4,CR,meltspin
Al96Nd2Ni2,CR,meltspin
Al52Ni23Si25,AM,meltspin
Al66Ni10Si24,AM,meltspin
Al71Ni4Si25,AM,meltspin
Al79Ni10Si11,AM,meltspin
Al65Ni15Si20,AM,meltspin
Al65Ni16Si19,AM,meltspin
Al65Ni17.5Si17.5,AM,meltspin
Al66.5Ni15Si18.5,AM,meltspin
Al67.5Ni15Si17.5,AM,meltspin
Al70Ni13Si17,AM,meltspin
Al70Ni15Si15,AM,meltspin
Al65Ni15Sm20,AM,meltspin
Al70Ni10Sm20,AM,meltspin
Al70Ni15Sm15,AM,meltspin
Al70Ni20Sm10,AM,meltspin
Al75Ni10Sm15,AM,meltspin
Al75Ni15Sm10,AM,meltspin
Al78Ni10Sm12,AM,meltspin
Al80Ni5Sm15,AM,meltspin
Al80Ni10Sm10,AM,meltspin
Al80Ni15Sm5,AM,meltspin
Al81Ni10Sm9,AM,meltspin
Al83Ni8Sm9,AM,meltspin
Al83Ni8Sm9,AM,meltspin
Al83Ni10Sm7,AM,meltspin
Al84Ni0Sm16,AM,meltspin
Al85Ni5Sm10,AM,meltspin
Al85Ni6Sm9,AM,meltspin
Al85Ni8Sm7,AM,meltspin
Al85Ni10Sm5,AM,meltspin
Al86Ni0Sm14,AM,meltspin
Al87Ni6Sm7,AM,meltspin
Al87Ni8Sm5,AM,meltspin
Al88Ni0Sm12,AM,meltspin
Al89Ni1Sm10,AM,meltspin
Al90Ni0Sm10,AM,meltspin
Al90Ni5Sm5,AM,meltspin
Al92Ni0Sm8,AM,meltspin
Al75Ni5Sm20,AC,meltspin
Al75Ni20Sm5,CR,meltspin
Al82Ni0Sm18,CR,meltspin
Al94Ni0Sm6,CR,meltspin
Al25Ni20Sm55,AM,meltspin
Al0Ni30Ti70,AM,meltspin
Al0Ni33Ti67,AM,meltspin
Al0Ni40Ti60,AM,meltspin
Al10Ni30Ti60,AM,meltspin
Al10Ni40Ti50,AM,meltspin
Al20Ni20Ti60,AM,meltspin
Al20Ni30Ti50,AM,meltspin
Al20Ni40Ti40,AM,meltspin
Al25Ni25Ti50,AM,meltspin
Al25Ni35Ti40,AM,meltspin
Al0Ni50Ti50,AC,meltspin
Al0Ni55Ti45,AC,meltspin
Al5Ni50Ti45,AC,meltspin
Al10Ni45Ti45,AC,meltspin
Al0Ni75Ti25,CR,meltspin
Al10Ni70Ti20,CR,meltspin
Al31Ni50Ti19,CR,meltspin
Al40Ni50Ti10,CR,meltspin
Al0Ni40Ti60,AM,meltspin
Al10Ni36Ti54,AM,meltspin
Al20Ni32Ti48,AM,meltspin
Al30Ni28Ti42,AM,meltspin
Al10Ni25Ti65,AM,meltspin
Al10Ni25Ti65,AM,meltspin
Al15Ni25Ti60,AM,meltspin
Al94.1Ni0Ti5.9,CR,meltspin
Al95.8Ni0.7Ti3.5,CR,meltspin
Al97.1Ni0Ti2.9,CR,meltspin
Al98.9Ni0Ti1.1,CR,meltspin
Al50Ni30Y20,AM,meltspin
Al55Ni25Y20,AM,meltspin
Al60Ni20Y20,AM,meltspin
Al60Ni25Y15,AM,meltspin
Al65Ni20Y15,AM,meltspin
Al70Ni20Y10,AM,meltspin
Al75Ni10Y15,AM,meltspin
Al80Ni10Y10,AM,meltspin
Al80Ni15Y5,AM,meltspin
Al82Ni5Y13,AM,meltspin
Al82Ni8Y10,AM,meltspin
Al85Ni0Y15,AM,meltspin
Al85Ni5Y10,AM,meltspin
Al85Ni10Y5,AM,meltspin
Al86Ni0Y14,AM,meltspin
Al87Ni0Y13,AM,meltspin
Al87Ni3Y10,AM,meltspin
Al87Ni5Y8,AM,meltspin
Al87Ni10Y3,AM,meltspin
Al88Ni0Y12,AM,meltspin
Al89Ni0Y11,AM,meltspin
Al90Ni0Y10,AM,meltspin
Al90Ni5Y5,AM,meltspin
Al91Ni0Y9,AM,meltspin
Al92Ni0Y8,AM,meltspin
Al80Ni5Y15,AC,meltspin
Al90Ni5Y5,AC,meltspin
Al70Ni10Y20,CR,meltspin
Al86Ni0Y14,CR,meltspin
Al90Ni10Y0,CR,meltspin
Al92Ni0Y8,CR,meltspin
Al60Ni20Y20,AM,meltspin
Al65Ni20Y15,AM,meltspin
Al70Ni15Y15,AM,meltspin
Al75Ni10Y15,AM,meltspin
Al75Ni15Y10,AM,meltspin
Al78Ni15Y7,AM,meltspin
Al80Ni10Y10,AM,meltspin
Al80Ni15Y5,AM,meltspin
Al85Ni5Y10,AM,meltspin
Al85Ni10Y5,AM,meltspin
Al87Ni5Y8,AM,meltspin
Al88Ni0Y12,AM,meltspin
Al88Ni10Y2,AM,meltspin
Al90Ni0Y10,AM,meltspin
Al90Ni5Y5,AM,meltspin
Al65Ni15Y20,AC,meltspin
Al80Ni5Y15,AC,meltspin
Al70Ni10Y20,CR,meltspin
Al70Ni20Y10,CR,meltspin
Al75Ni5Y20,CR,meltspin
Al75Ni20Y5,CR,meltspin
Al86Ni0Y14,CR,meltspin
Al92Ni0Y8,CR,meltspin
Al87Ni5Y8,AM,meltspin
Al88Ni9Y3,AM,meltspin
Al25Ni20Y55,AM,meltspin
Al85Ni5Y10,AM,meltspin
Al85Ni10Y5,AM,meltspin
Al60Ni30Zr10,AM,meltspin
Al65Ni20Zr15,AM,meltspin
Al70Ni20Zr10,AM,meltspin
Al80Ni15Zr5,AM,meltspin
Al82Ni13Zr5,AM,meltspin
Al83Ni10Zr7,AM,meltspin
Al84Ni10Zr6,AM,meltspin
Al85Ni10Zr5,AM,meltspin
Al86Ni9Zr5,AM,meltspin
Al86Ni10Zr4,AM,meltspin
Al87Ni10Zr3,AM,meltspin
Al70Ni15Zr15,AC,meltspin
Al70Ni25Zr5,AC,meltspin
Al82Ni10Zr8,AC,meltspin
Al83Ni15Zr2,AC,meltspin
Al87.5Ni7.5Zr5,AC,meltspin
Al88Ni10Zr2,AC,meltspin
Al55Ni30Zr15,CR,meltspin
Al60Ni20Zr20,CR,meltspin
Al0Ni36Zr64,AM,meltspin
Al5Ni34.2Zr60.8,AM,meltspin
Al10Ni32.4Zr57.6,AM,meltspin
Al15Ni30.6Zr54.4,AM,meltspin
Al20Ni28.8Zr51.2,AM,meltspin
Al25Ni27Zr48,AM,meltspin
Al0Ni20Zr80,AM,meltspin
Al0Ni30Zr70,AM,meltspin
Al0Ni40Zr60,AM,meltspin
Al0Ni50Zr50,AM,meltspin
Al0Ni60Zr40,AM,meltspin
Al0Ni65Zr35,AM,meltspin
Al5Ni15Zr80,AM,meltspin
Al5Ni20Zr75,AM,meltspin
Al5Ni25Zr70,AM,meltspin
Al5Ni30Zr65,AM,meltspin
Al5Ni35Zr60,AM,meltspin
Al5Ni40Zr55,AM,meltspin
Al5Ni45Zr50,AM,meltspin
Al5Ni50Zr45,AM,meltspin
Al5Ni55Zr40,AM,meltspin
Al5Ni60Zr35,AM,meltspin
Al5Ni65Zr30,AM,meltspin
Al10Ni10Zr80,AM,meltspin
Al10Ni15Zr75,AM,meltspin
Al10Ni20Zr70,AM,meltspin
Al10Ni25Zr65,AM,meltspin
Al10Ni30Zr60,AM,meltspin
Al10Ni35Zr55,AM,meltspin
Al10Ni40Zr50,AM,meltspin
Al10Ni50Zr40,AM,meltspin
Al10Ni55Zr35,AM,meltspin
Al10Ni60Zr30,AM,meltspin
Al15Ni5Zr80,AM,meltspin
Al15Ni10Zr75,AM,meltspin
Al15Ni15Zr70,AM,meltspin
Al15Ni20Zr65,AM,meltspin
Al15Ni25Zr60,AM,meltspin
Al15Ni30Zr55,AM,meltspin
Al15Ni35Zr50,AM,meltspin
Al15Ni40Zr45,AM,meltspin
Al15Ni45Zr40,AM,meltspin
Al15Ni50Zr35,AM,meltspin
Al15Ni55Zr30,AM,meltspin
Al20Ni10Zr70,AM,meltspin
Al20Ni15Zr65,AM,meltspin
Al20Ni20Zr60,AM,meltspin
Al20Ni25Zr55,AM,meltspin
Al20Ni30Zr50,AM,meltspin
Al20Ni35Zr45,AM,meltspin
Al20Ni40Zr40,AM,meltspin
Al20Ni45Zr35,AM,meltspin
Al20Ni50Zr30,AM,meltspin
Al25Ni5Zr70,AM,meltspin
Al25Ni10Zr65,AM,meltspin
Al25Ni15Zr60,AM,meltspin
Al25Ni20Zr55,AM,meltspin
Al25Ni25Zr50,AM,meltspin
Al25Ni30Zr45,AM,meltspin
Al25Ni35Zr40,AM,meltspin
Al25Ni40Zr35,AM,meltspin
Al25Ni45Zr30,AM,meltspin
Al30Ni15Zr55,AM,meltspin
Al30Ni20Zr50,AM,meltspin
Al30Ni25Zr45,AM,meltspin
Al30Ni30Zr40,AM,meltspin
Al30Ni35Zr35,AM,meltspin
Al30Ni40Zr30,AM,meltspin
Al35Ni20Zr45,AM,meltspin
Al35Ni35Zr30,AM,meltspin
Al45Ni10Zr45,AM,meltspin
Al60Ni20Zr20,AM,meltspin
Al65Ni20Zr15,AM,meltspin
Al70Ni20Zr10,AM,meltspin
Al5Ni85Zr10,AC,meltspin
Al70Ni15Zr15,AC,meltspin
Al70Ni25Zr5,AC,meltspin
Al5Ni10Zr85,CR,meltspin
Al10Ni5Zr85,CR,meltspin
Al10Ni70Zr20,CR,meltspin
Al10Ni80Zr10,CR,meltspin
Al20Ni0Zr80,CR,meltspin
Al20Ni60Zr20,CR,meltspin
Al20Ni70Zr10,CR,meltspin
Al25Ni0Zr75,CR,meltspin
Al30Ni0Zr70,CR,meltspin
Al30Ni10Zr60,CR,meltspin
Al30Ni50Zr20,CR,meltspin
Al30Ni60Zr10,CR,meltspin
Al35Ni5Zr60,CR,meltspin
Al40Ni10Zr50,CR,meltspin
Al40Ni20Zr40,CR,meltspin
Al40Ni30Zr30,CR,meltspin
Al40Ni40Zr20,CR,meltspin
Al40Ni50Zr10,CR,meltspin
Al50Ni10Zr40,CR,meltspin
