,formula,chemsys_abc,phase,gfa
3821,B38Fe20N42,B-Fe-N,AM,1
3822,B25Fe50N25,B-Fe-N,AM,1
3823,B29Fe64N7,B-Fe-N,AM,1
3824,B6Fe82Nb12,B-Fe-Nb,AM,1
3825,B8Fe77Nb15,B-Fe-Nb,AM,1
3826,B8Fe80Nb12,B-Fe-Nb,AM,1
3827,B10Fe75Nb15,B-Fe-Nb,AM,1
3828,B10Fe78Nb12,B-Fe-Nb,AM,1
3829,B10Fe85Nb5,B-Fe-Nb,AM,1
3830,B12Fe83Nb5,B-Fe-Nb,AM,1
3831,B5Fe80Nb15,B-Fe-Nb,AC,0
3832,B5Fe83Nb12,B-Fe-Nb,AC,0
3833,B6Fe79Nb15,B-Fe-Nb,AC,0
3834,B8Fe87Nb5,B-Fe-Nb,AC,0
3835,B3Fe85Nb12,B-Fe-Nb,CR,0
3836,B3Fe92Nb5,B-Fe-Nb,CR,0
3837,B6Fe89Nb5,B-Fe-Nb,CR,0
3838,B18Fe76Nb6,B-Fe-Nb,AM,1
3839,B18Fe78Nb4,B-Fe-Nb,AM,1
3840,B18Fe80Nb2,B-Fe-Nb,AM,1
3841,B17Fe80Nb3,B-Fe-Nb,AM,1
3842,B17Fe83Nb0,B-Fe-Nb,AM,1
3843,B9Fe84Nb7,B-Fe-Nb,AM,1
3844,B9Fe84Nb7,B-Fe-Nb,AM,1
3845,B8Fe85Nb7,B-Fe-Nb,AM,1
3846,B10Fe83Nb7,B-Fe-Nb,AM,1
3847,B12Fe81Nb7,B-Fe-Nb,AM,1
3848,B14Fe86Nb0,B-Fe-Nb,AM,1
3849,B16Fe77Nb7,B-Fe-Nb,AM,1
3850,B9.4Fe80.3Nb10.3,B-Fe-Nb,AM,1
3851,B11Fe79.9Nb9.1,B-Fe-Nb,AM,1
3852,B11.3Fe81.1Nb7.6,B-Fe-Nb,AM,1
3853,B11.5Fe79.6Nb8.9,B-Fe-Nb,AM,1
3854,B12.9Fe77.5Nb9.6,B-Fe-Nb,AM,1
3855,B13.1Fe79.9Nb7,B-Fe-Nb,AM,1
3856,B13.1Fe80Nb6.9,B-Fe-Nb,AM,1
3857,B13.2Fe77.5Nb9.3,B-Fe-Nb,AM,1
3858,B13.2Fe78.5Nb8.3,B-Fe-Nb,AM,1
3859,B13.2Fe79.5Nb7.3,B-Fe-Nb,AM,1
3860,B13.4Fe77Nb9.6,B-Fe-Nb,AM,1
3861,B13.8Fe78.4Nb7.8,B-Fe-Nb,AM,1
3862,B14.2Fe77.5Nb8.3,B-Fe-Nb,AM,1
3863,B14.2Fe78.1Nb7.7,B-Fe-Nb,AM,1
3864,B14.3Fe78.7Nb7,B-Fe-Nb,AM,1
3865,B14.5Fe80.2Nb5.3,B-Fe-Nb,AM,1
3866,B15Fe75.2Nb9.8,B-Fe-Nb,AM,1
3867,B15Fe77.9Nb7.1,B-Fe-Nb,AM,1
3868,B15.2Fe77.5Nb7.3,B-Fe-Nb,AM,1
3869,B15.3Fe76Nb8.7,B-Fe-Nb,AM,1
3870,B17Fe75Nb8,B-Fe-Nb,AM,1
3871,B17.2Fe76Nb6.8,B-Fe-Nb,AM,1
3872,B9.5Fe83Nb7.5,B-Fe-Nb,AC,0
3873,B9.5Fe83.4Nb7.1,B-Fe-Nb,AC,0
3874,B10.6Fe82.3Nb7.1,B-Fe-Nb,AC,0
3875,B13Fe81.5Nb5.5,B-Fe-Nb,AC,0
3876,B9Fe85.5Nb5.5,B-Fe-Nb,CR,0
3877,B13Fe79Nb8,B-Fe-Nb,AM,1
3878,B17.5Fe61.875Nd20.625,B-Fe-Nd,AM,1
3879,B17.5Fe66Nd16.5,B-Fe-Nd,AM,1
3880,B17.5Fe70.125Nd12.375,B-Fe-Nd,AM,1
3881,B17.5Fe74.250Nd8.250,B-Fe-Nd,AM,1
3882,B17.5Fe78.375Nd4.125,B-Fe-Nd,AM,1
3883,B17.5Fe82.5Nd0,B-Fe-Nd,AM,1
3884,B8Fe77Nd15,B-Fe-Nd,AM,1
3885,B4.8Fe82.2Nd14,B-Fe-Nd,AM,1
3886,B6.1Fe82.1Nd11.8,B-Fe-Nd,AM,1
3887,B7.8Fe78.2Nd14,B-Fe-Nd,AM,1
3888,B19Fe77Nd4,B-Fe-Nd,AM,1
3889,B5Fe81Nd14,B-Fe-Nd,OT,0
3890,B6Fe78Nd16,B-Fe-Nd,OT,0
3891,B18.5Fe31.5Nd50,B-Fe-Nd,AM,1
3892,B18.5Fe51.5Nd30,B-Fe-Nd,AM,1
3893,B18.5Fe61.5Nd20,B-Fe-Nd,AM,1
3894,B18.5Fe69.5Nd12,B-Fe-Nd,AM,1
3895,B18.5Fe75.5Nd6,B-Fe-Nd,AM,1
3896,B18.5Fe78.5Nd3,B-Fe-Nd,AM,1
3897,B18.5Fe81.5Nd0,B-Fe-Nd,AM,1
3898,B8Fe77Nd15,B-Fe-Nd,AM,1
3899,B8Fe77Nd15,B-Fe-Nd,AM,1
3900,B0Fe75Nd25,B-Fe-Nd,AM,1
3901,B0Fe79Nd21,B-Fe-Nd,AM,1
3902,B0Fe82Nd18,B-Fe-Nd,AM,1
3903,B0Fe85Nd15,B-Fe-Nd,AM,1
3904,B3Fe82Nd15,B-Fe-Nd,AM,1
3905,B6Fe82Nd12,B-Fe-Nd,AM,1
3906,B9Fe82Nd9,B-Fe-Nd,AM,1
3907,B12Fe82Nd6,B-Fe-Nd,AM,1
3908,B15Fe82Nd3,B-Fe-Nd,AM,1
3909,B18Fe82Nd0,B-Fe-Nd,AM,1
3910,B8Fe76Nd16,B-Fe-Nd,AM,1
3911,B8Fe79Nd13,B-Fe-Nd,AM,1
3912,B18.5Fe77Nd4.5,B-Fe-Nd,AM,1
3913,B8Fe77Nd15,B-Fe-Nd,AM,1
3914,B0Fe40Nd60,B-Fe-Nd,AM,1
3915,B0Fe50Nd50,B-Fe-Nd,AM,1
3916,B0Fe60Nd40,B-Fe-Nd,AM,1
3917,B0Fe67Nd33,B-Fe-Nd,AM,1
3918,B0Fe80Nd20,B-Fe-Nd,AM,1
3919,B0Fe89Nd11,B-Fe-Nd,AM,1
3920,B16Fe33.6Nd50.4,B-Fe-Nd,AM,1
3921,B16Fe42Nd42,B-Fe-Nd,AM,1
3922,B16Fe50.4Nd33.6,B-Fe-Nd,AM,1
3923,B16Fe56.3Nd27.7,B-Fe-Nd,AM,1
3924,B16Fe67.2Nd16.8,B-Fe-Nd,AM,1
3925,B16Fe74.8Nd9.2,B-Fe-Nd,AM,1
3926,B16Fe84Nd0,B-Fe-Nd,AM,1
3927,B7.5Fe77.5Nd15,B-Fe-Nd,AM,1
3928,B0Fe60Nd40,B-Fe-Nd,AM,1
3929,B0Fe65Nd35,B-Fe-Nd,AM,1
3930,B0Fe70Nd30,B-Fe-Nd,AM,1
3931,B0Fe75Nd25,B-Fe-Nd,AM,1
3932,B0Fe80Nd20,B-Fe-Nd,AM,1
3933,B0Fe85Nd15,B-Fe-Nd,AM,1
3934,B0Fe90Nd10,B-Fe-Nd,AM,1
3935,B10Fe70Nd20,B-Fe-Nd,AM,1
3936,B0Fe60Nd40,B-Fe-Nd,AM,1
3937,B0Fe70Nd30,B-Fe-Nd,AM,1
3938,B0Fe80Nd20,B-Fe-Nd,AM,1
3939,B0Fe90Nd10,B-Fe-Nd,AM,1
3940,B7.5Fe82.5Nd10,B-Fe-Nd,AM,1
3941,B10Fe70Nd20,B-Fe-Nd,AM,1
3942,B15Fe70Nd15,B-Fe-Nd,AM,1
3943,B8Fe79Nd13,B-Fe-Nd,OT,0
3944,B8Fe77Nd15,B-Fe-Nd,OT,0
3945,B20Fe40Ni40,B-Fe-Ni,AM,1
3946,B20Fe80Ni0,B-Fe-Ni,AM,1
3947,B20Fe20Ni60,B-Fe-Ni,AM,1
3948,B20Fe30Ni50,B-Fe-Ni,AM,1
3949,B20Fe40Ni40,B-Fe-Ni,AM,1
3950,B20Fe50Ni30,B-Fe-Ni,AM,1
3951,B20Fe60Ni20,B-Fe-Ni,AM,1
3952,B20Fe70Ni10,B-Fe-Ni,AM,1
3953,B20Fe80Ni0,B-Fe-Ni,AM,1
3954,B0Fe50Ni50,B-Fe-Ni,AM,1
3955,B20Fe40Ni40,B-Fe-Ni,AM,1
3956,B16Fe42Ni42,B-Fe-Ni,AM,1
3957,B18Fe41Ni41,B-Fe-Ni,AM,1
3958,B20Fe40Ni40,B-Fe-Ni,AM,1
3959,B26Fe37Ni37,B-Fe-Ni,AM,1
3960,B30Fe35Ni35,B-Fe-Ni,AM,1
3961,B20Fe30Ni50,B-Fe-Ni,AM,1
3962,B20Fe40Ni40,B-Fe-Ni,AM,1
3963,B20Fe50Ni30,B-Fe-Ni,AM,1
3964,B20Fe60Ni20,B-Fe-Ni,AM,1
3965,B20Fe70Ni10,B-Fe-Ni,AM,1
3966,B20Fe80Ni0,B-Fe-Ni,AM,1
3967,B17Fe54Ni29,B-Fe-Ni,AM,1
3968,B17Fe66.4Ni16.6,B-Fe-Ni,AM,1
3969,B17Fe83Ni0,B-Fe-Ni,AM,1
3970,B20Fe40Ni40,B-Fe-Ni,AM,1
3971,B20Fe80Ni0,B-Fe-Ni,AM,1
3972,B16Fe84Ni0,B-Fe-Ni,AM,1
3973,B20Fe50Ni30,B-Fe-Ni,AM,1
3974,B17Fe23Ni60,B-Fe-Ni,AM,1
3975,B17Fe33Ni50,B-Fe-Ni,AM,1
3976,B17Fe43Ni40,B-Fe-Ni,AM,1
3977,B17Fe48Ni35,B-Fe-Ni,AM,1
3978,B17Fe53Ni30,B-Fe-Ni,AM,1
3979,B17Fe63Ni20,B-Fe-Ni,AM,1
3980,B17Fe73Ni10,B-Fe-Ni,AM,1
3981,B17Fe83Ni0,B-Fe-Ni,AM,1
3982,B15Fe85Ni0,B-Fe-Ni,AM,1
3983,B20Fe40Ni40,B-Fe-Ni,AM,1
3984,B20Fe0Ni80,B-Fe-Ni,AM,1
3985,B20Fe40Ni40,B-Fe-Ni,AM,1
3986,B20Fe80Ni0,B-Fe-Ni,AM,1
3987,B25Fe0Ni75,B-Fe-Ni,AM,1
3988,B25Fe20Ni55,B-Fe-Ni,AM,1
3989,B25Fe37.5Ni37.5,B-Fe-Ni,AM,1
3990,B25Fe55Ni20,B-Fe-Ni,AM,1
3991,B25Fe75Ni0,B-Fe-Ni,AM,1
3992,B16Fe25Ni59,B-Fe-Ni,AM,1
3993,B16Fe33.5Ni50.5,B-Fe-Ni,AM,1
3994,B16Fe42Ni42,B-Fe-Ni,AM,1
3995,B17Fe7Ni76,B-Fe-Ni,AM,1
3996,B17Fe21Ni62,B-Fe-Ni,AM,1
3997,B17Fe24Ni59,B-Fe-Ni,AM,1
3998,B17Fe32.5Ni50.5,B-Fe-Ni,AM,1
3999,B17Fe41Ni42,B-Fe-Ni,AM,1
4000,B17Fe50Ni33,B-Fe-Ni,AM,1
4001,B18Fe23Ni59,B-Fe-Ni,AM,1
4002,B18Fe31.5Ni50.5,B-Fe-Ni,AM,1
4003,B18Fe40Ni42,B-Fe-Ni,AM,1
4004,B19Fe22Ni59,B-Fe-Ni,AM,1
4005,B19Fe30.5Ni50.5,B-Fe-Ni,AM,1
4006,B19Fe39Ni42,B-Fe-Ni,AM,1
4007,B20Fe21Ni59,B-Fe-Ni,AM,1
4008,B20Fe29.5Ni50.5,B-Fe-Ni,AM,1
4009,B20Fe38Ni42,B-Fe-Ni,AM,1
4010,B9Fe6Ni85,B-Fe-Ni,AM,1
4011,B9Fe91Ni0,B-Fe-Ni,AM,1
4012,B17Fe80.5Ni2.5,B-Fe-Ni,AM,1
4013,B20Fe40Ni40,B-Fe-Ni,AM,1
4014,B25Fe5Ni70,B-Fe-Ni,AM,1
4015,B25Fe75Ni0,B-Fe-Ni,AM,1
4016,B16Fe42Ni42,B-Fe-Ni,AM,1
4017,B20Fe30Ni50,B-Fe-Ni,AM,1
4018,B20Fe40Ni40,B-Fe-Ni,AM,1
4019,B22Fe39Ni39,B-Fe-Ni,AM,1
4020,B25Fe65Ni10,B-Fe-Ni,AM,1
4021,B16Fe42Ni42,B-Fe-Ni,AM,1
4022,B22Fe39Ni39,B-Fe-Ni,AM,1
4023,B27Fe36.5Ni36.5,B-Fe-Ni,AM,1
4024,B10Fe80Ni10,B-Fe-Ni,AM,1
4025,B10Fe85Ni5,B-Fe-Ni,AM,1
4026,B12Fe68Ni20,B-Fe-Ni,AM,1
4027,B12Fe73Ni15,B-Fe-Ni,AM,1
4028,B12Fe78Ni10,B-Fe-Ni,AM,1
4029,B14Fe61Ni25,B-Fe-Ni,AM,1
4030,B14Fe66Ni20,B-Fe-Ni,AM,1
4031,B14Fe71Ni15,B-Fe-Ni,AM,1
4032,B14Fe76Ni10,B-Fe-Ni,AM,1
4033,B14Fe81Ni5,B-Fe-Ni,AM,1
4034,B14Fe83Ni3,B-Fe-Ni,AM,1
4035,B14Fe85Ni1,B-Fe-Ni,AM,1
4036,B16Fe59Ni25,B-Fe-Ni,AM,1
4037,B16Fe64Ni20,B-Fe-Ni,AM,1
4038,B16Fe69Ni15,B-Fe-Ni,AM,1
4039,B16Fe74Ni10,B-Fe-Ni,AM,1
4040,B16Fe79Ni5,B-Fe-Ni,AM,1
4041,B16Fe81Ni3,B-Fe-Ni,AM,1
4042,B16Fe83Ni1,B-Fe-Ni,AM,1
4043,B18Fe57Ni25,B-Fe-Ni,AM,1
4044,B18Fe62Ni20,B-Fe-Ni,AM,1
4045,B18Fe67Ni15,B-Fe-Ni,AM,1
4046,B18Fe72Ni10,B-Fe-Ni,AM,1
4047,B18Fe77Ni5,B-Fe-Ni,AM,1
4048,B10Fe89Ni1,B-Fe-Ni,AC,0
4049,B12Fe83Ni5,B-Fe-Ni,AC,0
4050,B12Fe85Ni3,B-Fe-Ni,AC,0
4051,B12Fe87Ni1,B-Fe-Ni,AC,0
4052,B2Fe73Ni25,B-Fe-Ni,CR,0
4053,B2Fe78Ni20,B-Fe-Ni,CR,0
4054,B2Fe83Ni15,B-Fe-Ni,CR,0
4055,B2Fe88Ni10,B-Fe-Ni,CR,0
4056,B4Fe71Ni25,B-Fe-Ni,CR,0
4057,B4Fe76Ni20,B-Fe-Ni,CR,0
4058,B4Fe81Ni15,B-Fe-Ni,CR,0
4059,B4Fe86Ni10,B-Fe-Ni,CR,0
4060,B4Fe91Ni5,B-Fe-Ni,CR,0
4061,B4Fe93Ni3,B-Fe-Ni,CR,0
4062,B4Fe95Ni1,B-Fe-Ni,CR,0
4063,B6Fe69Ni25,B-Fe-Ni,CR,0
4064,B6Fe74Ni20,B-Fe-Ni,CR,0
4065,B6Fe79Ni15,B-Fe-Ni,CR,0
4066,B6Fe84Ni10,B-Fe-Ni,CR,0
4067,B6Fe89Ni5,B-Fe-Ni,CR,0
4068,B6Fe93Ni1,B-Fe-Ni,CR,0
4069,B8Fe67Ni25,B-Fe-Ni,CR,0
4070,B8Fe72Ni20,B-Fe-Ni,CR,0
4071,B8Fe77Ni15,B-Fe-Ni,CR,0
4072,B8Fe82Ni10,B-Fe-Ni,CR,0
4073,B8Fe87Ni5,B-Fe-Ni,CR,0
4074,B8Fe89Ni3,B-Fe-Ni,CR,0
4075,B8Fe91Ni1,B-Fe-Ni,CR,0
4076,B10Fe65Ni25,B-Fe-Ni,CR,0
4077,B10Fe70Ni20,B-Fe-Ni,CR,0
4078,B10Fe75Ni15,B-Fe-Ni,CR,0
4079,B12Fe63Ni25,B-Fe-Ni,CR,0
4080,B19Fe81Ni0,B-Fe-Ni,AM,1
4081,B20Fe75Ni5,B-Fe-Ni,AM,1
4082,B6Fe76Ni18,B-Fe-Ni,AM,1
4083,B20Fe40Ni40,B-Fe-Ni,AM,1
4084,B20Fe35Ni45,B-Fe-Ni,AM,1
4085,B14Fe43Ni43,B-Fe-Ni,AM,1
4086,B23Fe12.3Ni64.7,B-Fe-Ni,AM,1
4087,B23Fe38.5Ni38.5,B-Fe-Ni,AM,1
4088,B23Fe46.2Ni30.8,B-Fe-Ni,AM,1
4089,B23Fe60.1Ni16.9,B-Fe-Ni,AM,1
4090,B16Fe42Ni42,B-Fe-Ni,AM,1
4091,B16.5Fe21Ni62.5,B-Fe-Ni,AM,1
4092,B16.5Fe61.5Ni22,B-Fe-Ni,AM,1
4093,B17.5Fe21Ni61.5,B-Fe-Ni,AM,1
4094,B17.5Fe41.5Ni41,B-Fe-Ni,AM,1
4095,B19Fe20.5Ni60.5,B-Fe-Ni,AM,1
4096,B19Fe61Ni20,B-Fe-Ni,AM,1
4097,B19.5Fe40.5Ni40,B-Fe-Ni,AM,1
4098,B20.5Fe59.5Ni20,B-Fe-Ni,AM,1
4099,B21.5Fe58.5Ni20,B-Fe-Ni,AM,1
4100,B22Fe19.5Ni58.5,B-Fe-Ni,AM,1
4101,B22Fe39Ni39,B-Fe-Ni,AM,1
4102,B24Fe38Ni38,B-Fe-Ni,AM,1
4103,B24Fe57Ni19,B-Fe-Ni,AM,1
4104,B25Fe56Ni19,B-Fe-Ni,AM,1
4105,B26Fe37Ni37,B-Fe-Ni,AM,1
4106,B27Fe18.5Ni54.5,B-Fe-Ni,AM,1
4107,B27Fe54.5Ni18.5,B-Fe-Ni,AM,1
4108,B28.5Fe53.5Ni18,B-Fe-Ni,AM,1
4109,B29Fe18Ni53,B-Fe-Ni,AM,1
4110,B19Fe76Ni5,B-Fe-Ni,AM,1
4111,B19Fe81Ni0,B-Fe-Ni,AM,1
4112,B16.2Fe41.9Ni41.9,B-Fe-Ni,AM,1
4113,B16.5Fe20.9Ni62.6,B-Fe-Ni,AM,1
4114,B16.8Fe62.4Ni20.8,B-Fe-Ni,AM,1
4115,B24.8Fe37.6Ni37.6,B-Fe-Ni,AM,1
4116,B25.4Fe55.9Ni18.7,B-Fe-Ni,AM,1
4117,B20Fe15Ni65,B-Fe-Ni,AM,1
4118,B20Fe20Ni60,B-Fe-Ni,AM,1
4119,B20Fe40Ni40,B-Fe-Ni,AM,1
4120,B15Fe85Ni0,B-Fe-Ni,AM,1
4121,B18Fe41Ni41,B-Fe-Ni,AM,1
4122,B20Fe80Ni0,B-Fe-Ni,AM,1
4123,B17Fe80Ni3,B-Fe-Ni,AM,1
4124,B17Fe83Ni0,B-Fe-Ni,AM,1
4125,B18Fe41Ni41,B-Fe-Ni,AM,1
4126,B24Fe66Ni10,B-Fe-Ni,AM,1
4127,B24.1Fe55.5Ni20.4,B-Fe-Ni,AM,1
4128,B27.7Fe50.4Ni21.8,B-Fe-Ni,AM,1
4129,B28Fe50Ni22,B-Fe-Ni,AM,1
4130,B35Fe65Ni0,B-Fe-Ni,AM,1
4131,B27.7Fe50.5Ni21.8,B-Fe-Ni,AM,1
4132,B28Fe50Ni22,B-Fe-Ni,AM,1
4133,B7Fe80P13,B-Fe-P,AM,1
4134,B0Fe80P20,B-Fe-P,AM,1
4135,B2.3Fe83P14.7,B-Fe-P,AM,1
4136,B3Fe79P18,B-Fe-P,AM,1
4137,B5Fe83P12,B-Fe-P,AM,1
4138,B6Fe79P15,B-Fe-P,AM,1
4139,B6Fe80P14,B-Fe-P,AM,1
4140,B6Fe81P13,B-Fe-P,AM,1
4141,B6Fe82P12,B-Fe-P,AM,1
4142,B6Fe83P11,B-Fe-P,AM,1
4143,B7Fe79P14,B-Fe-P,AM,1
4144,B7Fe80P13,B-Fe-P,AM,1
4145,B7Fe81P12,B-Fe-P,AM,1
4146,B7Fe82P11,B-Fe-P,AM,1
4147,B7Fe83P10,B-Fe-P,AM,1
4148,B8Fe79P13,B-Fe-P,AM,1
4149,B8Fe80P12,B-Fe-P,AM,1
4150,B8Fe81P11,B-Fe-P,AM,1
4151,B8Fe82P10,B-Fe-P,AM,1
4152,B8Fe83P9,B-Fe-P,AM,1
4153,B9Fe78P13,B-Fe-P,AM,1
4154,B9Fe79P12,B-Fe-P,AM,1
4155,B9Fe80P11,B-Fe-P,AM,1
4156,B9Fe81P10,B-Fe-P,AM,1
4157,B9Fe82P9,B-Fe-P,AM,1
4158,B10Fe79P11,B-Fe-P,AM,1
4159,B10Fe80P10,B-Fe-P,AM,1
4160,B10Fe81P9,B-Fe-P,AM,1
4161,B10Fe83P7,B-Fe-P,AM,1
4162,B11Fe79P10,B-Fe-P,AM,1
4163,B11Fe80P9,B-Fe-P,AM,1
4164,B12Fe79P9,B-Fe-P,AM,1
4165,B12Fe80P8,B-Fe-P,AM,1
4166,B12Fe81P7,B-Fe-P,AM,1
4167,B12Fe82P6,B-Fe-P,AM,1
4168,B12Fe83P5,B-Fe-P,AM,1
4169,B13Fe77P10,B-Fe-P,AM,1
4170,B13Fe79P8,B-Fe-P,AM,1
4171,B13Fe80P7,B-Fe-P,AM,1
4172,B14Fe79P7,B-Fe-P,AM,1
4173,B14Fe81P5,B-Fe-P,AM,1
4174,B14Fe83P3,B-Fe-P,AM,1
4175,B15Fe77P8,B-Fe-P,AM,1
4176,B15Fe79P6,B-Fe-P,AM,1
4177,B15Fe80P5,B-Fe-P,AM,1
4178,B16Fe79P5,B-Fe-P,AM,1
4179,B16Fe81P3,B-Fe-P,AM,1
4180,B17Fe77P6,B-Fe-P,AM,1
4181,B17Fe79P4,B-Fe-P,AM,1
4182,B20Fe76P4,B-Fe-P,AM,1
4183,B20Fe80P0,B-Fe-P,AM,1
4184,B21Fe75P4,B-Fe-P,AM,1
4185,B3Fe83P14,B-Fe-P,CR,0
4186,B4Fe84P12,B-Fe-P,CR,0
4187,B5Fe84P11,B-Fe-P,CR,0
4188,B6Fe84P10,B-Fe-P,CR,0
4189,B7Fe84P9,B-Fe-P,CR,0
4190,B11Fe75P14,B-Fe-P,CR,0
4191,B11Fe85P4,B-Fe-P,CR,0
4192,B17Fe80P3,B-Fe-P,CR,0
4193,B18Fe79P3,B-Fe-P,CR,0
4194,B18Fe80P2,B-Fe-P,CR,0
4195,B18Fe82P0,B-Fe-P,CR,0
4196,B19Fe75P6,B-Fe-P,CR,0
4197,B19Fe77P4,B-Fe-P,CR,0
4198,B19Fe81P0,B-Fe-P,CR,0
4199,B21Fe79P0,B-Fe-P,CR,0
4200,B0Fe83P17,B-Fe-P,AM,1
4201,B2Fe83P15,B-Fe-P,AM,1
4202,B9Fe83P8,B-Fe-P,AM,1
4203,B17Fe83P0,B-Fe-P,AM,1
4204,B4Fe80P16,B-Fe-P,AM,1
4205,B6Fe80P14,B-Fe-P,AM,1
4206,B7Fe80P13,B-Fe-P,AM,1
4207,B8Fe80P12,B-Fe-P,AM,1
4208,B10Fe80P10,B-Fe-P,AM,1
4209,B12Fe80P8,B-Fe-P,AM,1
4210,B14Fe80P6,B-Fe-P,AM,1
4211,B16Fe80P4,B-Fe-P,AM,1
4212,B18Fe80P2,B-Fe-P,AM,1
4213,B20Fe80P0,B-Fe-P,AM,1
4214,B5Fe80P15,B-Fe-P,AM,1
4215,B10Fe80P10,B-Fe-P,AM,1
4216,B17Fe80P3,B-Fe-P,AM,1
4217,B7Fe82P11,B-Fe-P,AM,1
4218,B18Fe80Pd2,B-Fe-Pd,AM,1
4219,B19Fe81Pd0,B-Fe-Pd,AM,1
4220,B18Fe76Pt6,B-Fe-Pt,AM,1
4221,B18Fe78Pt4,B-Fe-Pt,AM,1
4222,B18Fe80Pt2,B-Fe-Pt,AM,1
4223,B17Fe80Si3,B-Fe-Si,AM,1
4224,B20Fe80Si0,B-Fe-Si,AM,1
4225,B12Fe78Si10,B-Fe-Si,AM,1
4226,B9Fe77.5Si13.5,B-Fe-Si,AM,1
4227,B12Fe72Si16,B-Fe-Si,AM,1
4228,B12Fe75Si13,B-Fe-Si,AM,1
4229,B12Fe77Si11,B-Fe-Si,AM,1
4230,B12Fe80Si8,B-Fe-Si,AM,1
4231,B15Fe72.5Si12.5,B-Fe-Si,AM,1
4232,B15Fe75Si10,B-Fe-Si,AM,1
4233,B15Fe77.5Si7.5,B-Fe-Si,AM,1
4234,B15Fe81Si4,B-Fe-Si,AM,1
4235,B15Fe83Si2,B-Fe-Si,AM,1
4236,B16Fe82Si2,B-Fe-Si,AM,1
4237,B18Fe72Si10,B-Fe-Si,AM,1
4238,B18Fe78Si4,B-Fe-Si,AM,1
4239,B18Fe80Si2,B-Fe-Si,AM,1
4240,B18Fe82Si0,B-Fe-Si,AM,1
4241,B20Fe78Si2,B-Fe-Si,AM,1
4242,B21Fe70Si9,B-Fe-Si,AM,1
4243,B21Fe72Si7,B-Fe-Si,AM,1
4244,B21Fe75Si4,B-Fe-Si,AM,1
4245,B22Fe71Si7,B-Fe-Si,AM,1
4246,B24Fe69Si7,B-Fe-Si,AM,1
4247,B9Fe80Si11,B-Fe-Si,AC,0
4248,B12Fe84Si4,B-Fe-Si,AC,0
4249,B13Fe85Si2,B-Fe-Si,AC,0
4250,B24Fe73Si3,B-Fe-Si,AC,0
4251,B6Fe83Si11,B-Fe-Si,CR,0
4252,B9Fe83Si8,B-Fe-Si,CR,0
4253,B22Fe76Si2,B-Fe-Si,CR,0
4254,B24Fe74Si2,B-Fe-Si,CR,0
4255,B12Fe78Si10,B-Fe-Si,AM,1
4256,B5Fe80Si15,B-Fe-Si,AM,1
4257,B7.5Fe77.5Si15,B-Fe-Si,AM,1
4258,B7.5Fe80Si12.5,B-Fe-Si,AM,1
4259,B10Fe72.5Si17.5,B-Fe-Si,AM,1
4260,B10Fe75Si15,B-Fe-Si,AM,1
4261,B10Fe77.5Si12.5,B-Fe-Si,AM,1
4262,B10Fe80Si10,B-Fe-Si,AM,1
4263,B12.5Fe70Si17.5,B-Fe-Si,AM,1
4264,B12.5Fe72.5Si15,B-Fe-Si,AM,1
4265,B12.5Fe75Si12.5,B-Fe-Si,AM,1
4266,B12.5Fe77.5Si10,B-Fe-Si,AM,1
4267,B12.5Fe80Si7.5,B-Fe-Si,AM,1
4268,B12.5Fe82.5Si5,B-Fe-Si,AM,1
4269,B15Fe67.5Si17.5,B-Fe-Si,AM,1
4270,B15Fe70Si15,B-Fe-Si,AM,1
4271,B15Fe72.5Si12.5,B-Fe-Si,AM,1
4272,B15Fe75Si10,B-Fe-Si,AM,1
4273,B15Fe77.5Si7.5,B-Fe-Si,AM,1
4274,B15Fe80Si5,B-Fe-Si,AM,1
4275,B17.5Fe67.5Si15,B-Fe-Si,AM,1
4276,B17.5Fe70Si12.5,B-Fe-Si,AM,1
4277,B17.5Fe72.5Si10,B-Fe-Si,AM,1
4278,B17.5Fe75Si7.5,B-Fe-Si,AM,1
4279,B17.5Fe77.5Si5,B-Fe-Si,AM,1
4280,B20Fe65Si15,B-Fe-Si,AM,1
4281,B20Fe67.5Si12.5,B-Fe-Si,AM,1
4282,B20Fe70Si10,B-Fe-Si,AM,1
4283,B20Fe72.5Si7.5,B-Fe-Si,AM,1
4284,B20Fe75Si5,B-Fe-Si,AM,1
4285,B20Fe77.5Si2.5,B-Fe-Si,AM,1
4286,B20Fe80Si0,B-Fe-Si,AM,1
4287,B22.5Fe67.5Si10,B-Fe-Si,AM,1
4288,B22.5Fe70Si7.5,B-Fe-Si,AM,1
4289,B22.5Fe72.5Si5,B-Fe-Si,AM,1
4290,B22.5Fe77.5Si0,B-Fe-Si,AM,1
4291,B81.5Fe12.5Si6,B-Fe-Si,AC,0
4292,B7.5Fe74.5Si18,B-Fe-Si,CR,0
4293,B7.5Fe82.5Si10,B-Fe-Si,CR,0
4294,B10Fe83.5Si6.5,B-Fe-Si,CR,0
4295,B15Fe75Si10,B-Fe-Si,AM,1
4296,B12Fe78Si10,B-Fe-Si,AM,1
4297,B0Fe75Si25,B-Fe-Si,AM,1
4298,B7Fe75Si18,B-Fe-Si,AM,1
4299,B8Fe80Si12,B-Fe-Si,AM,1
4300,B9Fe75Si16,B-Fe-Si,AM,1
4301,B10Fe80Si10,B-Fe-Si,AM,1
