,formula,chemsys_abc,gfa
1507,Al7Y93,Al-Y,0
1508,Al6Y94,Al-Y,0
1509,Al5Y95,Al-Y,0
1510,Al4Y96,Al-Y,0
1511,Al3Y97,Al-Y,0
1512,Al2Y98,Al-Y,0
1513,Al1Y99,Al-Y,0
1514,Al0Y100,Al-Y,0
1515,Al100Yb0,Al-Yb,0
1516,Al99Yb1,Al-Yb,0
1517,Al98Yb2,Al-Yb,0
1518,Al97Yb3,Al-Yb,0
1519,Al96Yb4,Al-Yb,0
1520,Al95Yb5,Al-Yb,0
1521,Al94Yb6,Al-Yb,0
1522,Al93Yb7,Al-Yb,0
1523,Al92Yb8,Al-Yb,0
1524,Al91Yb9,Al-Yb,1
1525,Al90Yb10,Al-Yb,1
1526,Al89Yb11,Al-Yb,1
1527,Al88Yb12,Al-Yb,1
1528,Al87Yb13,Al-Yb,1
1529,Al86Yb14,Al-Yb,0
1530,Al85Yb15,Al-Yb,0
1531,Al84Yb16,Al-Yb,0
1532,Al83Yb17,Al-Yb,0
1533,Al82Yb18,Al-Yb,0
1534,Al81Yb19,Al-Yb,0
1535,Al80Yb20,Al-Yb,0
1536,Al79Yb21,Al-Yb,0
1537,Al78Yb22,Al-Yb,0
1538,Al77Yb23,Al-Yb,0
1539,Al76Yb24,Al-Yb,0
1540,Al75Yb25,Al-Yb,0
1541,Al74Yb26,Al-Yb,0
1542,Al73Yb27,Al-Yb,0
1543,Al72Yb28,Al-Yb,0
1544,Al71Yb29,Al-Yb,0
1545,Al70Yb30,Al-Yb,0
1546,Al69Yb31,Al-Yb,0
1547,Al68Yb32,Al-Yb,0
1548,Al67Yb33,Al-Yb,0
1549,Al66Yb34,Al-Yb,0
1550,Al65Yb35,Al-Yb,0
1551,Al64Yb36,Al-Yb,0
1552,Al63Yb37,Al-Yb,0
1553,Al62Yb38,Al-Yb,0
1554,Al61Yb39,Al-Yb,0
1555,Al60Yb40,Al-Yb,0
1556,Al59Yb41,Al-Yb,0
1557,Al58Yb42,Al-Yb,0
1558,Al57Yb43,Al-Yb,0
1559,Al56Yb44,Al-Yb,0
1560,Al55Yb45,Al-Yb,0
1561,Al54Yb46,Al-Yb,0
1562,Al53Yb47,Al-Yb,0
1563,Al52Yb48,Al-Yb,0
1564,Al51Yb49,Al-Yb,0
1565,Al50Yb50,Al-Yb,0
1566,Al49Yb51,Al-Yb,0
1567,Al48Yb52,Al-Yb,0
1568,Al47Yb53,Al-Yb,0
1569,Al46Yb54,Al-Yb,0
1570,Al45Yb55,Al-Yb,0
1571,Al44Yb56,Al-Yb,0
1572,Al43Yb57,Al-Yb,0
1573,Al42Yb58,Al-Yb,0
1574,Al41Yb59,Al-Yb,0
1575,Al40Yb60,Al-Yb,0
1576,Al39Yb61,Al-Yb,0
1577,Al38Yb62,Al-Yb,0
1578,Al37Yb63,Al-Yb,0
1579,Al36Yb64,Al-Yb,0
1580,Al35Yb65,Al-Yb,0
1581,Al34Yb66,Al-Yb,0
1582,Al33Yb67,Al-Yb,0
1583,Al32Yb68,Al-Yb,0
1584,Al31Yb69,Al-Yb,0
1585,Al30Yb70,Al-Yb,0
1586,Al29Yb71,Al-Yb,0
1587,Al28Yb72,Al-Yb,0
1588,Al27Yb73,Al-Yb,0
1589,Al26Yb74,Al-Yb,0
1590,Al25Yb75,Al-Yb,0
1591,Al24Yb76,Al-Yb,0
1592,Al23Yb77,Al-Yb,0
1593,Al22Yb78,Al-Yb,0
1594,Al21Yb79,Al-Yb,0
1595,Al20Yb80,Al-Yb,0
1596,Al19Yb81,Al-Yb,0
1597,Al18Yb82,Al-Yb,0
1598,Al17Yb83,Al-Yb,0
1599,Al16Yb84,Al-Yb,0
1600,Al15Yb85,Al-Yb,0
1601,Al14Yb86,Al-Yb,0
1602,Al13Yb87,Al-Yb,0
1603,Al12Yb88,Al-Yb,0
1604,Al11Yb89,Al-Yb,0
1605,Al10Yb90,Al-Yb,0
1606,Al9Yb91,Al-Yb,0
1607,Al8Yb92,Al-Yb,0
1608,Al7Yb93,Al-Yb,0
1609,Al6Yb94,Al-Yb,0
1610,Al5Yb95,Al-Yb,0
1611,Al4Yb96,Al-Yb,0
1612,Al3Yb97,Al-Yb,0
1613,Al2Yb98,Al-Yb,0
1614,Al1Yb99,Al-Yb,0
1615,Al0Yb100,Al-Yb,0
1616,Al100Ti0,Al-Ti,0
1617,Al99Ti1,Al-Ti,0
1618,Al98Ti2,Al-Ti,0
1619,Al97Ti3,Al-Ti,0
1620,Al96Ti4,Al-Ti,0
1621,Al95Ti5,Al-Ti,0
1622,Al94Ti6,Al-Ti,0
1623,Al93Ti7,Al-Ti,0
1624,Al92Ti8,Al-Ti,0
1625,Al91Ti9,Al-Ti,0
1626,Al90Ti10,Al-Ti,0
1627,Al89Ti11,Al-Ti,0
1628,Al88Ti12,Al-Ti,0
1629,Al87Ti13,Al-Ti,0
1630,Al86Ti14,Al-Ti,0
1631,Al85Ti15,Al-Ti,0
1632,Al84Ti16,Al-Ti,0
1633,Al83Ti17,Al-Ti,0
1634,Al82Ti18,Al-Ti,0
1635,Al81Ti19,Al-Ti,0
1636,Al80Ti20,Al-Ti,0
1637,Al79Ti21,Al-Ti,0
1638,Al78Ti22,Al-Ti,0
1639,Al77Ti23,Al-Ti,0
1640,Al76Ti24,Al-Ti,0
1641,Al75Ti25,Al-Ti,0
1642,Al74Ti26,Al-Ti,0
1643,Al73Ti27,Al-Ti,0
1644,Al72Ti28,Al-Ti,0
1645,Al71Ti29,Al-Ti,0
1646,Al70Ti30,Al-Ti,0
1647,Al69Ti31,Al-Ti,0
1648,Al68Ti32,Al-Ti,0
1649,Al67Ti33,Al-Ti,0
1650,Al66Ti34,Al-Ti,1
1651,Al65Ti35,Al-Ti,1
1652,Al64Ti36,Al-Ti,1
1653,Al63Ti37,Al-Ti,1
1654,Al62Ti38,Al-Ti,1
1655,Al61Ti39,Al-Ti,1
1656,Al60Ti40,Al-Ti,1
1657,Al59Ti41,Al-Ti,1
1658,Al58Ti42,Al-Ti,1
1659,Al57Ti43,Al-Ti,1
1660,Al56Ti44,Al-Ti,1
1661,Al55Ti45,Al-Ti,1
1662,Al54Ti46,Al-Ti,1
1663,Al53Ti47,Al-Ti,1
1664,Al52Ti48,Al-Ti,1
1665,Al51Ti49,Al-Ti,1
1666,Al50Ti50,Al-Ti,1
1667,Al49Ti51,Al-Ti,1
1668,Al48Ti52,Al-Ti,1
1669,Al47Ti53,Al-Ti,1
1670,Al46Ti54,Al-Ti,1
1671,Al45Ti55,Al-Ti,0
1672,Al44Ti56,Al-Ti,0
1673,Al43Ti57,Al-Ti,0
1674,Al42Ti58,Al-Ti,0
1675,Al41Ti59,Al-Ti,0
1676,Al40Ti60,Al-Ti,0
1677,Al39Ti61,Al-Ti,0
1678,Al38Ti62,Al-Ti,0
1679,Al37Ti63,Al-Ti,0
1680,Al36Ti64,Al-Ti,0
1681,Al35Ti65,Al-Ti,0
1682,Al34Ti66,Al-Ti,0
1683,Al33Ti67,Al-Ti,0
1684,Al32Ti68,Al-Ti,0
1685,Al31Ti69,Al-Ti,0
1686,Al30Ti70,Al-Ti,0
1687,Al29Ti71,Al-Ti,0
1688,Al28Ti72,Al-Ti,0
1689,Al27Ti73,Al-Ti,0
1690,Al26Ti74,Al-Ti,0
1691,Al25Ti75,Al-Ti,0
1692,Al24Ti76,Al-Ti,0
1693,Al23Ti77,Al-Ti,0
1694,Al22Ti78,Al-Ti,0
1695,Al21Ti79,Al-Ti,0
1696,Al20Ti80,Al-Ti,0
1697,Al19Ti81,Al-Ti,0
1698,Al18Ti82,Al-Ti,0
1699,Al17Ti83,Al-Ti,0
1700,Al16Ti84,Al-Ti,0
1701,Al15Ti85,Al-Ti,0
1702,Al14Ti86,Al-Ti,0
1703,Al13Ti87,Al-Ti,0
1704,Al12Ti88,Al-Ti,0
1705,Al11Ti89,Al-Ti,0
1706,Al10Ti90,Al-Ti,0
1707,Al9Ti91,Al-Ti,0
1708,Al8Ti92,Al-Ti,0
1709,Al7Ti93,Al-Ti,0
1710,Al6Ti94,Al-Ti,0
1711,Al5Ti95,Al-Ti,0
1712,Al4Ti96,Al-Ti,0
1713,Al3Ti97,Al-Ti,0
1714,Al2Ti98,Al-Ti,0
1715,Al1Ti99,Al-Ti,0
1716,Al0Ti100,Al-Ti,0
1717,Al100U0,Al-U,0
1718,Al99U1,Al-U,0
1719,Al98U2,Al-U,0
1720,Al97U3,Al-U,0
1721,Al96U4,Al-U,0
1722,Al95U5,Al-U,0
1723,Al94U6,Al-U,0
1724,Al93U7,Al-U,0
1725,Al92U8,Al-U,1
1726,Al91U9,Al-U,1
1727,Al90U10,Al-U,1
1728,Al89U11,Al-U,0
1729,Al88U12,Al-U,0
1730,Al87U13,Al-U,0
1731,Al86U14,Al-U,0
1732,Al85U15,Al-U,0
1733,Al84U16,Al-U,0
1734,Al83U17,Al-U,0
1735,Al82U18,Al-U,0
1736,Al81U19,Al-U,0
1737,Al80U20,Al-U,0
1738,Al79U21,Al-U,0
1739,Al78U22,Al-U,0
1740,Al77U23,Al-U,0
1741,Al76U24,Al-U,0
1742,Al75U25,Al-U,0
1743,Al74U26,Al-U,0
1744,Al73U27,Al-U,0
1745,Al72U28,Al-U,0
1746,Al71U29,Al-U,0
1747,Al70U30,Al-U,0
1748,Al69U31,Al-U,0
1749,Al68U32,Al-U,0
1750,Al67U33,Al-U,0
1751,Al66U34,Al-U,0
1752,Al65U35,Al-U,0
1753,Al64U36,Al-U,0
1754,Al63U37,Al-U,0
1755,Al62U38,Al-U,0
1756,Al61U39,Al-U,0
1757,Al60U40,Al-U,0
1758,Al59U41,Al-U,0
1759,Al58U42,Al-U,0
1760,Al57U43,Al-U,0
1761,Al56U44,Al-U,0
1762,Al55U45,Al-U,0
1763,Al54U46,Al-U,0
1764,Al53U47,Al-U,0
1765,Al52U48,Al-U,0
1766,Al51U49,Al-U,0
1767,Al50U50,Al-U,0
1768,Al49U51,Al-U,0
1769,Al48U52,Al-U,0
1770,Al47U53,Al-U,0
1771,Al46U54,Al-U,0
1772,Al45U55,Al-U,0
1773,Al44U56,Al-U,0
1774,Al43U57,Al-U,0
1775,Al42U58,Al-U,0
1776,Al41U59,Al-U,0
1777,Al40U60,Al-U,0
1778,Al39U61,Al-U,0
1779,Al38U62,Al-U,0
1780,Al37U63,Al-U,0
1781,Al36U64,Al-U,0
1782,Al35U65,Al-U,0
1783,Al34U66,Al-U,0
1784,Al33U67,Al-U,0
1785,Al32U68,Al-U,0
1786,Al31U69,Al-U,0
1787,Al30U70,Al-U,0
1788,Al29U71,Al-U,0
1789,Al28U72,Al-U,0
1790,Al27U73,Al-U,0
1791,Al26U74,Al-U,0
1792,Al25U75,Al-U,0
1793,Al24U76,Al-U,0
1794,Al23U77,Al-U,0
1795,Al22U78,Al-U,0
1796,Al21U79,Al-U,0
1797,Al20U80,Al-U,0
1798,Al19U81,Al-U,0
1799,Al18U82,Al-U,0
1800,Al17U83,Al-U,0
1801,Al16U84,Al-U,0
1802,Al15U85,Al-U,0
1803,Al14U86,Al-U,0
1804,Al13U87,Al-U,0
1805,Al12U88,Al-U,0
1806,Al11U89,Al-U,0
1807,Al10U90,Al-U,0
1808,Al9U91,Al-U,0
1809,Al8U92,Al-U,0
1810,Al7U93,Al-U,0
1811,Al6U94,Al-U,0
1812,Al5U95,Al-U,0
1813,Al4U96,Al-U,0
1814,Al3U97,Al-U,0
1815,Al2U98,Al-U,0
1816,Al1U99,Al-U,0
1817,Al0U100,Al-U,0
1818,Al100Zr0,Al-Zr,0
1819,Al99Zr1,Al-Zr,0
1820,Al98Zr2,Al-Zr,0
1821,Al97Zr3,Al-Zr,0
1822,Al96Zr4,Al-Zr,0
1823,Al95Zr5,Al-Zr,0
1824,Al94Zr6,Al-Zr,0
1825,Al93Zr7,Al-Zr,0
1826,Al92Zr8,Al-Zr,0
1827,Al91Zr9,Al-Zr,0
1828,Al90Zr10,Al-Zr,0
1829,Al89Zr11,Al-Zr,0
1830,Al88Zr12,Al-Zr,0
1831,Al87Zr13,Al-Zr,0
1832,Al86Zr14,Al-Zr,0
1833,Al85Zr15,Al-Zr,0
1834,Al84Zr16,Al-Zr,0
1835,Al83Zr17,Al-Zr,0
1836,Al82Zr18,Al-Zr,0
1837,Al81Zr19,Al-Zr,0
1838,Al80Zr20,Al-Zr,0
1839,Al79Zr21,Al-Zr,0
1840,Al78Zr22,Al-Zr,0
1841,Al77Zr23,Al-Zr,0
1842,Al76Zr24,Al-Zr,0
1843,Al75Zr25,Al-Zr,0
1844,Al74Zr26,Al-Zr,0
1845,Al73Zr27,Al-Zr,0
1846,Al72Zr28,Al-Zr,0
1847,Al71Zr29,Al-Zr,0
1848,Al70Zr30,Al-Zr,0
1849,Al69Zr31,Al-Zr,0
1850,Al68Zr32,Al-Zr,0
1851,Al67Zr33,Al-Zr,0
1852,Al66Zr34,Al-Zr,0
1853,Al65Zr35,Al-Zr,0
1854,Al64Zr36,Al-Zr,0
1855,Al63Zr37,Al-Zr,0
1856,Al62Zr38,Al-Zr,0
1857,Al61Zr39,Al-Zr,0
1858,Al60Zr40,Al-Zr,0
1859,Al59Zr41,Al-Zr,0
1860,Al58Zr42,Al-Zr,0
1861,Al57Zr43,Al-Zr,0
1862,Al56Zr44,Al-Zr,0
1863,Al55Zr45,Al-Zr,1
1864,Al54Zr46,Al-Zr,1
1865,Al53Zr47,Al-Zr,1
1866,Al52Zr48,Al-Zr,1
1867,Al51Zr49,Al-Zr,1
1868,Al50Zr50,Al-Zr,1
1869,Al49Zr51,Al-Zr,1
1870,Al48Zr52,Al-Zr,1
1871,Al47Zr53,Al-Zr,1
1872,Al46Zr54,Al-Zr,0
1873,Al45Zr55,Al-Zr,0
1874,Al44Zr56,Al-Zr,0
1875,Al43Zr57,Al-Zr,0
1876,Al42Zr58,Al-Zr,0
1877,Al41Zr59,Al-Zr,0
1878,Al40Zr60,Al-Zr,0
1879,Al39Zr61,Al-Zr,0
1880,Al38Zr62,Al-Zr,0
1881,Al37Zr63,Al-Zr,0
1882,Al36Zr64,Al-Zr,0
1883,Al35Zr65,Al-Zr,0
1884,Al34Zr66,Al-Zr,0
1885,Al33Zr67,Al-Zr,0
1886,Al32Zr68,Al-Zr,0
1887,Al31Zr69,Al-Zr,0
1888,Al30Zr70,Al-Zr,0
1889,Al29Zr71,Al-Zr,0
1890,Al28Zr72,Al-Zr,0
1891,Al27Zr73,Al-Zr,0
1892,Al26Zr74,Al-Zr,0
1893,Al25Zr75,Al-Zr,0
1894,Al24Zr76,Al-Zr,0
1895,Al23Zr77,Al-Zr,0
1896,Al22Zr78,Al-Zr,0
1897,Al21Zr79,Al-Zr,0
1898,Al20Zr80,Al-Zr,0
1899,Al19Zr81,Al-Zr,0
1900,Al18Zr82,Al-Zr,0
1901,Al17Zr83,Al-Zr,0
1902,Al16Zr84,Al-Zr,0
1903,Al15Zr85,Al-Zr,0
1904,Al14Zr86,Al-Zr,0
1905,Al13Zr87,Al-Zr,0
1906,Al12Zr88,Al-Zr,0
1907,Al11Zr89,Al-Zr,0
1908,Al10Zr90,Al-Zr,0
1909,Al9Zr91,Al-Zr,0
1910,Al8Zr92,Al-Zr,0
1911,Al7Zr93,Al-Zr,0
1912,Al6Zr94,Al-Zr,0
1913,Al5Zr95,Al-Zr,0
1914,Al4Zr96,Al-Zr,0
1915,Al3Zr97,Al-Zr,0
1916,Al2Zr98,Al-Zr,0
1917,Al1Zr99,Al-Zr,0
1918,Al0Zr100,Al-Zr,0
1919,Al100Zr0,Al-Zr,0
1920,Al99Zr1,Al-Zr,0
1921,Al98Zr2,Al-Zr,0
1922,Al97Zr3,Al-Zr,0
1923,Al96Zr4,Al-Zr,0
1924,Al95Zr5,Al-Zr,0
1925,Al94Zr6,Al-Zr,0
1926,Al93Zr7,Al-Zr,0
1927,Al92Zr8,Al-Zr,0
1928,Al91Zr9,Al-Zr,0
1929,Al90Zr10,Al-Zr,0
1930,Al89Zr11,Al-Zr,0
1931,Al88Zr12,Al-Zr,0
1932,Al87Zr13,Al-Zr,0
1933,Al86Zr14,Al-Zr,0
1934,Al85Zr15,Al-Zr,0
1935,Al84Zr16,Al-Zr,0
1936,Al83Zr17,Al-Zr,0
1937,Al82Zr18,Al-Zr,0
1938,Al81Zr19,Al-Zr,0
1939,Al80Zr20,Al-Zr,0
1940,Al79Zr21,Al-Zr,0
1941,Al78Zr22,Al-Zr,0
1942,Al77Zr23,Al-Zr,0
1943,Al76Zr24,Al-Zr,0
1944,Al75Zr25,Al-Zr,0
1945,Al74Zr26,Al-Zr,0
1946,Al73Zr27,Al-Zr,0
1947,Al72Zr28,Al-Zr,0
1948,Al71Zr29,Al-Zr,0
1949,Al70Zr30,Al-Zr,0
1950,Al69Zr31,Al-Zr,0
1951,Al68Zr32,Al-Zr,0
1952,Al67Zr33,Al-Zr,0
1953,Al66Zr34,Al-Zr,0
1954,Al65Zr35,Al-Zr,0
1955,Al64Zr36,Al-Zr,0
1956,Al63Zr37,Al-Zr,0
1957,Al62Zr38,Al-Zr,0
1958,Al61Zr39,Al-Zr,0
1959,Al60Zr40,Al-Zr,0
1960,Al59Zr41,Al-Zr,0
1961,Al58Zr42,Al-Zr,0
1962,Al57Zr43,Al-Zr,0
1963,Al56Zr44,Al-Zr,0
1964,Al55Zr45,Al-Zr,0
1965,Al54Zr46,Al-Zr,0
1966,Al53Zr47,Al-Zr,0
1967,Al52Zr48,Al-Zr,0
1968,Al51Zr49,Al-Zr,0
1969,Al50Zr50,Al-Zr,0
1970,Al49Zr51,Al-Zr,0
1971,Al48Zr52,Al-Zr,0
1972,Al47Zr53,Al-Zr,0
1973,Al46Zr54,Al-Zr,0
1974,Al45Zr55,Al-Zr,0
1975,Al44Zr56,Al-Zr,0
1976,Al43Zr57,Al-Zr,0
1977,Al42Zr58,Al-Zr,0
1978,Al41Zr59,Al-Zr,0
1979,Al40Zr60,Al-Zr,0
1980,Al39Zr61,Al-Zr,0
1981,Al38Zr62,Al-Zr,0
1982,Al37Zr63,Al-Zr,1
1983,Al36Zr64,Al-Zr,1
1984,Al35Zr65,Al-Zr,1
1985,Al34Zr66,Al-Zr,1
1986,Al33Zr67,Al-Zr,1
1987,Al32Zr68,Al-Zr,1
1988,Al31Zr69,Al-Zr,1
1989,Al30Zr70,Al-Zr,1
1990,Al29Zr71,Al-Zr,1
1991,Al28Zr72,Al-Zr,1
1992,Al27Zr73,Al-Zr,1
1993,Al26Zr74,Al-Zr,1
1994,Al25Zr75,Al-Zr,0
1995,Al24Zr76,Al-Zr,0
1996,Al23Zr77,Al-Zr,0
1997,Al22Zr78,Al-Zr,0
1998,Al21Zr79,Al-Zr,0
1999,Al20Zr80,Al-Zr,0
2000,Al19Zr81,Al-Zr,0
2001,Al18Zr82,Al-Zr,0
2002,Al17Zr83,Al-Zr,0
2003,Al16Zr84,Al-Zr,0
2004,Al15Zr85,Al-Zr,0
2005,Al14Zr86,Al-Zr,0
2006,Al13Zr87,Al-Zr,0
2007,Al12Zr88,Al-Zr,0
2008,Al11Zr89,Al-Zr,0
2009,Al10Zr90,Al-Zr,0
2010,Al9Zr91,Al-Zr,0
2011,Al8Zr92,Al-Zr,0
2012,Al7Zr93,Al-Zr,0
2013,Al6Zr94,Al-Zr,0
2014,Al5Zr95,Al-Zr,0
2015,Al4Zr96,Al-Zr,0
2016,Al3Zr97,Al-Zr,0
2017,Al2Zr98,Al-Zr,0
2018,Al1Zr99,Al-Zr,0
2019,Al0Zr100,Al-Zr,0
2020,Be100Ti0,Be-Ti,0
2021,Be99Ti1,Be-Ti,0
2022,Be98Ti2,Be-Ti,0
2023,Be97Ti3,Be-Ti,0
2024,Be96Ti4,Be-Ti,0
2025,Be95Ti5,Be-Ti,0
2026,Be94Ti6,Be-Ti,0
2027,Be93Ti7,Be-Ti,0
2028,Be92Ti8,Be-Ti,0
2029,Be91Ti9,Be-Ti,0
2030,Be90Ti10,Be-Ti,0
2031,Be89Ti11,Be-Ti,0
2032,Be88Ti12,Be-Ti,0
2033,Be87Ti13,Be-Ti,0
2034,Be86Ti14,Be-Ti,0
2035,Be85Ti15,Be-Ti,0
2036,Be84Ti16,Be-Ti,0
2037,Be83Ti17,Be-Ti,0
2038,Be82Ti18,Be-Ti,0
2039,Be81Ti19,Be-Ti,0
2040,Be80Ti20,Be-Ti,0
2041,Be79Ti21,Be-Ti,0
2042,Be78Ti22,Be-Ti,0
2043,Be77Ti23,Be-Ti,0
2044,Be76Ti24,Be-Ti,0
2045,Be75Ti25,Be-Ti,0
2046,Be74Ti26,Be-Ti,0
2047,Be73Ti27,Be-Ti,0
2048,Be72Ti28,Be-Ti,0
2049,Be71Ti29,Be-Ti,0
2050,Be70Ti30,Be-Ti,0
2051,Be69Ti31,Be-Ti,0
2052,Be68Ti32,Be-Ti,0
2053,Be67Ti33,Be-Ti,0
2054,Be66Ti34,Be-Ti,0
2055,Be65Ti35,Be-Ti,0
2056,Be64Ti36,Be-Ti,0
2057,Be63Ti37,Be-Ti,0
2058,Be62Ti38,Be-Ti,0
2059,Be61Ti39,Be-Ti,0
2060,Be60Ti40,Be-Ti,0
2061,Be59Ti41,Be-Ti,0
2062,Be58Ti42,Be-Ti,0
2063,Be57Ti43,Be-Ti,0
2064,Be56Ti44,Be-Ti,0
2065,Be55Ti45,Be-Ti,0
2066,Be54Ti46,Be-Ti,0
2067,Be53Ti47,Be-Ti,0
2068,Be52Ti48,Be-Ti,0
2069,Be51Ti49,Be-Ti,0
2070,Be50Ti50,Be-Ti,0
2071,Be49Ti51,Be-Ti,0
2072,Be48Ti52,Be-Ti,0
2073,Be47Ti53,Be-Ti,0
2074,Be46Ti54,Be-Ti,0
2075,Be45Ti55,Be-Ti,0
2076,Be44Ti56,Be-Ti,0
2077,Be43Ti57,Be-Ti,0
2078,Be42Ti58,Be-Ti,0
2079,Be41Ti59,Be-Ti,1
2080,Be40Ti60,Be-Ti,1
2081,Be39Ti61,Be-Ti,1
2082,Be38Ti62,Be-Ti,1
2083,Be37Ti63,Be-Ti,1
2084,Be36Ti64,Be-Ti,0
2085,Be35Ti65,Be-Ti,0
2086,Be34Ti66,Be-Ti,0
2087,Be33Ti67,Be-Ti,0
2088,Be32Ti68,Be-Ti,0
2089,Be31Ti69,Be-Ti,0
2090,Be30Ti70,Be-Ti,0
2091,Be29Ti71,Be-Ti,0
2092,Be28Ti72,Be-Ti,0
2093,Be27Ti73,Be-Ti,0
2094,Be26Ti74,Be-Ti,0
2095,Be25Ti75,Be-Ti,0
2096,Be24Ti76,Be-Ti,0
2097,Be23Ti77,Be-Ti,0
2098,Be22Ti78,Be-Ti,0
2099,Be21Ti79,Be-Ti,0
2100,Be20Ti80,Be-Ti,0
2101,Be19Ti81,Be-Ti,0
2102,Be18Ti82,Be-Ti,0
2103,Be17Ti83,Be-Ti,0
2104,Be16Ti84,Be-Ti,0
2105,Be15Ti85,Be-Ti,0
2106,Be14Ti86,Be-Ti,0
2107,Be13Ti87,Be-Ti,0
2108,Be12Ti88,Be-Ti,0
2109,Be11Ti89,Be-Ti,0
2110,Be10Ti90,Be-Ti,0
2111,Be9Ti91,Be-Ti,0
2112,Be8Ti92,Be-Ti,0
2113,Be7Ti93,Be-Ti,0
2114,Be6Ti94,Be-Ti,0
2115,Be5Ti95,Be-Ti,0
2116,Be4Ti96,Be-Ti,0
2117,Be3Ti97,Be-Ti,0
2118,Be2Ti98,Be-Ti,0
2119,Be1Ti99,Be-Ti,0
2120,Be0Ti100,Be-Ti,0
2121,Be100Zr0,Be-Zr,0
2122,Be99Zr1,Be-Zr,0
2123,Be98Zr2,Be-Zr,0
2124,Be97Zr3,Be-Zr,0
2125,Be96Zr4,Be-Zr,0
2126,Be95Zr5,Be-Zr,0
2127,Be94Zr6,Be-Zr,0
2128,Be93Zr7,Be-Zr,0
2129,Be92Zr8,Be-Zr,0
2130,Be91Zr9,Be-Zr,0
2131,Be90Zr10,Be-Zr,0
2132,Be89Zr11,Be-Zr,0
2133,Be88Zr12,Be-Zr,0
2134,Be87Zr13,Be-Zr,0
2135,Be86Zr14,Be-Zr,0
2136,Be85Zr15,Be-Zr,0
2137,Be84Zr16,Be-Zr,0
2138,Be83Zr17,Be-Zr,0
2139,Be82Zr18,Be-Zr,0
2140,Be81Zr19,Be-Zr,0
2141,Be80Zr20,Be-Zr,0
2142,Be79Zr21,Be-Zr,0
2143,Be78Zr22,Be-Zr,0
2144,Be77Zr23,Be-Zr,0
2145,Be76Zr24,Be-Zr,0
2146,Be75Zr25,Be-Zr,0
2147,Be74Zr26,Be-Zr,0
2148,Be73Zr27,Be-Zr,0
2149,Be72Zr28,Be-Zr,0
2150,Be71Zr29,Be-Zr,0
2151,Be70Zr30,Be-Zr,0
2152,Be69Zr31,Be-Zr,0
2153,Be68Zr32,Be-Zr,0
2154,Be67Zr33,Be-Zr,0
2155,Be66Zr34,Be-Zr,0
2156,Be65Zr35,Be-Zr,0
2157,Be64Zr36,Be-Zr,0
2158,Be63Zr37,Be-Zr,0
2159,Be62Zr38,Be-Zr,0
2160,Be61Zr39,Be-Zr,0
2161,Be60Zr40,Be-Zr,0
2162,Be59Zr41,Be-Zr,0
2163,Be58Zr42,Be-Zr,0
2164,Be57Zr43,Be-Zr,0
2165,Be56Zr44,Be-Zr,0
2166,Be55Zr45,Be-Zr,0
2167,Be54Zr46,Be-Zr,0
2168,Be53Zr47,Be-Zr,0
2169,Be52Zr48,Be-Zr,0
2170,Be51Zr49,Be-Zr,0
2171,Be50Zr50,Be-Zr,1
2172,Be49Zr51,Be-Zr,1
2173,Be48Zr52,Be-Zr,1
2174,Be47Zr53,Be-Zr,1
2175,Be46Zr54,Be-Zr,1
2176,Be45Zr55,Be-Zr,1
2177,Be44Zr56,Be-Zr,1
2178,Be43Zr57,Be-Zr,1
2179,Be42Zr58,Be-Zr,1
2180,Be41Zr59,Be-Zr,1
2181,Be40Zr60,Be-Zr,1
2182,Be39Zr61,Be-Zr,1
2183,Be38Zr62,Be-Zr,1
2184,Be37Zr63,Be-Zr,1
2185,Be36Zr64,Be-Zr,1
2186,Be35Zr65,Be-Zr,1
2187,Be34Zr66,Be-Zr,1
2188,Be33Zr67,Be-Zr,1
2189,Be32Zr68,Be-Zr,1
2190,Be31Zr69,Be-Zr,1
2191,Be30Zr70,Be-Zr,1
2192,Be29Zr71,Be-Zr,0
2193,Be28Zr72,Be-Zr,0
2194,Be27Zr73,Be-Zr,0
2195,Be26Zr74,Be-Zr,0
2196,Be25Zr75,Be-Zr,0
2197,Be24Zr76,Be-Zr,0
2198,Be23Zr77,Be-Zr,0
2199,Be22Zr78,Be-Zr,0
2200,Be21Zr79,Be-Zr,0
2201,Be20Zr80,Be-Zr,0
2202,Be19Zr81,Be-Zr,0
2203,Be18Zr82,Be-Zr,0
2204,Be17Zr83,Be-Zr,0
2205,Be16Zr84,Be-Zr,0
2206,Be15Zr85,Be-Zr,0
2207,Be14Zr86,Be-Zr,0
2208,Be13Zr87,Be-Zr,0
2209,Be12Zr88,Be-Zr,0
2210,Be11Zr89,Be-Zr,0
2211,Be10Zr90,Be-Zr,0
2212,Be9Zr91,Be-Zr,0
2213,Be8Zr92,Be-Zr,0
2214,Be7Zr93,Be-Zr,0
2215,Be6Zr94,Be-Zr,0
2216,Be5Zr95,Be-Zr,0
2217,Be4Zr96,Be-Zr,0
2218,Be3Zr97,Be-Zr,0
2219,Be2Zr98,Be-Zr,0
2220,Be1Zr99,Be-Zr,0
2221,Be0Zr100,Be-Zr,0
2222,Co100Gd0,Co-Gd,0
2223,Co99Gd1,Co-Gd,0
2224,Co98Gd2,Co-Gd,0
2225,Co97Gd3,Co-Gd,0
2226,Co96Gd4,Co-Gd,0
