formula,phase,gfa
Al65La30Ni5,CR,0
Al70La15Ni15,CR,0
Al70La20Ni10,CR,0
Al70La25Ni5,CR,0
Al70La30Ni0,CR,0
Al75La15Ni10,CR,0
Al80La15Ni5,CR,0
Al80La20Ni0,CR,0
Al85La6Ni9,AM,1
Al88La7Ni5,AM,1
Al0La48Ni52,AM,1
Al0La80Ni20,AM,1
Al1La49Ni50,AM,1
Al1La81Ni18,AM,1
Al2La39Ni59,AM,1
Al2La40Ni58,AM,1
Al2La42Ni56,AM,1
Al2La44Ni54,AM,1
Al2La82Ni16,AM,1
Al3La83Ni14,AM,1
Al4La36Ni60,AM,1
Al5La83Ni12,AM,1
Al5La85Ni10,AM,1
Al6La30Ni64,AM,1
Al6La32Ni62,AM,1
Al6La86Ni8,AM,1
Al8La86Ni6,AM,1
Al9La27Ni64,AM,1
Al10La86Ni4,AM,1
Al11La27Ni62,AM,1
Al11La87Ni2,AM,1
Al13La87Ni0,AM,1
Al15La26Ni59,AM,1
Al17La24Ni59,AM,1
Al19La22Ni59,AM,1
Al21La20Ni59,AM,1
Al24La18Ni58,AM,1
Al26La18Ni56,AM,1
Al28La18Ni54,AM,1
Al30La18Ni52,AM,1
Al32La18Ni50,AM,1
Al34La18Ni48,AM,1
Al36La18Ni46,AM,1
Al38La18Ni44,AM,1
Al40La18Ni42,AM,1
Al42La18Ni40,AM,1
Al44La18Ni38,AM,1
Al46La18Ni36,AM,1
Al48La18Ni34,AM,1
Al50La18Ni32,AM,1
Al53La30Ni17,AM,1
Al53La32Ni15,AM,1
Al53La34Ni13,AM,1
Al53La36Ni11,AM,1
Al53La37Ni10,AM,1
Al54La16Ni30,AM,1
Al55La28Ni17,AM,1
Al55La37Ni8,AM,1
Al56La16Ni28,AM,1
Al56La40Ni4,AM,1
Al56La42Ni2,AM,1
Al57La26Ni17,AM,1
Al57La37Ni6,AM,1
Al57La43Ni0,AM,1
Al58La14Ni28,AM,1
Al59La24Ni17,AM,1
Al60La12Ni28,AM,1
Al61La22Ni17,AM,1
Al62La10Ni28,AM,1
Al63La20Ni17,AM,1
Al64La8Ni28,AM,1
Al65La18Ni17,AM,1
Al66La6Ni28,AM,1
Al67La16Ni17,AM,1
Al68La4Ni28,AM,1
Al69La14Ni17,AM,1
Al71La13Ni16,AM,1
Al72La2Ni26,AM,1
Al73La13Ni14,AM,1
Al74La2Ni24,AM,1
Al75La13Ni12,AM,1
Al76La2Ni22,AM,1
Al77La13Ni10,AM,1
Al78La2Ni20,AM,1
Al79La13Ni8,AM,1
Al80La2Ni18,AM,1
Al81La13Ni6,AM,1
Al82La2Ni16,AM,1
Al83La13Ni4,AM,1
Al84La2Ni14,AM,1
Al85La13Ni2,AM,1
Al86La2Ni12,AM,1
Al86La14Ni0,AM,1
Al87La5Ni8,AM,1
Al88La2Ni10,AM,1
Al88La6Ni6,AM,1
Al89La7Ni4,AM,1
Al90La8Ni2,AM,1
Al92La8Ni0,AM,1
Al25La55Ni20,AM,1
Al0La70Ni30,AM,1
Al10La60Ni30,AM,1
Al20La50Ni30,AM,1
Al30La40Ni30,AM,1
Al40La30Ni30,AM,1
Al25La55Ni20,AM,1
Al91La5Ni4,AM,1
Al91La5Ni4,AM,1
Al30La50Ni20,AM,1
Al10La40Ni50,AM,1
Al10La50Ni40,AM,1
Al10La60Ni30,AM,1
Al10La70Ni20,AM,1
Al20La30Ni50,AM,1
Al20La40Ni40,AM,1
Al20La50Ni30,AM,1
Al20La60Ni20,AM,1
Al20La70Ni10,AM,1
Al25La55Ni20,AM,1
Al30La30Ni40,AM,1
Al30La40Ni30,AM,1
Al30La50Ni20,AM,1
Al30La60Ni10,AM,1
Al40La30Ni30,AM,1
Al40La40Ni20,AM,1
Al40La50Ni10,AM,1
Al40La60Ni0,AM,1
Al50La20Ni30,AM,1
Al50La30Ni20,AM,1
Al10La30Ni60,AC,0
Al40La20Ni40,AC,0
Al50La40Ni10,AC,0
Al50La50Ni0,AC,0
Al60La20Ni20,AC,0
Al0La50Ni50,CR,0
Al0La60Ni40,CR,0
Al0La70Ni30,CR,0
Al60La30Ni10,CR,0
Al25La55Pt20,AM,1
Al25La55Zn20,AM,1
Al85La7.5Zr7.5,AM,1
Al42Mg44Pd14,QC,0
Al46Mg40Pd14,QC,0
Al48Mg22Pd30,QC,0
Al50Mg36Pd14,QC,0
Al52Mg18Pd30,QC,0
Al54Mg32Pd14,QC,0
Al53Mg21Pd26,AM,1
Al71Mg17Pd12,AM,1
Al50Mg25Pd25,AC,0
Al43Mg44Pd13,QC,0
Al52Mg17Pd31,QC,0
Al55Mg15Pd30,QC,0
Al74Mg5Pd21,QC,0
Al42Mg45Pd13,QC,0
Al26Mg18Ti56,AM,1
Al28Mg22Ti50,AM,1
Al28Mg27Ti45,AM,1
Al29Mg13Ti58,AM,1
Al33Mg6Ti61,AM,1
Al33Mg13Ti54,AM,1
Al37Mg10Ti53,AM,1
Al39Mg7Ti54,AM,1
Al40Mg12Ti48,AM,1
Al40Mg18Ti42,AM,1
Al44Mg7Ti49,AM,1
Al45Mg2Ti53,AM,1
Al46Mg0Ti54,AM,1
Al47Mg9Ti44,AM,1
Al50Mg15Ti35,AM,1
Al52Mg10Ti38,AM,1
Al53Mg15Ti32,AM,1
Al57Mg0Ti43,AM,1
Al57Mg7Ti36,AM,1
Al57Mg11Ti32,AM,1
Al60Mg11Ti29,AM,1
Al60Mg12Ti28,AM,1
Al62Mg0Ti38,AM,1
Al63Mg3Ti34,AM,1
Al66Mg0Ti34,AM,1
Al66Mg5Ti29,AM,1
Al68Mg0Ti32,AM,1
Al68Mg12Ti20,AM,1
Al21Mg27Ti52,AC,0
Al24Mg28Ti48,AC,0
Al27Mg30Ti43,AC,0
Al30Mg27Ti43,AC,0
Al36Mg0Ti64,AC,0
Al36Mg15Ti49,AC,0
Al37Mg20Ti43,AC,0
Al47Mg17Ti36,AC,0
Al55Mg18Ti27,AC,0
Al55Mg23Ti22,AC,0
Al60Mg13Ti27,AC,0
Al68Mg13Ti19,AC,0
Al70Mg3Ti27,AC,0
Al77Mg3Ti20,AC,0
Al84Mg0Ti16,AC,0
Al0Mg0Ti1,CR,0
Al0Mg52Ti48,CR,0
Al0Mg77Ti23,CR,0
Al0Mg83Ti17,CR,0
Al0Mg1Ti0,CR,0
Al5Mg60Ti35,CR,0
Al6Mg66Ti28,CR,0
Al9Mg41Ti50,CR,0
Al9Mg51Ti40,CR,0
Al11Mg22Ti67,CR,0
Al14Mg46Ti40,CR,0
Al15Mg31Ti54,CR,0
Al16Mg23Ti61,CR,0
Al19Mg46Ti35,CR,0
Al20Mg36Ti44,CR,0
Al20Mg39Ti41,CR,0
Al23Mg17Ti60,CR,0
Al50Mg22Ti28,CR,0
Al67Mg33Ti0,CR,0
Al85Mg15Ti0,CR,0
Al87Mg0Ti13,CR,0
Al1Mg0Ti0,CR,0
Al0Mg60Zn40,AM,1
Al0Mg65Zn35,AM,1
Al0Mg70Zn30,AM,1
Al0Mg75Zn25,AM,1
Al5Mg50Zn45,AM,1
Al5Mg60Zn35,AM,1
Al5Mg65Zn30,AM,1
Al5Mg70Zn25,AM,1
Al5Mg75Zn20,AM,1
Al10Mg65Zn25,AM,1
Al10Mg70Zn20,AM,1
Al10Mg75Zn15,AM,1
Al0Mg55Zn45,AC,0
Al0Mg80Zn20,AC,0
Al0Mg85Zn15,AC,0
Al5Mg80Zn15,AC,0
Al10Mg80Zn10,AC,0
Al15Mg70Zn15,AC,0
Al15Mg75Zn10,AC,0
Al15Mg80Zn5,AC,0
Al20Mg70Zn10,AC,0
Al10Mg40Zn50,QC,0
Al10Mg50Zn40,QC,0
Al10Mg60Zn30,QC,0
Al20Mg40Zn40,QC,0
Al20Mg50Zn30,QC,0
Al20Mg60Zn20,QC,0
Al30Mg40Zn30,QC,0
Al30Mg50Zn20,QC,0
Al40Mg40Zn20,QC,0
Al50Mg40Zn10,QC,0
Al0Mg90Zn10,CR,0
Al0Mg95Zn5,CR,0
Al5Mg85Zn10,CR,0
Al5Mg90Zn5,CR,0
Al10Mg85Zn5,CR,0
Al30Mg60Zn10,CR,0
Al40Mg50Zn10,CR,0
Al10Mg80Zn10,OT,0
Al12Mg53Zn35,QC,0
Al15Mg43Zn42,QC,0
Al15Mg45Zn40,QC,0
Al15Mg48Zn37,QC,0
Al15Mg50Zn35,QC,0
Al15Mg53Zn32,QC,0
Al15.4Mg48.7Zn35.9,QC,0
Al18Mg47Zn35,QC,0
Al20Mg40Zn40,QC,0
Al20Mg45Zn35,QC,0
Al20Mg50Zn30,QC,0
Al25Mg37Zn38,QC,0
Al28Mg37Zn35,QC,0
Al30Mg50Zn20,QC,0
Al37.5Mg37.5Zn25,QC,0
Al40Mg50Zn10,QC,0
Al50Mg38Zn12,QC,0
Al55Mg35Zn10,QC,0
Al0Mg38Zn62,OT,0
Al0Mg65Zn35,OT,0
Al5Mg60Zn35,OT,0
Al10Mg60Zn30,OT,0
Al10Mg70Zn20,OT,0
Al10Mg80Zn10,OT,0
Al20Mg60Zn20,OT,0
Al20Mg70Zn10,OT,0
Al30Mg60Zn10,OT,0
Al60Mg20Zn20,OT,0
Al70Mg20Zn10,OT,0
Al15Mg48Zn37,QC,0
Al86.5Mn1Ni12.5,AM,1
Al86.5Mn2Ni11.5,AM,1
Al87Mn1Ni12,AM,1
Al87Mn2Ni11,AM,1
Al87Mn2.5Ni10.5,AM,1
Al87.5Mn0.5Ni12,AM,1
Al88Mn1Ni11,AM,1
Al88Mn2Ni10,AM,1
Al82Mn6Ni12,AC,0
Al83Mn4Ni13,AC,0
Al84Mn4Ni12,AC,0
Al84Mn4Ni12,AC,0
Al84Mn6Ni10,AC,0
Al84Mn6Ni10,AC,0
Al85Mn2Ni13,AC,0
Al85Mn7Ni8,AC,0
Al86Mn0Ni14,AC,0
Al86Mn0Ni14,AC,0
Al86Mn4Ni10,AC,0
Al86Mn4Ni10,AC,0
Al86Mn6Ni8,AC,0
Al86Mn6Ni8,AC,0
Al86Mn8Ni6,AC,0
Al88Mn0Ni12,AC,0
Al88Mn0Ni12,AC,0
Al88Mn2Ni10,AC,0
Al88Mn2Ni10,AC,0
Al88Mn4Ni8,AC,0
Al88Mn4Ni8,AC,0
Al88Mn6Ni6,AC,0
Al88Mn6Ni6,AC,0
Al89Mn2Ni9,AC,0
Al90Mn0Ni10,AC,0
Al90Mn0Ni10,AC,0
Al90Mn2Ni8,AC,0
Al90Mn2Ni8,AC,0
Al90Mn4Ni6,AC,0
Al90Mn4Ni6,AC,0
Al90Mn6Ni4,AC,0
Al90Mn6Ni4,AC,0
Al92Mn0Ni8,AC,0
Al92Mn0Ni8,AC,0
Al92Mn2Ni6,AC,0
Al92Mn2Ni6,AC,0
Al92Mn4Ni4,AC,0
Al92Mn4Ni4,AC,0
Al92Mn6Ni2,AC,0
Al92Mn6Ni2,AC,0
Al94Mn2Ni4,AC,0
Al94Mn2Ni4,AC,0
Al94Mn4Ni2,AC,0
Al94Mn4Ni2,AC,0
Al94Mn0Ni6,CR,0
Al94Mn0Ni6,CR,0
Al94Mn6Ni0,CR,0
Al96Mn0Ni4,CR,0
Al96Mn0Ni4,CR,0
Al96Mn2Ni2,CR,0
Al96Mn2Ni2,CR,0
Al96Mn4Ni0,CR,0
Al96Mn4Ni0,CR,0
Al98Mn0Ni2,CR,0
Al98Mn0Ni2,CR,0
Al98Mn2Ni0,CR,0
Al98Mn2Ni0,CR,0
Al1Mn0Ni0,CR,0
Al80Mn6Ni14,OT,0
Al80Mn8Ni12,OT,0
Al82Mn4Ni14,OT,0
Al82Mn6Ni12,OT,0
Al82Mn8Ni10,OT,0
Al84Mn2Ni14,OT,0
Al84Mn8Ni8,OT,0
Al86Mn8Ni6,OT,0
Al88Mn8Ni4,OT,0
Al90Mn8Ni2,OT,0
Al92Mn8Ni0,OT,0
Al80Mn15Ni5,QC,0
Al45Mn20Si35,AM,1
Al50Mn15Si35,AM,1
Al50Mn20Si30,AM,1
Al55Mn10Si35,AM,1
Al55Mn15Si30,AM,1
Al55Mn20Si25,AM,1
Al60Mn10Si30,AM,1
Al60Mn15Si25,AM,1
Al65Mn10Si25,AM,1
Al65Mn15Si20,AM,1
Al40Mn25Si35,AC,0
Al45Mn15Si40,AC,0
Al50Mn25Si25,AC,0
Al60Mn5Si35,AC,0
Al70Mn5Si25,AC,0
Al60Mn20Si20,QC,0
Al65Mn20Si15,QC,0
Al60Mn10Si30,AM,1
Al66Mn14Si20,AM,1
Al60Mn20Si20,QC,0
Al76.6Mn17.4Si6,QC,0
Al78.6Mn17.4Si4,QC,0
Al66.6Mn17.4Si16,CR,0
Al68.6Mn17.4Si14,CR,0
Al70.6Mn17.4Si12,OT,0
Al72.5Mn17.4Si10.1,OT,0
Al74.6Mn17.4Si8,OT,0
Al53Mn20Si27,AM,1
Al15Mn15Zr70,AM,1
Al65Mo5Ni30,AM,1
Al70Mo5Ni25,AM,1
Al70Mo10Ni20,AM,1
Al75Mo5Ni20,AM,1
Al75Mo10Ni15,AM,1
Al80Mo5Ni15,AM,1
Al85Mo3Ni12,AM,1
Al85Mo5Ni10,AM,1
Al53Mo31Si16,AM,1
Al54Mo46Si0,AM,1
Al63Mo31Si6,AM,1
Al66Mo34Si0,AM,1
Al34Mo45Si21,AM,1
Al63Mo31Si6,AM,1
Al0Nb45Ni55,AM,1
Al0Nb50Ni50,AM,1
Al8Nb42Ni50,AM,1
Al16Nb34Ni50,AM,1
Al16Nb46Ni38,AM,1
Al0Nb20Ni80,AC,0
Al22Nb20Ni58,AC,0
Al25Nb20Ni55,AC,0
Al30Nb50Ni20,AC,0
Al43Nb35Ni22,AC,0
Al25Nb75Ni0,CR,0
Al32Nb33Ni35,CR,0
Al33Nb62Ni5,CR,0
Al35Nb65Ni0,CR,0
Al49Nb33Ni18,CR,0
Al24Nb11Ti65,AM,1
Al25Nb25Ti50,AM,1
Al28.5Nb23.9Ti47.6,AM,1
Al37.5Nb12.5Ti50,AM,1
Al65Nd15Ni20,AM,1
Al70Nd10Ni20,AM,1
Al70Nd15Ni15,AM,1
Al74Nd10Ni16,AM,1
Al75Nd10Ni15,AM,1
Al75Nd15Ni10,AM,1
Al79Nd10Ni11,AM,1
Al80Nd5Ni15,AM,1
Al80Nd10Ni10,AM,1
Al81Nd9Ni10,AM,1
Al83Nd7Ni10,AM,1
Al83Nd9Ni8,AM,1
Al84Nd10Ni6,AM,1
Al85Nd5Ni10,AM,1
Al85Nd7Ni8,AM,1
Al85Nd9Ni6,AM,1
Al85Nd10Ni5,AM,1
Al86Nd14Ni0,AM,1
Al87Nd5Ni8,AM,1
Al87Nd7Ni6,AM,1
Al88Nd10Ni2,AM,1
Al88Nd12Ni0,AM,1
Al90Nd5Ni5,AM,1
Al90Nd10Ni0,AM,1
Al92Nd8Ni0,AM,1
Al80Nd15Ni5,AC,0
Al65Nd20Ni15,CR,0
Al70Nd20Ni10,CR,0
Al75Nd5Ni20,CR,0
Al75Nd20Ni5,CR,0
Al94Nd6Ni0,CR,0
Al25Nd55Ni20,AM,1
Al80Nd2Ni18,AM,1
Al80Nd4Ni16,AM,1
Al80Nd8Ni12,AM,1
Al80Nd10Ni10,AM,1
Al80Nd12Ni8,AM,1
Al82Nd2Ni16,AM,1
Al82Nd4Ni14,AM,1
Al82Nd6Ni12,AM,1
Al82Nd8Ni10,AM,1
Al82Nd10Ni8,AM,1
Al84Nd1Ni15,AM,1
Al84Nd2Ni14,AM,1
Al84Nd4Ni12,AM,1
Al84Nd6Ni10,AM,1
Al84Nd8Ni8,AM,1
Al84Nd10Ni6,AM,1
Al84Nd12Ni4,AM,1
Al85Nd2Ni13,AM,1
Al86Nd1Ni13,AM,1
Al86Nd2Ni12,AM,1
Al86Nd4Ni10,AM,1
Al86Nd6Ni8,AM,1
Al86Nd8Ni6,AM,1
Al86Nd10Ni4,AM,1
Al88Nd1Ni11,AM,1
Al88Nd2Ni10,AM,1
Al88Nd4Ni8,AM,1
Al88Nd6Ni6,AM,1
Al88Nd8Ni4,AM,1
Al88Nd10Ni2,AM,1
Al88Nd12Ni0,AM,1
Al90Nd2Ni8,AM,1
Al90Nd3Ni7,AM,1
Al90Nd4Ni6,AM,1
Al90Nd6Ni4,AM,1
Al90Nd8Ni2,AM,1
Al90Nd10Ni0,AM,1
Al92Nd8Ni0,AM,1
Al86Nd14Ni0,AC,0
Al90Nd1Ni9,AC,0
Al92Nd2Ni6,AC,0
Al92Nd4Ni4,AC,0
Al92Nd6Ni2,AC,0
Al94Nd4Ni2,AC,0
Al94Nd6Ni0,AC,0
Al96Nd4Ni0,AC,0
Al98Nd2Ni0,AC,0
Al94Nd2Ni4,CR,0
Al96Nd2Ni2,CR,0
Al52Ni23Si25,AM,1
Al66Ni10Si24,AM,1
Al71Ni4Si25,AM,1
Al79Ni10Si11,AM,1
Al65Ni15Si20,AM,1
Al65Ni16Si19,AM,1
Al65Ni17.5Si17.5,AM,1
Al66.5Ni15Si18.5,AM,1
Al67.5Ni15Si17.5,AM,1
Al70Ni13Si17,AM,1
Al70Ni15Si15,AM,1
Al65Ni15Sm20,AM,1
Al70Ni10Sm20,AM,1
Al70Ni15Sm15,AM,1
Al70Ni20Sm10,AM,1
Al75Ni10Sm15,AM,1
Al75Ni15Sm10,AM,1
Al78Ni10Sm12,AM,1
Al80Ni5Sm15,AM,1
Al80Ni10Sm10,AM,1
Al80Ni15Sm5,AM,1
Al81Ni10Sm9,AM,1
Al83Ni8Sm9,AM,1
Al83Ni8Sm9,AM,1
Al83Ni10Sm7,AM,1
Al84Ni0Sm16,AM,1
Al85Ni5Sm10,AM,1
Al85Ni6Sm9,AM,1
Al85Ni8Sm7,AM,1
Al85Ni10Sm5,AM,1
Al86Ni0Sm14,AM,1
Al87Ni6Sm7,AM,1
Al87Ni8Sm5,AM,1
Al88Ni0Sm12,AM,1
Al89Ni1Sm10,AM,1
Al90Ni0Sm10,AM,1
Al90Ni5Sm5,AM,1
Al92Ni0Sm8,AM,1
Al75Ni5Sm20,AC,0
Al75Ni20Sm5,CR,0
Al82Ni0Sm18,CR,0
Al94Ni0Sm6,CR,0
Al25Ni20Sm55,AM,1
Al0Ni30Ti70,AM,1
Al0Ni33Ti67,AM,1
Al0Ni40Ti60,AM,1
Al10Ni30Ti60,AM,1
Al10Ni40Ti50,AM,1
Al20Ni20Ti60,AM,1
Al20Ni30Ti50,AM,1
Al20Ni40Ti40,AM,1
Al25Ni25Ti50,AM,1
Al25Ni35Ti40,AM,1
Al0Ni50Ti50,AC,0
Al0Ni55Ti45,AC,0
Al5Ni50Ti45,AC,0
Al10Ni45Ti45,AC,0
Al0Ni75Ti25,CR,0
Al10Ni70Ti20,CR,0
Al31Ni50Ti19,CR,0
Al40Ni50Ti10,CR,0
Al0Ni40Ti60,AM,1
Al10Ni36Ti54,AM,1
Al20Ni32Ti48,AM,1
Al30Ni28Ti42,AM,1
Al10Ni25Ti65,AM,1
Al10Ni25Ti65,AM,1
Al15Ni25Ti60,AM,1
Al94.1Ni0Ti5.9,CR,0
Al95.8Ni0.7Ti3.5,CR,0
Al97.1Ni0Ti2.9,CR,0
Al98.9Ni0Ti1.1,CR,0
Al88.5Ni8Ti3.5,CR,0
Al0Ni28Ti72,AM,1
Al0Ni38Ti62,AM,1
Al0Ni63Ti37,AM,1
Al0Ni68Ti32,AM,1
Al18Ni42Ti40,AM,1
Al23Ni35Ti42,AM,1
Al25Ni30Ti45,AM,1
Al26Ni44Ti30,AM,1
Al29Ni29Ti42,AM,1
Al29Ni52Ti19,AM,1
Al30Ni25Ti45,AM,1
Al35Ni7Ti58,AM,1
Al35Ni48Ti17,AM,1
Al36Ni19Ti45,AM,1
Al36Ni28Ti36,AM,1
Al38Ni30Ti32,AM,1
Al38Ni32Ti30,AM,1
Al40Ni37Ti23,AM,1
Al40Ni44Ti16,AM,1
Al42Ni14Ti44,AM,1
Al43Ni17Ti40,AM,1
Al43Ni35Ti22,AM,1
Al44Ni14Ti42,AM,1
Al45Ni7Ti48,AM,1
Al45Ni25Ti30,AM,1
Al45Ni42Ti13,AM,1
Al46Ni0Ti54,AM,1
Al47Ni37Ti16,AM,1
Al50Ni25Ti25,AM,1
Al51Ni7Ti42,AM,1
Al52Ni11Ti37,AM,1
Al53Ni25Ti22,AM,1
Al54Ni12Ti34,AM,1
Al57Ni0Ti43,AM,1
Al57Ni17Ti26,AM,1
Al59Ni0Ti41,AM,1
Al59Ni9Ti32,AM,1
Al60Ni30Ti10,AM,1
Al62Ni0Ti38,AM,1
Al63Ni14Ti23,AM,1
Al66Ni0Ti34,AM,1
Al67Ni10Ti23,AM,1
Al68Ni0Ti32,AM,1
Al70Ni17Ti13,AM,1
Al72Ni17Ti11,AM,1
Al0Ni72Ti28,AC,0
Al36Ni0Ti64,AC,0
Al54Ni41Ti5,AC,0
Al90Ni0Ti10,AC,0
Al0Ni0Ti1,CR,0
Al0Ni84Ti16,CR,0
Al0Ni1Ti0,CR,0
Al28Ni72Ti0,CR,0
Al41Ni54Ti5,CR,0
Al92Ni0Ti8,CR,0
Al1Ni0Ti0,CR,0
Al15Ni15Ti70,AM,1
Al20Ni20Ti60,AM,1
Al25Ni25Ti50,AM,1
Al40Ni10Ti50,AM,1
Al10Ni30Ti60,CR,0
Al10Ni40Ti50,CR,0
Al25Ni50Ti25,CR,0
Al30Ni10Ti60,CR,0
Al33Ni33Ti34,CR,0
Al50Ni30Y20,AM,1
Al55Ni25Y20,AM,1
Al60Ni20Y20,AM,1
Al60Ni25Y15,AM,1
Al65Ni20Y15,AM,1
Al70Ni20Y10,AM,1
Al75Ni10Y15,AM,1
Al80Ni10Y10,AM,1
Al80Ni15Y5,AM,1
Al82Ni5Y13,AM,1
Al82Ni8Y10,AM,1
Al85Ni0Y15,AM,1
Al85Ni5Y10,AM,1
Al85Ni10Y5,AM,1
Al86Ni0Y14,AM,1
Al87Ni0Y13,AM,1
Al87Ni3Y10,AM,1
Al87Ni5Y8,AM,1
Al87Ni10Y3,AM,1
Al88Ni0Y12,AM,1
Al89Ni0Y11,AM,1
Al90Ni0Y10,AM,1
Al90Ni5Y5,AM,1
Al91Ni0Y9,AM,1
Al92Ni0Y8,AM,1
Al80Ni5Y15,AC,0
Al90Ni5Y5,AC,0
Al70Ni10Y20,CR,0
Al86Ni0Y14,CR,0
Al90Ni10Y0,CR,0
Al92Ni0Y8,CR,0
Al60Ni20Y20,AM,1
Al65Ni20Y15,AM,1
Al70Ni15Y15,AM,1
Al75Ni10Y15,AM,1
Al75Ni15Y10,AM,1
Al78Ni15Y7,AM,1
Al80Ni10Y10,AM,1
Al80Ni15Y5,AM,1
Al85Ni5Y10,AM,1
Al85Ni10Y5,AM,1
Al87Ni5Y8,AM,1
Al88Ni0Y12,AM,1
Al88Ni10Y2,AM,1
Al90Ni0Y10,AM,1
Al90Ni5Y5,AM,1
Al65Ni15Y20,AC,0
Al80Ni5Y15,AC,0
Al70Ni10Y20,CR,0
Al70Ni20Y10,CR,0
Al75Ni5Y20,CR,0
Al75Ni20Y5,CR,0
Al86Ni0Y14,CR,0
Al92Ni0Y8,CR,0
Al87Ni5Y8,AM,1
Al88Ni9Y3,AM,1
Al85Ni5Y10,CR,0
Al85Ni7.5Y7.5,CR,0
Al88.5Ni8Y3.5,CR,0
Al25Ni20Y55,AM,1
Al85Ni5Y10,AM,1
Al85Ni10Y5,AM,1
Al60Ni30Zr10,AM,1
Al65Ni20Zr15,AM,1
Al70Ni20Zr10,AM,1
Al80Ni15Zr5,AM,1
Al82Ni13Zr5,AM,1
Al83Ni10Zr7,AM,1
Al84Ni10Zr6,AM,1
Al85Ni10Zr5,AM,1
Al86Ni9Zr5,AM,1
Al86Ni10Zr4,AM,1
Al87Ni10Zr3,AM,1
Al70Ni15Zr15,AC,0
Al70Ni25Zr5,AC,0
Al82Ni10Zr8,AC,0
Al83Ni15Zr2,AC,0
Al87.5Ni7.5Zr5,AC,0
Al88Ni10Zr2,AC,0
Al55Ni30Zr15,CR,0
Al60Ni20Zr20,CR,0
Al0Ni36Zr64,AM,1
Al5Ni34.2Zr60.8,AM,1
Al10Ni32.4Zr57.6,AM,1
Al15Ni30.6Zr54.4,AM,1
Al20Ni28.8Zr51.2,AM,1
Al25Ni27Zr48,AM,1
Al0Ni20Zr80,AM,1
Al0Ni30Zr70,AM,1
Al0Ni40Zr60,AM,1
Al0Ni50Zr50,AM,1
Al0Ni60Zr40,AM,1
Al0Ni65Zr35,AM,1
Al5Ni15Zr80,AM,1
Al5Ni20Zr75,AM,1
Al5Ni25Zr70,AM,1
Al5Ni30Zr65,AM,1
Al5Ni35Zr60,AM,1
Al5Ni40Zr55,AM,1
Al5Ni45Zr50,AM,1
Al5Ni50Zr45,AM,1
Al5Ni55Zr40,AM,1
Al5Ni60Zr35,AM,1
Al5Ni65Zr30,AM,1
Al10Ni10Zr80,AM,1
Al10Ni15Zr75,AM,1
Al10Ni20Zr70,AM,1
Al10Ni25Zr65,AM,1
Al10Ni30Zr60,AM,1
Al10Ni35Zr55,AM,1
Al10Ni40Zr50,AM,1
Al10Ni50Zr40,AM,1
Al10Ni55Zr35,AM,1
Al10Ni60Zr30,AM,1
Al15Ni5Zr80,AM,1
Al15Ni10Zr75,AM,1
Al15Ni15Zr70,AM,1
Al15Ni20Zr65,AM,1
Al15Ni25Zr60,AM,1
Al15Ni30Zr55,AM,1
Al15Ni35Zr50,AM,1
Al15Ni40Zr45,AM,1
Al15Ni45Zr40,AM,1
Al15Ni50Zr35,AM,1
Al15Ni55Zr30,AM,1
Al20Ni10Zr70,AM,1
Al20Ni15Zr65,AM,1
Al20Ni20Zr60,AM,1
Al20Ni25Zr55,AM,1
Al20Ni30Zr50,AM,1
Al20Ni35Zr45,AM,1
Al20Ni40Zr40,AM,1
Al20Ni45Zr35,AM,1
Al20Ni50Zr30,AM,1
Al25Ni5Zr70,AM,1
Al25Ni10Zr65,AM,1
Al25Ni15Zr60,AM,1
Al25Ni20Zr55,AM,1
Al25Ni25Zr50,AM,1
Al25Ni30Zr45,AM,1
Al25Ni35Zr40,AM,1
Al25Ni40Zr35,AM,1
Al25Ni45Zr30,AM,1
Al30Ni15Zr55,AM,1
Al30Ni20Zr50,AM,1
Al30Ni25Zr45,AM,1
Al30Ni30Zr40,AM,1
Al30Ni35Zr35,AM,1
Al30Ni40Zr30,AM,1
Al35Ni20Zr45,AM,1
Al35Ni35Zr30,AM,1
Al45Ni10Zr45,AM,1
Al60Ni20Zr20,AM,1
Al65Ni20Zr15,AM,1
Al70Ni20Zr10,AM,1
Al5Ni85Zr10,AC,0
Al70Ni15Zr15,AC,0
Al70Ni25Zr5,AC,0
Al5Ni10Zr85,CR,0
Al10Ni5Zr85,CR,0
Al10Ni70Zr20,CR,0
Al10Ni80Zr10,CR,0
Al20Ni0Zr80,CR,0
Al20Ni60Zr20,CR,0
Al20Ni70Zr10,CR,0
Al25Ni0Zr75,CR,0
Al30Ni0Zr70,CR,0
Al30Ni10Zr60,CR,0
Al30Ni50Zr20,CR,0
Al30Ni60Zr10,CR,0
Al35Ni5Zr60,CR,0
Al40Ni10Zr50,CR,0
Al40Ni20Zr40,CR,0
Al40Ni30Zr30,CR,0
Al40Ni40Zr20,CR,0
Al40Ni50Zr10,CR,0
Al50Ni10Zr40,CR,0
Al50Ni20Zr30,CR,0
Al50Ni30Zr20,CR,0
Al50Ni40Zr10,CR,0
Al60Ni10Zr30,CR,0
Al60Ni20Zr20,CR,0
Al70Ni10Zr20,CR,0
Al70Ni30Zr0,CR,0
Al80Ni10Zr10,CR,0
Al80Ni20Zr0,CR,0
Al90Ni5Zr5,CR,0
Al90Ni10Zr0,CR,0
Al0Ni36Zr64,AM,1
