formula,gfa
Nd78Al22,0
Nd78Fe22,0
Nd79Al21,0
Nd79Fe21,0
Nd8Al92,1
Nd8Fe92,0
Nd80Al20,0
Nd80Fe20,0
Nd81Al19,0
Nd81Fe19,0
Nd82Al18,0
Nd82Fe18,0
Nd83Al17,0
Nd83Fe17,0
Nd84Al16,0
Nd84Fe16,0
Nd85Al15,0
Nd85Fe15,0
Nd86Al14,0
Nd86Fe14,0
Nd87Al13,0
Nd87Fe13,0
Nd88Al12,0
Nd88Fe12,0
Nd89Al11,0
Nd89Fe11,0
Nd9Al91,1
Nd9Fe91,0
Nd90Al10,0
Nd90Fe10,0
Nd91Al9,0
Nd91Fe9,0
Nd92Al8,0
Nd92Fe8,0
Nd93Al7,0
Nd93Fe7,0
Nd94Al6,0
Nd94Fe6,0
Nd95Al5,0
Nd95Fe5,0
Nd96Al4,0
Nd96Fe4,0
Nd97Al3,0
Nd97Fe3,0
Nd98Al2,0
Nd98Fe2,0
Nd99Al1,0
Nd99Fe1,0
Ni1B99,0
Ni10B90,0
Ni100,0
Ni11B89,0
Ni12B88,0
Ni13B87,0
Ni14B86,0
Ni15B85,0
Ni16B84,0
Ni17B83,0
Ni18B82,0
Ni19B81,0
Ni2B98,0
Ni20B80,0
Ni21B79,0
Ni22B78,0
Ni23B77,0
Ni24B76,0
Ni25B75,0
Ni26B74,0
Ni27B73,0
Ni28B72,0
Ni29B71,0
Ni3B97,0
Ni30B70,0
Ni31B69,0
Ni32B68,0
Ni33B67,0
Ni34B66,0
Ni35B65,0
Ni36B64,0
Ni37B63,0
Ni38B62,0
Ni39B61,0
Ni4B96,0
Ni40B60,0
Ni41B59,0
Ni42B58,0
Ni43B57,0
Ni44B56,0
Ni45B55,0
Ni46B54,0
Ni47B53,0
Ni48B52,0
Ni49B51,0
Ni5B95,0
Ni50B50,0
Ni51B49,0
Ni52B48,0
Ni53B47,0
Ni54B46,0
Ni55B45,0
Ni56B44,0
Ni57B43,0
Ni58B42,0
Ni59B41,1
Ni6B94,0
Ni60B40,1
Ni61B39,1
Ni62B38,1
Ni63B37,1
Ni64B36,1
Ni65B35,1
Ni66B34,1
Ni67B33,1
Ni68B32,1
Ni69B31,1
Ni7B93,0
Ni70B30,1
Ni71B29,1
Ni72B28,1
Ni73B27,0
Ni74B26,0
Ni75B25,0
Ni76B24,0
Ni77B23,0
Ni78B22,0
Ni79B21,0
Ni8B92,0
Ni80B20,0
Ni81B19,0
Ni82B18,0
Ni83B17,0
Ni84B16,0
Ni85B15,0
Ni86B14,0
Ni87B13,0
Ni88B12,0
Ni89B11,0
Ni9B91,0
Ni90B10,0
Ni91B9,0
Ni92B8,0
Ni93B7,0
Ni94B6,0
Ni95B5,0
Ni96B4,0
Ni97B3,0
Ni98B2,0
Ni99B1,0
Pd100,0
Pr1Al99,0
Pr1Fe99,0
Pr10Al90,1
Pr10Fe90,0
Pr100,0
Pr11Al89,1
Pr11Fe89,0
Pr12Al88,0
Pr12Fe88,0
Pr13Al87,0
Pr13Fe87,0
Pr14Al86,0
Pr14Fe86,0
Pr15Al85,0
Pr15Fe85,0
Pr16Al84,0
Pr16Fe84,0
Pr17Al83,0
Pr17Fe83,0
Pr18Al82,0
Pr18Fe82,0
Pr19Al81,0
Pr19Fe81,0
Pr2Al98,0
Pr2Fe98,0
Pr20Al80,0
Pr20Fe80,0
Pr21Al79,0
Pr21Fe79,0
Pr22Al78,0
Pr22Fe78,0
Pr23Al77,0
Pr23Fe77,0
Pr24Al76,0
Pr24Fe76,0
Pr25Al75,0
Pr25Fe75,0
Pr26Al74,0
Pr26Fe74,0
Pr27Al73,0
Pr27Fe73,0
Pr28Al72,0
Pr28Fe72,0
Pr29Al71,0
Pr29Fe71,0
Pr3Al97,0
Pr3Fe97,0
Pr30Al70,0
Pr30Fe70,0
Pr31Al69,0
Pr31Fe69,0
Pr32Al68,0
Pr32Fe68,0
Pr33Al67,0
Pr33Fe67,0
Pr34Al66,0
Pr34Fe66,0
Pr35Al65,0
Pr35Fe65,0
Pr36Al64,0
Pr36Fe64,0
Pr37Al63,0
Pr37Fe63,0
Pr38Al62,0
Pr38Fe62,0
Pr39Al61,0
Pr39Fe61,0
Pr4Al96,0
Pr4Fe96,0
Pr40Al60,0
Pr40Fe60,0
Pr41Al59,0
Pr41Fe59,0
Pr42Al58,0
Pr42Fe58,0
Pr43Al57,0
Pr43Fe57,0
Pr44Al56,0
Pr44Fe56,0
Pr45Al55,0
Pr45Fe55,1
Pr46Al54,0
Pr46Fe54,1
Pr47Al53,0
Pr47Fe53,1
Pr48Al52,0
Pr48Fe52,1
Pr49Al51,0
Pr49Fe51,1
Pr5Al95,0
Pr5Fe95,0
Pr50Al50,0
Pr50Fe50,1
Pr51Al49,0
Pr51Fe49,1
Pr52Al48,0
Pr52Fe48,1
Pr53Al47,0
Pr53Fe47,1
Pr54Al46,0
Pr54Fe46,1
Pr55Al45,0
Pr55Fe45,1
Pr56Al44,0
Pr56Fe44,1
Pr57Al43,0
Pr57Fe43,1
Pr58Al42,0
Pr58Fe42,1
Pr59Al41,0
Pr59Fe41,1
Pr6Al94,0
Pr6Fe94,0
Pr60Al40,0
Pr60Fe40,1
Pr61Al39,0
Pr61Fe39,1
Pr62Al38,0
Pr62Fe38,1
Pr63Al37,0
Pr63Fe37,1
Pr64Al36,0
Pr64Fe36,1
Pr65Al35,0
Pr65Fe35,1
Pr66Al34,0
Pr66Fe34,1
Pr67Al33,0
Pr67Fe33,1
Pr68Al32,0
Pr68Fe32,1
Pr69Al31,0
Pr69Fe31,1
Pr7Al93,0
Pr7Fe93,0
Pr70Al30,0
Pr70Fe30,1
Pr71Al29,0
Pr71Fe29,1
Pr72Al28,0
Pr72Fe28,1
Pr73Al27,0
Pr73Fe27,1
Pr74Al26,0
Pr74Fe26,1
Pr75Al25,0
Pr75Fe25,1
Pr76Al24,0
Pr76Fe24,1
Pr77Al23,0
Pr77Fe23,1
Pr78Al22,0
Pr78Fe22,1
Pr79Al21,0
Pr79Fe21,1
Pr8Al92,0
Pr8Fe92,0
Pr80Al20,0
Pr80Fe20,1
Pr81Al19,0
Pr81Fe19,1
Pr82Al18,0
Pr82Fe18,1
Pr83Al17,0
Pr83Fe17,1
Pr84Al16,0
Pr84Fe16,1
Pr85Al15,0
Pr85Fe15,1
Pr86Al14,0
Pr86Fe14,1
Pr87Al13,0
Pr87Fe13,1
Pr88Al12,0
Pr88Fe12,1
Pr89Al11,0
Pr89Fe11,1
Pr9Al91,1
Pr9Fe91,0
Pr90Al10,0
Pr90Fe10,1
Pr91Al9,0
Pr91Fe9,0
Pr92Al8,0
Pr92Fe8,0
Pr93Al7,0
Pr93Fe7,0
Pr94Al6,0
Pr94Fe6,0
Pr95Al5,0
Pr95Fe5,0
Pr96Al4,0
Pr96Fe4,0
Pr97Al3,0
Pr97Fe3,0
Pr98Al2,0
Pr98Fe2,0
Pr99Al1,0
Pr99Fe1,0
Pt100,0
Rh100,0
Sm1Al99,0
Sm10Al90,1
Sm100,0
Sm11Al89,1
Sm12Al88,1
Sm13Al87,1
Sm14Al86,1
Sm15Al85,1
Sm16Al84,1
Sm17Al83,0
Sm18Al82,0
Sm19Al81,0
Sm2Al98,0
Sm20Al80,0
Sm21Al79,0
Sm22Al78,0
Sm23Al77,0
Sm24Al76,0
Sm25Al75,0
Sm26Al74,0
Sm27Al73,0
Sm28Al72,0
Sm29Al71,0
Sm3Al97,0
Sm30Al70,0
Sm31Al69,0
Sm32Al68,0
Sm33Al67,0
Sm34Al66,0
Sm35Al65,0
Sm36Al64,0
Sm37Al63,0
Sm38Al62,0
Sm39Al61,0
Sm4Al96,0
Sm40Al60,0
Sm41Al59,0
Sm42Al58,0
Sm43Al57,0
Sm44Al56,0
Sm45Al55,0
Sm46Al54,0
Sm47Al53,0
Sm48Al52,0
Sm49Al51,0
Sm5Al95,0
Sm50Al50,0
Sm51Al49,0
Sm52Al48,0
Sm53Al47,0
Sm54Al46,0
Sm55Al45,0
Sm56Al44,0
Sm57Al43,0
Sm58Al42,0
Sm59Al41,0
Sm6Al94,0
Sm60Al40,0
Sm61Al39,0
Sm62Al38,0
Sm63Al37,0
Sm64Al36,0
Sm65Al35,0
Sm66Al34,0
Sm67Al33,0
Sm68Al32,0
Sm69Al31,0
Sm7Al93,0
Sm70Al30,0
Sm71Al29,0
Sm72Al28,0
Sm73Al27,0
Sm74Al26,0
Sm75Al25,0
Sm76Al24,0
Sm77Al23,0
Sm78Al22,0
Sm79Al21,0
Sm8Al92,1
Sm80Al20,0
Sm81Al19,0
Sm82Al18,0
Sm83Al17,0
Sm84Al16,0
Sm85Al15,0
Sm86Al14,0
Sm87Al13,0
Sm88Al12,0
Sm89Al11,0
Sm9Al91,1
Sm90Al10,0
Sm91Al9,0
Sm92Al8,0
Sm93Al7,0
Sm94Al6,0
Sm95Al5,0
Sm96Al4,0
Sm97Al3,0
Sm98Al2,0
Sm99Al1,0
Ta1Cr99,0
Ta1Ni99,0
Ta10Cr90,1
Ta10Ni90,0
Ta100,0
Ta11Cr89,1
Ta11Ni89,0
Ta12Cr88,1
Ta12Ni88,0
Ta13Cr87,1
Ta13Ni87,0
Ta14Cr86,0
Ta14Ni86,0
Ta15Cr85,0
Ta15Ni85,0
Ta16Cr84,0
Ta16Ni84,0
Ta17Cr83,0
Ta17Ni83,0
Ta18Cr82,0
Ta18Ni82,0
Ta19Cr81,0
Ta19Ni81,0
Ta2Cr98,0
Ta2Ni98,0
Ta20Cr80,0
Ta20Ni80,0
Ta21Cr79,0
Ta21Ni79,0
Ta22Cr78,0
Ta22Ni78,0
Ta23Cr77,0
Ta23Ni77,0
Ta24Cr76,0
Ta24Ni76,0
Ta25Cr75,0
Ta25Ni75,0
Ta26Cr74,0
Ta26Ni74,0
Ta27Cr73,0
Ta27Ni73,0
Ta28Cr72,0
Ta28Ni72,0
Ta29Cr71,0
Ta29Ni71,0
Ta3Cr97,0
Ta3Ni97,0
Ta30Cr70,0
Ta30Ni70,1
Ta31Cr69,0
Ta31Ni69,1
Ta32Cr68,0
Ta32Ni68,1
Ta33Cr67,0
Ta33Ni67,1
Ta34Cr66,0
Ta34Ni66,1
Ta35Cr65,0
Ta35Ni65,1
Ta36Cr64,0
Ta36Ni64,1
Ta37Cr63,0
Ta37Ni63,1
Ta38Cr62,0
Ta38Ni62,1
Ta39Cr61,0
Ta39Ni61,1
Ta4Cr96,0
Ta4Ni96,0
Ta40Cr60,0
Ta40Ni60,1
Ta41Cr59,0
Ta41Ni59,1
Ta42Cr58,0
Ta42Ni58,1
Ta43Cr57,0
Ta43Ni57,1
Ta44Cr56,0
Ta44Ni56,1
Ta45Cr55,0
Ta45Ni55,1
Ta46Cr54,0
Ta46Ni54,1
Ta47Cr53,0
Ta47Ni53,1
Ta48Cr52,0
Ta48Ni52,1
Ta49Cr51,0
Ta49Ni51,1
Ta5Cr95,0
Ta5Ni95,0
Ta50Cr50,0
Ta50Ni50,1
Ta51Cr49,0
Ta51Ni49,0
Ta52Cr48,0
Ta52Ni48,0
Ta53Cr47,0
Ta53Ni47,0
Ta54Cr46,0
Ta54Ni46,0
Ta55Cr45,0
Ta55Ni45,0
Ta56Cr44,0
Ta56Ni44,0
Ta57Cr43,0
Ta57Ni43,0
Ta58Cr42,0
Ta58Ni42,0
Ta59Cr41,0
Ta59Ni41,0
Ta6Cr94,0
Ta6Ni94,0
Ta60Cr40,0
Ta60Ni40,0
Ta61Cr39,0
Ta61Ni39,0
Ta62Cr38,0
Ta62Ni38,0
Ta63Cr37,0
Ta63Ni37,0
Ta64Cr36,0
Ta64Ni36,0
Ta65Cr35,0
Ta65Ni35,0
Ta66Cr34,0
Ta66Ni34,0
Ta67Cr33,0
Ta67Ni33,0
Ta68Cr32,0
Ta68Ni32,0
Ta69Cr31,0
Ta69Ni31,0
Ta7Cr93,1
Ta7Ni93,0
Ta70Cr30,0
Ta70Ni30,0
Ta71Cr29,0
Ta71Ni29,0
Ta72Cr28,0
Ta72Ni28,0
Ta73Cr27,0
Ta73Ni27,0
Ta74Cr26,0
Ta74Ni26,0
Ta75Cr25,0
Ta75Ni25,0
Ta76Cr24,0
Ta76Ni24,0
Ta77Cr23,0
Ta77Ni23,0
Ta78Cr22,0
Ta78Ni22,0
Ta79Cr21,0
Ta79Ni21,0
Ta8Cr92,1
Ta8Ni92,0
Ta80Cr20,0
Ta80Ni20,0
Ta81Cr19,0
Ta81Ni19,0
Ta82Cr18,0
Ta82Ni18,0
Ta83Cr17,0
Ta83Ni17,0
Ta84Cr16,0
Ta84Ni16,0
Ta85Cr15,0
Ta85Ni15,0
Ta86Cr14,0
Ta86Ni14,0
Ta87Cr13,0
Ta87Ni13,0
Ta88Cr12,0
Ta88Ni12,0
Ta89Cr11,0
Ta89Ni11,0
Ta9Cr91,1
Ta9Ni91,0
Ta90Cr10,0
Ta90Ni10,0
Ta91Cr9,0
Ta91Ni9,0
Ta92Cr8,0
Ta92Ni8,0
Ta93Cr7,0
Ta93Ni7,0
Ta94Cr6,0
Ta94Ni6,0
Ta95Cr5,0
Ta95Ni5,0
Ta96Cr4,0
Ta96Ni4,0
Ta97Cr3,0
Ta97Ni3,0
Ta98Cr2,0
Ta98Ni2,0
Ta99Cr1,0
Ta99Ni1,0
Tb1Al99,0
Tb1Co99,0
Tb10Al90,1
Tb10Co90,0
Tb100,0
Tb11Al89,1
Tb11Co89,0
Tb12Al88,1
Tb12Co88,0
Tb13Al87,1
Tb13Co87,0
Tb14Al86,1
Tb14Co86,0
Tb15Al85,0
Tb15Co85,0
Tb16Al84,0
Tb16Co84,0
Tb17Al83,0
Tb17Co83,0
Tb18Al82,0
Tb18Co82,0
Tb19Al81,0
Tb19Co81,0
Tb2Al98,0
Tb2Co98,0
Tb20Al80,0
Tb20Co80,0
Tb21Al79,0
Tb21Co79,0
Tb22Al78,0
Tb22Co78,0
Tb23Al77,0
Tb23Co77,0
Tb24Al76,0
Tb24Co76,0
Tb25Al75,0
Tb25Co75,0
Tb26Al74,0
Tb26Co74,0
Tb27Al73,0
Tb27Co73,0
Tb28Al72,0
Tb28Co72,0
Tb29Al71,0
Tb29Co71,0
Tb3Al97,0
Tb3Co97,0
Tb30Al70,0
Tb30Co70,0
Tb31Al69,0
Tb31Co69,0
Tb32Al68,0
Tb32Co68,0
Tb33Al67,0
Tb33Co67,0
Tb34Al66,0
Tb34Co66,0
Tb35Al65,0
Tb35Co65,0
Tb36Al64,0
Tb36Co64,0
Tb37Al63,0
Tb37Co63,0
Tb38Al62,0
Tb38Co62,0
Tb39Al61,0
Tb39Co61,0
Tb4Al96,0
Tb4Co96,0
Tb40Al60,0
Tb40Co60,0
Tb41Al59,0
Tb41Co59,0
Tb42Al58,0
Tb42Co58,0
Tb43Al57,0
Tb43Co57,0
Tb44Al56,0
Tb44Co56,0
Tb45Al55,0
Tb45Co55,1
Tb46Al54,0
Tb46Co54,1
Tb47Al53,0
Tb47Co53,1
Tb48Al52,0
Tb48Co52,1
Tb49Al51,0
Tb49Co51,1
Tb5Al95,0
Tb5Co95,0
Tb50Al50,0
Tb50Co50,1
Tb51Al49,0
Tb51Co49,1
Tb52Al48,0
Tb52Co48,1
Tb53Al47,0
Tb53Co47,1
Tb54Al46,0
Tb54Co46,1
Tb55Al45,0
Tb55Co45,1
Tb56Al44,0
Tb56Co44,1
Tb57Al43,0
Tb57Co43,1
Tb58Al42,0
Tb58Co42,1
Tb59Al41,0
Tb59Co41,1
Tb6Al94,0
Tb6Co94,0
Tb60Al40,0
Tb60Co40,1
Tb61Al39,0
Tb61Co39,1
Tb62Al38,0
Tb62Co38,1
Tb63Al37,0
Tb63Co37,1
Tb64Al36,0
Tb64Co36,1
Tb65Al35,0
Tb65Co35,1
Tb66Al34,0
Tb66Co34,0
Tb67Al33,0
Tb67Co33,0
Tb68Al32,0
Tb68Co32,0
Tb69Al31,0
Tb69Co31,0
Tb7Al93,0
Tb7Co93,0
Tb70Al30,0
Tb70Co30,0
Tb71Al29,0
Tb71Co29,0
Tb72Al28,0
Tb72Co28,0
Tb73Al27,0
Tb73Co27,0
Tb74Al26,0
Tb74Co26,0
Tb75Al25,0
Tb75Co25,0
Tb76Al24,0
Tb76Co24,0
Tb77Al23,0
Tb77Co23,0
Tb78Al22,0
Tb78Co22,0
Tb79Al21,0
Tb79Co21,0
Tb8Al92,0
Tb8Co92,0
Tb80Al20,0
Tb80Co20,0
Tb81Al19,0
Tb81Co19,0
Tb82Al18,0
Tb82Co18,0
Tb83Al17,0
Tb83Co17,0
Tb84Al16,0
Tb84Co16,0
Tb85Al15,0
Tb85Co15,0
Tb86Al14,0
Tb86Co14,0
Tb87Al13,0
Tb87Co13,0
Tb88Al12,0
Tb88Co12,0
Tb89Al11,0
Tb89Co11,0
Tb9Al91,1
Tb9Co91,0
Tb90Al10,0
Tb90Co10,0
Tb91Al9,0
Tb91Co9,0
Tb92Al8,0
Tb92Co8,0
Tb93Al7,0
Tb93Co7,0
Tb94Al6,0
Tb94Co6,0
Tb95Al5,0
Tb95Co5,0
Tb96Al4,0
Tb96Co4,0
Tb97Al3,0
Tb97Co3,0
Tb98Al2,0
Tb98Co2,0
Tb99Al1,0
Tb99Co1,0
Te100,0
Ti1Al99,0
Ti1Be99,0
Ti1Cu99,0
Ti10Al90,0
Ti10Be90,0
Ti10Cu90,0
Ti100,0
Ti11Al89,0
Ti11Be89,0
Ti11Cu89,0
Ti12Al88,0
Ti12Be88,0
Ti12Cu88,0
Ti13Al87,0
Ti13Be87,0
Ti13Cu87,0
Ti14Al86,0
Ti14Be86,0
Ti14Cu86,0
Ti15Al85,0
Ti15Be85,0
Ti15Cu85,0
Ti16Al84,0
Ti16Be84,0
Ti16Cu84,0
Ti17Al83,0
Ti17Be83,0
Ti17Cu83,0
Ti18Al82,0
Ti18Be82,0
Ti18Cu82,0
Ti19Al81,0
Ti19Be81,0
Ti19Cu81,0
Ti2Al98,0
Ti2Be98,0
Ti2Cu98,0
Ti20Al80,0
Ti20Be80,0
Ti20Cu80,0
Ti21Al79,0
Ti21Be79,0
Ti21Cu79,0
Ti22Al78,0
Ti22Be78,0
Ti22Cu78,0
Ti23Al77,0
Ti23Be77,0
Ti23Cu77,0
Ti24Al76,0
Ti24Be76,0
Ti24Cu76,0
Ti25Al75,0
Ti25Be75,0
Ti25Cu75,1
Ti26Al74,0
Ti26Be74,0
Ti26Cu74,1
Ti27Al73,0
Ti27Be73,0
Ti27Cu73,1
Ti28Al72,0
Ti28Be72,0
Ti28Cu72,1
Ti29Al71,0
Ti29Be71,0
Ti29Cu71,1
Ti3Al97,0
Ti3Be97,0
Ti3Cu97,0
Ti30Al70,0
Ti30Be70,0
Ti30Cu70,1
Ti31Al69,0
Ti31Be69,0
Ti31Cu69,1
Ti32Al68,0
Ti32Be68,0
Ti32Cu68,1
Ti33Al67,0
Ti33Be67,0
Ti33Cu67,1
Ti34Al66,1
Ti34Be66,0
Ti34Cu66,1
Ti35Al65,1
Ti35Be65,0
Ti35Cu65,1
Ti36Al64,1
Ti36Be64,0
Ti36Cu64,1
Ti37Al63,1
Ti37Be63,0
Ti37Cu63,1
Ti38Al62,1
Ti38Be62,0
Ti38Cu62,1
Ti39Al61,1
Ti39Be61,0
Ti39Cu61,1
Ti4Al96,0
Ti4Be96,0
Ti4Cu96,0
Ti40Al60,1
Ti40Be60,0
Ti40Cu60,1
Ti41Al59,1
Ti41Be59,0
Ti41Cu59,1
Ti42Al58,1
Ti42Be58,0
Ti42Cu58,1
Ti43Al57,1
Ti43Be57,0
Ti43Cu57,1
Ti44Al56,1
Ti44Be56,0
Ti44Cu56,1
Ti45Al55,1
Ti45Be55,0
Ti45Cu55,1
Ti46Al54,1
Ti46Be54,0
Ti46Cu54,1
Ti47Al53,1
Ti47Be53,0
Ti47Cu53,1
Ti48Al52,1
Ti48Be52,0
Ti48Cu52,1
Ti49Al51,1
Ti49Be51,0
Ti49Cu51,1
Ti5Al95,0
Ti5Be95,0
Ti5Cu95,0
Ti50Al50,1
Ti50Be50,0
Ti50Cu50,1
Ti51Al49,1
Ti51Be49,0
Ti51Cu49,1
Ti52Al48,1
Ti52Be48,0
Ti52Cu48,1
Ti53Al47,1
Ti53Be47,0
Ti53Cu47,1
Ti54Al46,1
Ti54Be46,0
Ti54Cu46,1
Ti55Al45,0
Ti55Be45,0
Ti55Cu45,1
Ti56Al44,0
Ti56Be44,0
Ti56Cu44,1
Ti57Al43,0
Ti57Be43,0
Ti57Cu43,1
Ti58Al42,0
Ti58Be42,0
Ti58Cu42,1
Ti59Al41,0
Ti59Be41,1
Ti59Cu41,1
Ti6Al94,0
Ti6Be94,0
Ti6Cu94,0
Ti60Al40,0
Ti60Be40,1
Ti60Cu40,1
Ti61Al39,0
Ti61Be39,1
Ti61Cu39,1
Ti62Al38,0
Ti62Be38,1
Ti62Cu38,1
Ti63Al37,0
Ti63Be37,1
Ti63Cu37,1
Ti64Al36,0
Ti64Be36,0
Ti64Cu36,1
Ti65Al35,0
Ti65Be35,0
Ti65Cu35,1
Ti66Al34,0
Ti66Be34,0
Ti66Cu34,0
Ti67Al33,0
Ti67Be33,0
Ti67Cu33,0
Ti68Al32,0
Ti68Be32,0
Ti68Cu32,0
Ti69Al31,0
Ti69Be31,0
Ti69Cu31,0
Ti7Al93,0
Ti7Be93,0
Ti7Cu93,0
Ti70Al30,0
Ti70Be30,0
Ti70Cu30,0
Ti71Al29,0
Ti71Be29,0
Ti71Cu29,0
Ti72Al28,0
Ti72Be28,0
Ti72Cu28,0
Ti73Al27,0
Ti73Be27,0
Ti73Cu27,0
Ti74Al26,0
Ti74Be26,0
Ti74Cu26,0
Ti75Al25,0
Ti75Be25,0
Ti75Cu25,0
Ti76Al24,0
Ti76Be24,0
Ti76Cu24,0
Ti77Al23,0
Ti77Be23,0
Ti77Cu23,0
Ti78Al22,0
Ti78Be22,0
Ti78Cu22,0
Ti79Al21,0
Ti79Be21,0
Ti79Cu21,0
Ti8Al92,0
Ti8Be92,0
Ti8Cu92,0
Ti80Al20,0
Ti80Be20,0
Ti80Cu20,0
Ti81Al19,0
Ti81Be19,0
Ti81Cu19,0
Ti82Al18,0
Ti82Be18,0
Ti82Cu18,0
Ti83Al17,0
Ti83Be17,0
Ti83Cu17,0
Ti84Al16,0
Ti84Be16,0
Ti84Cu16,0
Ti85Al15,0
Ti85Be15,0
Ti85Cu15,0
Ti86Al14,0
Ti86Be14,0
Ti86Cu14,0
Ti87Al13,0
Ti87Be13,0
Ti87Cu13,0
Ti88Al12,0
Ti88Be12,0
Ti88Cu12,0
Ti89Al11,0
Ti89Be11,0
Ti89Cu11,0
Ti9Al91,0
Ti9Be91,0
Ti9Cu91,0
Ti90Al10,0
Ti90Be10,0
Ti90Cu10,0
Ti91Al9,0
Ti91Be9,0
Ti91Cu9,0
Ti92Al8,0
Ti92Be8,0
Ti92Cu8,0
Ti93Al7,0
Ti93Be7,0
Ti93Cu7,0
Ti94Al6,0
Ti94Be6,0
Ti94Cu6,0
Ti95Al5,0
Ti95Be5,0
Ti95Cu5,0
Ti96Al4,0
Ti96Be4,0
Ti96Cu4,0
Ti97Al3,0
Ti97Be3,0
Ti97Cu3,0
Ti98Al2,0
Ti98Be2,0
Ti98Cu2,0
Ti99Al1,0
Ti99Be1,0
Ti99Cu1,0
U1Al99,0
U10Al90,1
U100,0
U11Al89,0
U12Al88,0
U13Al87,0
U14Al86,0
U15Al85,0
U16Al84,0
U17Al83,0
U18Al82,0
U19Al81,0
U2Al98,0
U20Al80,0
U21Al79,0
U22Al78,0
U23Al77,0
U24Al76,0
U25Al75,0
U26Al74,0
U27Al73,0
U28Al72,0
U29Al71,0
U3Al97,0
U30Al70,0
U31Al69,0
U32Al68,0
U33Al67,0
U34Al66,0
U35Al65,0
U36Al64,0
U37Al63,0
U38Al62,0
U39Al61,0
U4Al96,0
U40Al60,0
U41Al59,0
U42Al58,0
U43Al57,0
U44Al56,0
U45Al55,0
U46Al54,0
U47Al53,0
U48Al52,0
U49Al51,0
U5Al95,0
U50Al50,0
U51Al49,0
U52Al48,0
U53Al47,0
U54Al46,0
U55Al45,0
U56Al44,0
U57Al43,0
U58Al42,0
U59Al41,0
U6Al94,0
U60Al40,0
U61Al39,0
U62Al38,0
U63Al37,0
U64Al36,0
U65Al35,0
U66Al34,0
U67Al33,0
U68Al32,0
U69Al31,0
U7Al93,0
U70Al30,0
U71Al29,0
U72Al28,0
U73Al27,0
U74Al26,0
U75Al25,0
U76Al24,0
U77Al23,0
U78Al22,0
U79Al21,0
U8Al92,1
U80Al20,0
U81Al19,0
U82Al18,0
U83Al17,0
U84Al16,0
U85Al15,0
U86Al14,0
U87Al13,0
U88Al12,0
U89Al11,0
U9Al91,1
U90Al10,0
U91Al9,0
U92Al8,0
U93Al7,0
U94Al6,0
U95Al5,0
U96Al4,0
U97Al3,0
U98Al2,0
U99Al1,0
Y1Al99,0
Y1Fe99,0
Y1Mg99,0
Y10Al90,1
Y10Fe90,0
Y10Mg90,0
Y100,0
Y11Al89,1
Y11Fe89,0
Y11Mg89,0
Y12Al88,1
Y12Fe88,0
Y12Mg88,0
Y13Al87,1
Y13Fe87,0
Y13Mg87,0
Y14Al86,1
Y14Fe86,0
Y14Mg86,0
Y15Al85,1
Y15Fe85,0
Y15Mg85,1
Y16Al84,0
Y16Fe84,0
Y16Mg84,1
Y17Al83,0
Y17Fe83,0
Y17Mg83,0
Y18Al82,0
Y18Fe82,0
Y18Mg82,0
Y19Al81,0
Y19Fe81,0
Y19Mg81,0
Y2Al98,0
Y2Fe98,0
Y2Mg98,0
Y20Al80,0
Y20Fe80,1
Y20Mg80,0
Y21Al79,0
Y21Fe79,1
Y21Mg79,0
Y22Al78,0
Y22Fe78,1
Y22Mg78,0
Y23Al77,0
Y23Fe77,1
Y23Mg77,0
Y24Al76,0
Y24Fe76,1
Y24Mg76,0
Y25Al75,0
Y25Fe75,1
Y25Mg75,0
Y26Al74,0
Y26Fe74,1
Y26Mg74,0
Y27Al73,0
Y27Fe73,1
Y27Mg73,0
Y28Al72,0
Y28Fe72,1
Y28Mg72,0
Y29Al71,0
Y29Fe71,1
Y29Mg71,0
Y3Al97,0
Y3Fe97,0
Y3Mg97,0
Y30Al70,0
Y30Fe70,1
Y30Mg70,0
Y31Al69,0
Y31Fe69,1
Y31Mg69,0
Y32Al68,0
Y32Fe68,1
Y32Mg68,0
Y33Al67,0
Y33Fe67,1
Y33Mg67,0
Y34Al66,0
Y34Fe66,1
Y34Mg66,0
Y35Al65,0
Y35Fe65,1
Y35Mg65,0
Y36Al64,0
Y36Fe64,1
Y36Mg64,0
Y37Al63,0
Y37Fe63,1
Y37Mg63,0
Y38Al62,0
Y38Fe62,1
Y38Mg62,0
Y39Al61,0
Y39Fe61,1
Y39Mg61,0
Y4Al96,0
Y4Fe96,0
Y4Mg96,0
Y40Al60,0
Y40Fe60,1
Y40Mg60,0
Y41Al59,0
Y41Fe59,1
Y41Mg59,0
Y42Al58,0
Y42Fe58,1
Y42Mg58,0
Y43Al57,0
Y43Fe57,1
Y43Mg57,0
Y44Al56,0
Y44Fe56,1
Y44Mg56,0
Y45Al55,0
Y45Fe55,1
Y45Mg55,0
Y46Al54,0
Y46Fe54,1
Y46Mg54,0
Y47Al53,0
Y47Fe53,1
Y47Mg53,0
Y48Al52,0
Y48Fe52,1
Y48Mg52,0
Y49Al51,0
Y49Fe51,1
Y49Mg51,0
Y5Al95,0
Y5Fe95,0
Y5Mg95,0
Y50Al50,0
Y50Fe50,1
Y50Mg50,0
Y51Al49,0
Y51Fe49,1
Y51Mg49,0
Y52Al48,0
Y52Fe48,1
Y52Mg48,0
Y53Al47,0
Y53Fe47,1
Y53Mg47,0
Y54Al46,0
